SSC_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SSC50825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,10
SSC50826,7,3,20,15,6,4,7,11,0,69,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,13,0,0,0,4,0,0,0,3,7,13,189,429,169,120,134,46,35,64,24,1213
SSC50827,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,0,9,12,37,98,24,10,4,53,17,0,272
SSC50828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50829,5,3,21,4,8,9,9,11,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,3,5,3,5,8,8,6,4,36,52,141,183,101,76,70,64,70,7,774
SSC50830,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,0,4,0,3,8,0,38
SSC50831,7,0,33,12,5,4,0,3,0,68,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,18,3,0,0,0,3,3,0,0,7,17,221,776,160,118,137,66,24,45,14,1549
SSC50832,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,6,7,12,3,5,0,7,9,0,62
SSC50833,16,12,35,26,20,9,3,9,0,137,0,0,0,0,3,0,0,0,0,6,5,9,9,3,3,4,0,6,0,41,3,5,9,3,4,0,8,0,12,50,593,1520,498,338,512,207,99,173,52,3991
SSC50834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50835,7,0,4,3,0,0,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,16,22,50,6,12,0,38,11,0,161
SSC50836,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,10,4,8,0,0,3,0,39
SSC50837,0,0,9,0,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,26,40,59,23,12,5,34,13,4,212
SSC50838,0,0,3,7,0,0,6,5,0,24,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,4,0,0,8,4,0,0,0,3,0,0,3,3,19,99,243,227,105,100,30,49,50,16,929
SSC50839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50840,12,4,40,16,13,15,3,10,0,117,0,0,0,0,0,0,0,0,0,3,4,3,4,6,0,3,3,0,0,24,9,3,11,9,10,0,3,8,3,59,349,815,495,274,308,119,81,90,31,2563
SSC50841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC50842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
SSC50843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,7
SSC50844,3,0,8,0,3,3,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,48,125,104,56,46,26,17,29,5,460
SSC50845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3
SSC50846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50848,7,0,26,4,4,3,6,8,0,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,9,10,5,6,4,4,9,47,46,142,164,136,86,53,63,81,11,789
SSC50849,0,0,6,4,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,9,16,32,56,49,27,23,6,42,9,258
SSC50850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4
SSC50851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,9
SSC50853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,0,3,3,0,3,0,40
SSC50854,3,0,12,6,11,0,4,11,0,46,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,3,13,0,6,0,6,3,0,31,94,103,173,69,77,28,52,55,9,660
SSC50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11
SSC50856,7,3,3,6,3,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,9,0,3,3,0,3,0,0,0,0,9,54,168,95,72,59,22,25,24,8,536
SSC50857,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,5,5,0,3,0,9,0,50
SSC50858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,5,0,0,0,4,0,28
SSC50859,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,4,3,0,3,0,25
SSC50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,17
SSC50862,3,3,15,10,7,3,7,6,4,60,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,3,0,0,0,7,0,0,7,0,4,3,3,6,10,30,83,262,170,116,117,65,62,92,20,990
SSC50863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,10
SSC50864,22,0,71,25,11,7,7,20,3,170,0,0,3,4,0,0,0,0,0,7,3,0,6,3,4,0,6,4,0,29,4,0,25,6,4,5,19,16,10,97,178,387,624,360,279,146,258,276,43,2544
SSC50865,8,4,43,25,23,11,3,7,0,120,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,3,0,4,0,19,4,7,9,4,4,11,0,3,3,37,280,550,338,214,297,126,73,82,19,1974
SSC50866,6,0,12,11,11,6,0,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,5,4,3,0,0,0,0,16,115,229,220,97,101,35,46,49,7,894
SSC50867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9
SSC50870,3,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,12,34,80,60,30,27,10,7,11,4,272
SSC50871,0,0,7,3,3,3,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,19,62,54,34,21,14,11,22,3,256
SSC50872,10,3,26,14,11,4,3,7,0,81,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,14,8,3,7,3,0,7,4,3,6,47,196,311,325,158,183,69,75,58,18,1387
SSC50873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
SSC50874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,14
SSC50875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
SSC50877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC50878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC50880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6
SSC50881,12,0,59,14,7,18,13,12,7,135,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,4,3,0,22,4,3,10,6,4,4,5,6,3,52,142,289,369,256,136,122,125,149,27,1626
SSC50882,8,3,27,10,13,3,5,12,0,86,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,3,0,10,3,3,3,5,3,6,9,8,4,54,113,194,237,126,116,63,72,93,9,1016
SSC50883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
SSC50884,6,0,16,5,7,9,3,3,0,54,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,19,0,4,0,0,3,4,4,0,4,23,246,601,161,90,184,74,36,35,17,1450
SSC50885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,3,9,4,4,3,4,0,0,41
SSC50886,20,4,47,36,20,27,11,23,4,198,0,0,0,0,0,0,0,0,0,8,5,7,0,4,8,0,6,5,3,36,5,3,16,10,5,9,13,27,17,102,214,528,565,358,306,180,155,255,50,2615
SSC50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,20
SSC50888,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,27,17,23,20,9,3,8,10,3,119
SSC50889,0,0,3,0,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,19,21,42,12,11,0,18,19,0,147
SSC50890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,5,0,0,0,0,17
SSC50891,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,36,29,29,16,16,3,16,13,4,160
SSC50892,0,0,5,0,3,0,3,9,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,10,29,92,241,8,31,0,74,37,0,520
SSC50893,35,3,116,30,14,26,17,36,0,271,0,0,3,0,0,0,0,0,0,3,3,5,0,4,3,0,0,9,3,27,4,5,21,5,0,8,9,11,13,81,323,568,586,304,194,192,121,287,34,2611
SSC50894,0,0,3,0,7,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,3,16,43,47,58,20,29,15,9,10,7,253
SSC50895,7,4,8,0,5,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,3,0,3,0,0,0,0,0,3,10,159,326,103,49,93,37,16,25,18,823
SSC50896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC50898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,17
SSC50899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50901,3,0,12,4,5,3,0,3,0,30,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,7,63,91,103,61,54,26,25,36,4,460
SSC50902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,17
SSC50903,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,5,5,3,4,6,0,46
SSC50904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC50906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,10,8,5,8,0,0,3,0,64
SSC50907,36,5,120,41,26,21,20,20,0,289,3,3,3,0,0,0,0,3,0,13,10,15,3,11,6,0,5,4,3,59,11,8,15,9,13,7,10,11,19,99,662,1962,715,585,603,271,222,303,53,5379
SSC50908,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,14
SSC50909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SSC50910,3,0,28,9,9,6,3,6,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,18,3,3,0,3,0,3,8,4,7,31,82,144,236,186,109,73,51,87,20,993
SSC50911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50912,14,0,60,25,23,14,11,11,3,167,0,0,0,0,0,0,0,0,0,6,0,3,8,0,6,6,7,3,0,26,5,3,13,7,9,6,3,3,6,55,178,465,506,319,235,141,162,154,40,2202
SSC50913,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,8,9,11,4,0,4,0,0,40
SSC50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50915,0,0,14,4,14,3,3,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,3,0,5,4,3,0,22,38,76,108,81,56,24,36,48,10,474
SSC50916,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,17,24,55,29,18,9,0,17,11,9,177
SSC50917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,9,12,3,0,0,0,3,0,54
SSC50919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,7
SSC50920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,3,3,0,0,4,0,27
SSC50921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50922,11,3,26,14,8,3,6,6,0,79,0,0,0,0,0,0,0,0,0,0,4,10,3,3,3,0,0,0,3,27,0,5,12,0,4,5,0,0,5,36,342,769,280,175,239,98,44,66,26,2044
SSC50923,7,0,3,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,11,124,316,49,45,83,30,8,24,9,697
SSC50924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,3,0,11
SSC50925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8
SSC50926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,3,0,0,0,0,3,0,21
SSC50927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,16
SSC50928,3,0,9,5,4,7,3,3,0,33,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,6,0,0,7,3,0,3,10,5,3,30,86,144,151,68,63,32,64,52,8,662
SSC50929,14,3,28,9,9,11,3,13,0,89,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,7,0,0,7,3,8,4,11,6,6,48,77,157,264,152,127,68,72,96,24,1038
SSC50930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10
SSC50931,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,8,10,7,3,0,3,12,3,57
SSC50932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5
SSC50934,3,0,16,3,4,5,5,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,12,0,0,7,0,5,3,0,5,4,29,54,107,182,83,94,37,61,52,12,683
SSC50935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,10,6,8,0,4,5,0,68
SSC50936,0,0,9,0,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,31,79,26,20,25,13,8,18,0,208
SSC50937,8,0,44,20,8,14,7,10,0,111,0,0,0,3,0,0,0,0,0,5,0,0,3,3,3,3,5,3,0,24,6,0,12,11,4,0,6,10,3,46,118,273,309,239,152,107,116,122,22,1453
SSC50938,0,0,6,4,0,3,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,7,12,19,38,60,41,32,13,34,35,9,288
SSC50939,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,11,6,0,3,0,0,7,0,46
SSC50940,3,0,12,3,5,0,3,3,0,38,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,8,3,0,4,6,4,0,3,4,3,32,74,145,167,52,79,24,37,68,11,658
SSC50941,6,0,20,9,3,5,3,4,0,45,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,8,0,0,3,0,0,0,0,0,3,9,69,137,223,82,99,51,61,38,6,758
SSC50942,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,18,20,3,8,0,3,3,80
SSC50943,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,33,33,13,16,9,9,11,3,158
SSC50944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
SSC50945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11
SSC50946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
SSC50947,3,0,8,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,21,36,60,32,35,13,22,18,3,237
SSC50948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,12
