SSC_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SSC50533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,6,0,6,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,23,3,30
SSC50534,3,7,13,3,8,12,5,44,49,14,60,75,18,86,109,19,48,71,64,37,100,44,33,76,60,29,84,66,19,82,50,30,79,37,18,56,63,25,84,51,0,55,29,4,34,22,8,33,38,0,43,94,19,104,15,21,35,697,502,1201
SSC50535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC50536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,3,0,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,14,8,21
SSC50537,3,0,3,0,0,0,0,3,3,0,0,0,0,3,3,4,0,3,7,0,6,5,9,9,6,0,8,7,0,6,5,4,8,8,0,8,14,0,12,3,0,3,3,0,3,3,0,3,0,0,0,11,0,16,4,0,7,89,28,113
SSC50538,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,3,4,0,7,3,0,3,4,0,4,3,0,3,3,0,3,0,0,0,0,0,3,3,0,3,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,42,5,50
SSC50539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,22,9,16,22
SSC50540,11,9,15,9,0,5,0,6,12,0,9,13,19,18,35,5,14,13,29,8,41,30,8,43,40,12,55,46,9,59,25,6,33,40,0,40,89,13,95,69,0,69,58,0,58,52,8,62,97,0,97,128,0,133,18,3,20,753,132,883
SSC50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,24,4,27
SSC50542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC50543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,11,3,17
SSC50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50546,8,0,8,0,0,3,8,0,5,0,4,4,7,15,23,4,5,14,13,7,27,17,5,24,15,6,27,19,5,25,9,0,11,13,7,21,25,6,34,14,0,14,9,0,9,8,3,6,12,0,12,39,3,39,3,0,6,223,75,298
SSC50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11
SSC50548,27,31,55,11,10,29,40,50,89,29,85,110,84,181,264,89,66,158,199,64,257,171,85,255,228,117,337,201,62,263,171,39,210,141,38,178,218,31,243,112,3,118,64,10,76,28,7,37,40,8,42,194,25,219,33,51,81,2091,951,3036
SSC50549,3,3,3,0,3,3,5,3,4,4,10,9,0,22,24,6,10,14,25,14,33,11,3,14,23,7,32,24,3,28,19,6,24,21,3,27,38,4,41,13,0,17,9,0,9,7,0,7,14,0,14,29,0,29,6,7,7,249,84,327
SSC50550,3,4,8,3,7,10,6,15,21,0,12,11,17,20,39,6,16,26,44,18,65,44,6,58,61,16,73,38,15,54,37,9,43,49,11,57,90,13,101,81,0,81,60,0,60,41,7,47,104,0,104,96,6,100,4,6,10,796,170,965
SSC50551,3,5,6,7,0,10,4,12,11,7,13,22,20,30,49,24,13,36,45,18,62,42,25,70,68,24,93,61,17,74,66,7,78,62,11,71,113,12,124,71,3,74,30,4,36,15,7,26,34,5,38,109,11,114,9,6,17,798,209,1003
SSC50552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,18,3,19
SSC50553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11
SSC50554,4,13,19,0,12,10,7,24,24,3,58,57,14,60,72,17,37,48,26,35,67,33,40,72,54,45,100,65,39,109,47,26,67,36,31,71,61,34,93,43,6,53,25,4,36,11,11,24,21,0,26,47,18,68,3,19,16,522,511,1038
SSC50555,3,3,3,4,0,4,0,0,0,0,5,5,4,10,7,15,3,18,15,0,15,21,5,22,16,9,24,20,3,21,20,4,21,16,3,17,40,9,47,24,0,23,17,0,17,16,0,18,12,0,12,30,3,34,7,0,7,268,51,322
SSC50556,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,3,0,3,3,0,3,7,0,7,3,0,3,0,0,0,0,0,0,5,0,5,0,0,0,26,14,41
SSC50557,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,4,0,4,0,0,0,6,0,6,0,0,0,21,10,28
SSC50558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,5,15
SSC50559,6,3,6,0,0,0,3,4,10,0,3,7,3,27,29,4,23,23,17,5,20,15,7,18,19,4,24,12,7,13,17,4,23,11,5,16,31,0,35,22,0,22,11,0,11,18,4,27,46,0,46,41,0,41,5,5,12,294,96,388
SSC50560,0,0,0,0,0,0,0,4,4,0,0,0,0,5,5,3,0,3,5,0,6,5,3,4,12,0,15,3,3,5,4,0,9,6,0,10,11,8,18,13,3,13,5,0,5,15,0,13,5,0,9,26,4,29,3,3,3,116,31,148
SSC50561,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
SSC50562,0,0,3,0,3,3,0,3,3,0,6,8,7,18,22,3,3,3,12,0,15,10,5,14,20,4,25,12,3,12,8,0,12,9,0,9,13,3,21,14,3,10,3,0,3,3,3,4,11,0,11,14,0,18,3,4,7,141,62,209
SSC50563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9
SSC50564,5,7,14,4,4,9,5,14,16,0,20,23,30,31,62,31,15,48,44,17,64,43,21,63,54,23,82,63,20,89,60,17,82,65,16,80,131,21,150,91,0,93,55,0,54,44,9,57,81,0,83,135,5,142,13,11,24,971,260,1231
SSC50565,0,0,0,0,0,0,0,0,3,0,0,0,3,5,10,0,0,3,6,0,6,4,0,8,6,0,6,3,0,3,3,0,4,4,0,5,6,0,10,3,0,3,3,0,3,3,0,3,5,0,5,14,0,14,0,0,0,75,16,92
SSC50566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,11,8,14
SSC50567,0,0,0,0,0,0,3,5,10,4,15,19,8,24,32,6,9,14,17,10,23,12,10,14,14,6,18,9,0,13,6,8,11,4,0,4,11,3,18,16,0,16,3,0,3,0,0,0,8,0,8,13,0,13,0,11,6,129,101,228
SSC50568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8
SSC50569,12,5,17,7,9,13,7,6,15,3,18,17,9,37,49,15,22,36,51,24,69,55,18,74,58,15,76,56,20,77,44,7,49,56,13,62,97,8,108,93,0,92,61,0,61,71,0,74,163,0,165,115,3,120,6,16,21,965,234,1200
SSC50570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,15
SSC50571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50572,55,65,123,23,32,57,55,128,187,47,180,232,175,466,640,175,219,398,455,184,638,354,203,554,422,205,634,475,162,644,374,123,502,349,78,426,602,89,685,351,25,379,170,12,181,93,24,109,130,12,140,456,51,507,80,111,192,4873,2359,7229
SSC50573,0,4,4,0,0,0,0,0,0,0,5,5,3,4,4,0,3,3,5,3,4,0,3,4,5,3,8,4,3,4,0,0,0,7,0,7,13,3,13,3,0,8,3,0,3,0,0,0,4,0,4,13,0,11,0,0,0,56,31,84
SSC50574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9
SSC50575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,0,0,3,3,0,3,5,0,5,4,0,4,3,0,3,3,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,28,8,39
SSC50576,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,4,0,6,0,0,5,0,0,4,3,3,5,0,0,3,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,45,22,62
SSC50577,0,0,4,0,0,3,7,3,10,0,8,9,4,6,14,0,4,5,15,0,17,4,5,9,5,3,10,4,0,4,3,3,7,3,0,3,4,0,8,3,0,3,3,0,3,0,0,0,3,0,3,7,0,7,0,0,0,84,45,125
SSC50578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,21,6,21
SSC50579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,8,18
SSC50580,0,3,3,0,3,3,0,10,5,0,6,13,7,16,22,3,5,11,21,0,18,4,3,10,14,0,13,8,3,11,5,7,14,3,3,9,3,5,6,7,0,7,0,0,0,0,0,0,6,0,6,10,0,10,0,0,4,94,66,164
SSC50581,20,34,48,14,12,34,31,62,93,31,116,144,118,295,412,105,118,224,397,101,497,212,92,300,248,101,350,185,40,226,152,42,195,152,25,177,244,34,276,138,3,142,69,3,70,47,8,56,106,4,105,326,20,348,63,90,154,2638,1209,3849
SSC50582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,6,21
SSC50583,8,4,15,5,5,13,3,5,11,3,15,20,20,36,54,20,20,38,36,24,58,39,20,56,56,30,80,51,23,74,36,18,48,44,10,48,109,10,115,63,0,65,45,3,44,33,0,35,58,0,56,77,3,80,17,10,26,708,235,946
SSC50584,0,3,3,4,0,4,0,0,3,0,0,0,4,3,6,0,0,0,7,0,6,5,3,5,8,3,12,10,3,15,0,0,0,4,0,4,3,0,3,4,0,4,4,0,4,0,0,0,3,0,3,19,0,20,4,3,5,83,23,108
SSC50585,22,17,39,10,10,24,24,32,51,19,49,66,50,114,163,60,69,127,149,52,198,127,57,188,240,102,341,171,48,223,168,41,210,185,46,233,358,57,413,300,19,316,214,3,216,123,20,143,200,5,205,324,27,346,28,26,54,2765,788,3548
SSC50586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
SSC50587,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,4,0,4,0,0,0,3,0,3,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,23,14,32
SSC50588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SSC50589,0,0,0,0,0,0,3,4,10,0,0,0,5,0,5,4,0,4,10,0,10,5,0,5,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,42,4,47
SSC50590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50591,0,0,0,0,0,0,0,0,4,0,3,3,0,3,7,3,0,3,9,3,12,3,0,3,3,0,0,5,0,5,0,0,0,3,0,3,0,5,3,0,0,0,0,0,0,3,3,3,3,0,3,3,0,5,0,4,4,41,29,69
SSC50592,4,5,10,0,0,3,3,12,10,0,6,6,7,37,44,9,8,21,14,6,19,17,13,33,26,10,33,27,17,48,22,13,31,25,15,37,45,19,66,44,0,46,24,0,24,42,8,48,75,0,75,42,3,46,3,9,14,435,184,616
SSC50593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14
SSC50595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,3,19
SSC50596,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,3,0,3,0,3,3,0,0,5,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,28,5,34
SSC50597,3,11,14,3,5,6,0,11,11,3,15,22,14,43,54,15,39,57,39,21,57,56,24,83,64,28,95,59,21,72,58,9,69,50,4,52,136,20,157,127,0,127,101,0,101,94,15,107,278,4,282,131,9,139,11,6,21,1237,291,1529
SSC50598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,18,4,19
SSC50599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,15,6,16
SSC50600,0,0,0,0,0,0,5,14,20,9,9,19,14,7,26,17,3,18,12,3,18,28,6,34,9,13,29,13,10,18,12,13,20,14,6,22,29,16,47,14,0,13,10,0,10,9,3,12,9,0,9,32,0,39,14,0,13,244,117,367
SSC50601,40,40,85,22,16,34,34,54,86,35,71,106,103,192,293,111,101,207,242,74,314,208,65,270,274,69,344,239,54,292,218,52,272,203,51,255,405,59,460,295,3,297,199,0,196,187,32,221,381,0,384,573,24,596,51,56,104,3810,1005,4817
SSC50602,0,0,0,0,0,3,0,0,3,0,3,3,3,3,9,0,0,0,3,0,8,4,4,10,4,0,4,4,0,4,3,0,3,3,0,3,11,0,11,3,0,3,7,0,7,3,0,3,4,0,4,10,0,12,0,0,3,75,12,91
SSC50603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,17,3,17
SSC50604,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,14,16
SSC50605,7,16,25,6,4,10,4,18,21,7,27,29,31,59,94,22,34,57,89,29,119,77,44,127,103,37,143,128,42,170,81,22,111,73,29,103,205,35,243,142,6,146,108,4,110,61,8,70,112,0,112,146,9,158,6,11,26,1418,452,1876
SSC50606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50607,26,45,76,16,15,31,27,120,144,24,171,192,91,270,360,86,109,196,231,93,327,162,121,280,208,142,356,169,87,254,131,85,219,161,49,212,289,93,381,217,22,239,144,9,154,98,23,127,142,6,147,287,49,337,40,58,102,2557,1579,4136
SSC50608,14,7,15,6,0,5,10,0,12,3,11,16,9,13,22,17,15,28,34,4,43,37,17,54,53,27,82,64,25,86,79,19,103,89,20,106,227,42,263,200,0,197,128,4,134,90,13,102,133,3,138,144,16,163,11,9,15,1341,240,1588
SSC50609,3,0,9,0,3,8,10,3,10,3,0,0,4,10,15,3,4,9,5,8,14,15,7,20,17,14,34,24,16,35,26,11,34,32,10,47,83,22,106,79,4,85,76,4,76,62,7,77,115,10,121,78,5,86,6,5,12,645,152,795
SSC50610,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,3,3,0,3,4,0,4,0,0,0,0,0,0,3,0,3,7,0,7,0,0,0,25,9,38
SSC50611,22,11,31,5,0,8,11,9,20,9,8,14,18,13,34,34,12,44,57,18,77,68,38,106,129,55,186,147,59,208,154,49,206,152,39,197,460,58,519,341,10,352,211,3,215,153,10,159,231,3,238,285,18,309,13,8,22,2505,441,2946
SSC50612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,18,4,17
SSC50613,5,9,17,7,12,14,0,14,15,6,50,55,30,85,115,11,16,30,95,29,122,63,31,96,54,25,76,55,17,69,38,10,55,62,11,74,105,21,129,57,0,62,44,0,48,20,4,24,47,3,49,116,6,122,12,27,37,833,361,1202
SSC50614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,4,18
SSC50615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50616,3,0,4,0,0,0,0,0,0,0,3,3,0,8,8,0,7,5,8,0,8,3,0,8,7,4,16,6,0,5,0,0,0,6,3,9,8,0,8,13,0,13,4,0,4,4,0,4,3,0,3,15,0,15,0,0,0,97,27,125
SSC50617,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,8,5,3,7,9,6,13,16,9,21,16,3,18,21,4,27,18,3,26,42,0,42,24,0,24,12,0,12,3,0,3,5,0,9,25,3,27,3,0,3,201,33,242
SSC50618,0,7,8,0,3,4,0,3,3,0,14,15,5,38,47,18,24,35,24,5,27,12,9,24,17,6,27,8,6,19,21,3,21,17,3,16,23,7,32,10,0,10,10,0,10,3,0,3,13,0,16,24,0,31,3,9,14,217,142,357
SSC50619,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,23,9,26
SSC50620,9,25,29,10,6,15,13,33,43,10,43,53,32,87,115,45,38,84,106,35,141,98,56,156,136,71,208,146,61,208,132,54,184,119,45,167,274,52,324,212,6,216,108,5,114,65,8,74,90,3,94,211,16,231,28,15,45,1839,659,2497
SSC50621,10,10,21,3,4,12,3,16,20,3,22,28,16,37,54,13,17,33,54,24,73,45,18,65,64,20,78,53,14,66,50,21,72,69,8,80,138,15,154,106,8,112,67,3,68,66,4,71,130,0,129,129,5,136,14,19,34,1049,264,1311
SSC50622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SSC50623,3,6,8,4,0,3,3,10,13,6,5,15,16,5,19,16,9,26,25,8,32,28,3,31,38,13,51,48,4,49,28,0,27,41,3,47,89,9,100,79,0,75,52,0,52,35,3,41,61,0,61,96,0,96,12,3,16,684,87,772
SSC50624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,7,0,0,3,0,0,0,3,4,7,0,3,3,4,0,4,5,0,5,4,0,4,3,0,3,3,0,3,9,0,9,3,0,3,0,3,3,40,13,51
SSC50625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50626,4,8,12,3,0,3,4,8,10,0,11,8,12,11,28,10,13,27,24,6,29,29,9,34,38,6,47,38,13,44,14,0,14,23,7,25,53,3,63,27,0,27,23,0,23,16,0,17,46,0,46,53,3,55,8,6,12,420,110,525
SSC50627,0,3,3,0,0,0,0,0,0,0,4,3,3,3,5,0,0,5,12,0,12,8,3,11,11,0,11,9,4,9,0,0,3,3,0,5,14,4,19,11,0,11,5,0,5,3,0,3,9,0,9,24,0,24,7,4,8,120,30,148
SSC50628,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,23,12,34
SSC50629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,4,0,3,0,8,0,4,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,9,0,9,0,0,0,30,9,38
SSC50630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50631,24,36,61,9,10,23,19,41,58,21,61,84,59,152,217,74,87,166,198,72,268,166,91,262,251,133,384,234,75,310,207,77,291,223,49,274,503,66,570,325,11,333,209,8,214,146,24,165,161,7,168,389,34,425,47,35,85,3259,1078,4338
SSC50632,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,0,0,0,3,4,8,11,0,13,6,5,12,0,0,4,3,3,4,9,0,9,14,0,14,7,0,7,0,0,0,3,0,3,5,0,5,6,0,6,0,0,0,77,28,101
SSC50633,5,16,16,0,6,3,3,19,24,4,36,39,11,43,55,8,14,27,25,29,52,16,39,58,27,43,68,17,48,66,21,42,56,23,31,51,77,77,153,44,12,56,39,11,44,28,38,66,87,13,103,45,33,76,5,12,18,485,551,1040
SSC50634,5,0,7,0,0,0,0,5,8,4,0,4,7,0,6,7,3,10,12,11,23,14,8,27,26,24,50,47,9,50,36,7,49,40,7,48,61,3,64,42,3,41,32,0,34,13,0,13,28,0,28,42,8,46,8,0,7,424,94,515
SSC50635,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,3,0,6,3,0,3,3,0,3,3,0,3,6,0,6,0,0,0,0,0,0,0,0,5,0,0,0,6,0,8,0,0,0,30,6,39
