SSC_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC51514,9,12,18,11,16,13,4,5,0,86,0,0,0,0,0,0,0,0,0,4,26,13,21,15,14,8,7,3,0,95,53,66,115,83,54,45,20,3,3,448
SSC51515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,6,4,5,4,3,0,16
SSC51516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,3,5,3,0,0,28
SSC51517,8,3,8,3,10,8,0,0,0,32,0,0,0,0,0,3,8,3,0,16,0,0,4,3,4,0,0,0,0,17,25,36,77,46,37,23,15,3,0,259
SSC51518,11,0,13,13,23,46,55,53,13,219,0,0,0,10,9,3,3,0,0,28,47,57,141,124,146,112,71,62,24,779,379,776,1497,1369,1658,1235,787,400,101,8216
SSC51519,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,0,0,6,9,6,15,6,0,0,42
SSC51520,0,0,3,3,6,14,40,47,21,141,0,0,0,0,0,0,3,11,3,17,10,8,32,33,35,46,49,77,36,329,87,136,300,308,398,427,316,238,85,2297
SSC51521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13
SSC51522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,4,9,5,11,12,10,8,0,59
SSC51523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,4,0,0,7,0,0,0,17
SSC51524,0,0,0,0,0,0,6,5,0,18,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,13,0,0,28,22,22,59,110,105,83,86,23,6,512
SSC51525,0,0,0,3,0,3,23,35,36,102,0,0,0,0,0,0,3,5,0,15,8,17,25,15,13,25,29,24,17,169,106,193,507,485,417,464,510,227,127,3045
SSC51526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,5,3,0,0,29,3,0,10,25,22,22,6,3,0,93
SSC51527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,3,3,5,6,0,0,27
SSC51528,0,0,0,3,8,11,15,14,4,50,0,0,0,3,4,3,3,0,3,18,6,13,13,5,9,12,22,4,3,82,91,290,315,195,283,362,260,98,25,1915
SSC51529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,14,7,3,16,39,18,24,20,4,0,130
SSC51530,0,0,0,0,0,0,3,0,5,10,0,0,0,0,0,0,0,0,0,0,3,0,10,13,10,18,18,9,7,79,21,52,128,153,180,222,162,79,29,1022
SSC51531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,4,0,0,0,0,0,12,8,8,12,38,26,15,16,8,0,128
SSC51532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,3,0,0,33
SSC51533,0,0,17,10,13,20,14,15,7,101,0,3,14,17,8,9,3,0,0,51,11,16,54,46,38,15,20,5,5,218,151,328,1110,1124,709,417,239,70,18,4174
SSC51534,0,0,0,0,3,7,14,7,4,31,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,12,6,0,0,45,12,26,29,65,81,78,65,18,14,389
SSC51535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,3,3,0,0,0,24
SSC51536,0,0,0,4,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,6,3,8,9,3,0,0,0,0,32,11,13,17,33,25,25,8,0,0,132
SSC51537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,9,4,0,27
SSC51538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,15,0,3,13,16,13,17,16,0,0,85
SSC51539,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,17,5,12,24,13,34,26,3,0,0,123
SSC51540,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,9,9,0,8,4,0,28
SSC51541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51542,0,8,9,7,16,19,26,11,5,109,0,0,3,6,6,3,4,3,0,28,32,43,138,102,50,38,29,10,3,436,278,781,2279,1442,968,572,298,89,18,6719
SSC51543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,6,13,5,3,3,0,49
SSC51544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,7,0,0,0,11
SSC51545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,5,0,0,0,14,9,0,4,9,22,37,12,3,0,95
SSC51546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,0,3,16,3,8,24,9,3,0,63
SSC51547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,8,0,0,4,4,0,4,3,0,0,18
SSC51548,0,3,9,11,13,13,22,45,41,155,0,0,3,3,3,0,3,5,3,21,15,52,156,124,72,72,69,76,46,679,203,679,2095,1870,1335,1100,719,462,295,8738
SSC51549,0,0,0,4,3,6,11,26,16,64,0,0,0,3,0,3,0,0,0,7,11,17,22,39,37,43,34,38,14,254,157,333,519,889,925,666,554,444,129,4621
SSC51550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,10,8,4,0,0,45
SSC51551,0,0,0,0,3,0,9,6,3,24,0,0,0,0,0,0,0,0,3,3,6,3,11,12,18,24,26,9,4,120,40,56,135,177,247,215,165,71,15,1129
SSC51552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,13
SSC51553,3,3,8,8,8,33,79,109,62,310,0,0,8,3,3,7,0,0,0,32,30,24,53,62,85,83,94,85,35,550,239,359,791,1003,1198,1116,1073,609,216,6601
SSC51554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51555,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,16
SSC51556,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,0,0,0,14,3,8,11,29,27,25,17,3,0,122
SSC51557,0,0,0,0,0,3,12,10,11,37,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,11,13,5,51,12,16,51,32,58,70,118,83,31,468
SSC51558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,0,14
SSC51559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,3,0,0,0,17
SSC51560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,3,0,0,0,19
SSC51561,0,0,5,0,3,5,3,0,3,23,0,0,0,3,0,0,0,0,0,10,12,4,33,11,22,16,8,4,0,110,47,102,281,200,178,132,64,16,3,1017
SSC51562,0,0,3,0,4,0,13,28,11,63,0,0,0,0,0,0,0,9,5,15,10,21,85,50,33,25,32,30,33,319,71,245,825,651,478,437,318,157,94,3282
SSC51563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,0,0,0,13
SSC51564,0,0,12,4,3,5,16,24,15,74,0,3,4,0,3,3,7,10,5,30,12,64,286,127,87,68,77,50,60,828,76,516,2085,871,569,432,367,185,111,5217
SSC51565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,15,0,0,5,18,18,25,15,9,0,93
SSC51566,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,0,9,7,3,0,3,3,0,28,16,13,35,74,57,51,27,15,0,286
SSC51567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,9,0,0,4,3,8,10,12,5,3,50
SSC51568,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,6,0,6,6,15,13,10,10,0,0,65
SSC51569,0,0,0,0,0,3,8,12,5,27,0,0,0,0,3,0,0,0,0,5,6,63,162,130,52,15,12,4,0,458,16,104,190,167,135,105,71,41,9,831
SSC51570,0,0,0,0,0,3,4,3,0,10,0,0,0,0,0,0,0,0,0,3,3,0,3,4,12,9,9,3,0,37,13,12,26,32,100,96,85,20,3,389
SSC51571,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,12,3,0,3,19,5,20,14,10,0,72
SSC51572,3,6,25,37,23,43,56,70,19,284,3,3,8,14,14,14,8,22,11,100,19,40,158,83,66,53,55,47,15,539,145,460,1601,937,609,517,375,288,65,5005
SSC51573,0,0,0,0,0,3,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,8,3,3,0,25,0,8,21,43,34,35,21,9,0,174
SSC51574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,6,0,26
SSC51575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,3,0,0,14,0,5,8,0,10,3,3,0,0,32
SSC51576,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,0,0,0,18,4,32,68,31,30,47,11,3,8,233
SSC51577,0,0,0,3,3,11,25,52,76,167,0,0,0,0,0,0,6,13,11,30,10,12,26,27,24,36,15,11,8,166,57,145,386,465,446,388,177,137,122,2331
SSC51578,0,0,0,0,0,4,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,15,7,5,0,3,0,30,12,5,46,67,71,48,35,21,0,308
SSC51579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7
SSC51580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5
SSC51581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,3,10,0,0,28
SSC51582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,5
SSC51583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51584,0,0,0,0,0,0,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,3,5,3,30,8,10,53,35,56,53,43,23,6,288
SSC51585,3,0,3,3,3,7,6,0,0,25,0,0,0,3,0,0,0,0,0,8,6,14,92,56,62,32,8,0,0,269,61,148,483,418,320,157,20,3,0,1608
SSC51586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,8,7,0,3,0,14
SSC51587,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,5,0,0,25
SSC51588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SSC51589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,9,12,9,3,0,40
SSC51590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC51591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,18
SSC51592,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,3,6,8,8,3,0,36
SSC51593,3,3,13,6,18,23,34,60,41,192,0,3,4,3,8,4,4,3,3,29,21,16,60,48,51,43,33,50,42,358,128,287,764,709,604,426,307,274,199,3696
SSC51594,0,0,4,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,0,0,0,0,14,5,9,38,24,16,7,0,0,0,112
SSC51595,0,3,7,29,21,50,80,77,35,301,0,0,16,8,11,14,10,8,9,78,23,30,61,76,99,75,85,56,46,549,576,1197,1571,2695,2617,2296,1624,600,229,13406
SSC51596,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,15,0,3,13,8,22,31,19,5,0,109
SSC51597,0,0,0,0,0,4,13,6,4,33,0,0,0,0,0,0,0,0,0,0,0,3,8,11,12,21,20,12,3,79,15,34,122,110,119,183,101,46,13,745
SSC51598,0,0,0,3,0,3,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,22,0,8,19,17,25,18,32,6,0,123
SSC51599,0,0,0,0,0,3,3,0,3,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,14,5,3,0,29,11,21,53,71,85,82,65,11,9,399
SSC51600,0,0,7,8,12,25,35,68,37,195,0,3,17,12,3,7,4,4,5,51,20,63,83,53,37,36,34,46,66,439,221,841,1291,751,597,599,458,370,213,5341
SSC51601,3,0,6,10,5,9,10,3,0,48,0,0,0,0,0,0,0,0,0,7,6,8,45,28,16,16,4,0,0,129,25,47,192,139,110,75,29,7,0,633
SSC51602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,7,3,0,0,28,0,11,27,26,14,34,18,6,0,138
SSC51603,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,16,32,19,13,4,0,91
SSC51604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,5,7,12,0,0,25
SSC51605,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,3,14,15,26,28,18,7,0,111
SSC51606,3,0,0,0,8,12,24,25,12,95,0,0,0,3,3,6,7,9,4,38,5,11,21,19,25,30,22,16,6,162,234,500,562,601,845,989,621,235,80,4662
SSC51607,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,14,3,17,32,40,36,48,26,6,0,204
SSC51608,3,7,3,5,8,16,32,37,7,124,0,0,0,0,5,3,0,0,0,17,25,16,49,47,40,43,49,30,3,303,111,191,398,386,376,372,311,162,27,2340
SSC51609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,3,3,0,0,0,0,14
SSC51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,6,0,0,3,0,0,0,16
SSC51611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC51612,0,0,0,0,0,0,3,4,0,13,0,0,0,0,0,0,0,0,0,0,48,11,6,4,8,5,5,3,0,95,62,12,16,33,46,33,18,18,5,245
SSC51613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,9,3,0,0,0,32
SSC51614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,10,0,0,0,9,11,5,3,0,0,36
SSC51615,0,0,0,0,0,0,6,3,10,37,0,0,0,0,0,0,0,0,0,0,0,0,8,11,7,11,0,11,0,48,17,39,124,122,100,143,88,34,26,698
SSC51616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,4,0,0,3,0,21
SSC51617,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,0,18,3,8,7,6,33,29,27,11,0,127
SSC51618,3,0,0,3,3,17,28,42,15,107,0,0,0,0,0,0,0,3,0,5,5,4,28,20,14,30,23,21,12,161,53,102,189,193,212,222,175,145,44,1344
SSC51619,0,0,0,0,0,0,3,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,13,0,11,17,19,30,37,24,12,0,137
SSC51620,0,0,0,0,4,5,13,10,6,38,0,0,0,0,0,0,0,0,0,8,3,10,15,7,21,23,8,4,4,98,31,72,137,159,180,171,121,56,20,958
SSC51621,0,0,0,3,3,0,8,34,25,77,0,0,0,0,0,0,0,0,0,4,16,0,22,15,21,21,20,38,10,171,121,204,358,482,601,431,376,411,172,3158
SSC51622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC51623,0,0,0,3,0,0,3,8,0,16,0,0,0,0,0,0,0,0,0,3,3,0,0,11,9,12,10,10,3,60,19,25,59,74,90,87,90,51,5,484
SSC51624,4,0,0,3,6,26,30,43,27,139,0,0,0,0,0,3,3,4,0,9,14,7,16,34,38,41,30,38,18,245,356,654,688,1113,1644,1495,705,342,135,7129
SSC51625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,3,12,13,13,11,3,0,0,62
SSC51626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,11,0,0,0,0,17,0,3,5,3,12,0,0,0,0,20
SSC51627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,4,4,3,4,0,25
SSC51628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,6,3,0,0,13
SSC51629,0,0,0,0,0,0,7,3,0,12,0,0,0,0,0,0,0,0,0,0,28,245,666,543,273,110,48,16,0,1934,42,281,720,644,406,213,121,39,0,2459
SSC51630,3,0,0,3,0,4,17,19,4,51,0,0,0,0,0,0,0,0,0,0,4,3,8,10,20,18,16,3,0,86,61,74,106,168,228,181,154,43,12,1021
SSC51631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,3,10,16,10,5,0,55
SSC51632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,7,0,0,26
SSC51633,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,15,0,0,10,16,8,20,13,8,6,82
SSC51634,0,0,0,3,4,6,14,11,0,45,0,0,0,0,0,0,0,0,0,3,8,5,16,18,22,26,18,13,0,122,56,76,139,169,202,213,135,61,8,1062
SSC51635,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,3,7,8,7,0,4,35,18,24,20,45,47,55,41,15,6,267
SSC51636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51637,0,0,0,0,3,0,9,8,3,29,0,0,0,0,0,0,0,0,0,3,0,0,6,0,5,10,14,12,10,59,5,10,52,24,47,71,66,45,17,344
SSC51638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,7,0,0,0,24
SSC51639,0,0,3,4,3,7,12,0,0,37,0,0,0,0,0,0,0,3,0,7,3,5,22,19,21,15,12,3,0,101,27,50,105,104,117,81,75,17,5,572
SSC51640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,10,0,0,0,20
SSC51641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,0,9,0,0,0,0,23
SSC51642,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,12,8,5,7,27,23,27,16,10,0,129
SSC51643,0,0,0,4,3,15,17,40,42,137,0,0,0,0,0,0,0,0,0,6,3,0,21,10,17,41,29,84,131,343,71,123,278,313,360,322,244,300,259,2267
SSC51644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51645,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,4,12,3,13,12,0,0,0,58,13,20,64,37,57,44,5,3,0,254
SSC51646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,6,6,18,25,13,3,0,73
SSC51647,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,10,16,16,8,12,0,0,66,14,21,90,146,186,164,121,36,7,790
SSC51648,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,13,5,11,19,33,56,68,28,11,0,229
SSC51649,0,0,0,0,3,3,12,8,3,32,0,0,0,0,0,0,3,0,0,8,9,11,29,27,23,17,31,3,0,149,74,117,346,384,333,220,219,48,9,1743
SSC51650,3,3,6,14,7,14,22,25,12,109,3,0,6,6,3,3,3,3,0,21,37,50,133,121,115,81,97,114,83,833,246,506,1359,1301,1153,759,671,310,129,6435
SSC51651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,4,0,0,0,18
SSC51652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,12
SSC51653,3,4,3,9,33,50,57,43,11,209,0,0,3,4,5,3,6,9,0,31,32,35,85,70,102,50,52,24,8,471,265,485,1187,1151,1110,847,402,189,50,5683
SSC51654,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,4,4,3,0,28,3,3,4,19,21,31,21,11,0,116
SSC51655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,10
SSC51656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,0,3,0,0,10
SSC51657,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,9,7,6,9,0,41
SSC51658,0,0,0,0,0,0,3,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,3,0,3,25,4,7,51,41,54,73,47,19,3,303
SSC51659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,14
SSC51660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,7,10,6,20,14,15,4,0,72
SSC51661,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,12,0,0,12,3,11,12,7,4,0,47
SSC51662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51663,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,0,0,3,27,0,0,8,13,21,26,12,8,3,88
SSC51664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,0,0,3
SSC51665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,4,0,0,3,0,0,0,9
SSC51666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,6,5,4,8,9,14,3,4,0,54
SSC51667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,9,11,12,9,0,0,58
