SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC50801,35,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,0,0,0,3,0,0,18,31,0,0,59,146,13,..,77,146
SSC50802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50803,13,27,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,38,0,..,12,38
SSC50804,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,4,..,10,13
SSC50805,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,3,..,11,36
SSC50806,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,..,6,3
SSC50807,189,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,3,0,0,5,19,8,15,197,570,53,..,251,570
SSC50808,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,..,3,6
SSC50809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50810,185,423,15,18,0,0,15,18,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,11,12,0,3,208,451,47,..,254,451
SSC50811,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,5,..,14,27
SSC50812,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,..,3,11
SSC50813,31,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,70,26,..,59,70
SSC50814,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,7,..,14,18
SSC50815,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,..,9,10
SSC50816,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,..,11,16
SSC50817,20,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,58,9,..,33,58
SSC50818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,..,3,4
SSC50819,1552,4310,29,64,0,0,29,64,3,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,1586,4381,198,..,1785,4381
SSC50820,672,1882,21,58,0,0,21,58,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,696,1944,100,..,795,1944
SSC50821,240,507,26,54,0,6,27,57,0,6,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,3,9,25,287,602,567,..,853,602
SSC50822,3468,11282,175,435,12,44,182,475,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,6,15,3657,11782,186,..,3842,11782
SSC50823,94,207,6,12,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,215,26,..,130,215
SSC50824,1582,4807,239,479,64,149,309,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1893,5442,182,..,2077,5442
SSC50825,26,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,24,59,7,..,36,59
SSC50826,1045,2760,66,134,62,149,126,284,16,27,13,18,42,65,0,0,65,110,0,0,0,0,0,0,0,0,0,0,5,13,1250,3162,168,..,1418,3162
SSC50827,122,308,6,5,0,0,6,5,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,9,17,3,6,141,339,101,..,244,339
SSC50828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50829,991,3002,25,56,0,0,25,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,3060,90,..,1101,3060
SSC50830,73,156,5,3,3,14,5,17,6,9,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,3,3,87,190,324,..,407,190
SSC50831,562,1367,86,154,397,826,485,981,127,182,116,188,24,31,0,0,261,401,0,0,0,0,0,0,17,26,12,25,0,3,1323,2777,185,..,1515,2777
SSC50832,119,262,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,8,0,0,0,0,3,6,11,18,0,0,136,277,141,..,275,277
SSC50833,3461,9930,222,413,6,17,231,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3699,10378,241,..,3935,10378
SSC50834,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
SSC50835,105,300,18,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,318,132,..,256,318
SSC50836,60,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,0,0,61,180,8,..,71,180
SSC50837,149,358,8,4,0,0,8,4,0,0,0,0,0,0,0,0,0,0,13,21,0,0,3,9,5,25,27,48,11,19,186,435,88,..,271,435
SSC50838,920,2625,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,43,6,7,0,0,0,0,39,55,0,4,966,2685,82,..,1043,2685
SSC50839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50840,2625,7366,100,154,3,3,102,157,41,42,0,0,0,0,0,0,41,42,0,0,0,0,3,3,3,15,10,21,0,6,2779,7584,211,..,2984,7584
SSC50841,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,0,..,9,27
SSC50842,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,19,0,..,7,19
SSC50843,24,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,52,7,..,24,52
SSC50844,500,1332,34,43,0,0,34,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,542,1385,75,..,619,1385
SSC50845,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,..,8,13
SSC50846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,..,0,5
SSC50847,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,0,..,4,15
SSC50848,972,2600,190,366,59,132,250,495,35,68,0,0,0,0,0,0,35,68,0,0,0,0,0,0,0,0,0,0,3,5,1255,3171,137,..,1396,3171
SSC50849,415,1058,50,66,0,0,50,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41,484,1165,54,..,543,1165
SSC50850,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,3,..,8,17
SSC50851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50852,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,16,..,24,20
SSC50853,46,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,106,11,..,57,106
SSC50854,603,1871,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,0,0,11,18,6,14,619,1909,58,..,673,1909
SSC50855,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,11,..,14,20
SSC50856,641,1665,0,0,0,7,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,643,1672,107,..,753,1672
SSC50857,55,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,118,14,..,72,118
SSC50858,37,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,95,11,..,46,95
SSC50859,26,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,73,12,..,36,73
SSC50860,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,..,4,16
SSC50861,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,0,0,7,11,0,0,5,19,26,..,30,19
SSC50862,1100,2937,108,244,14,16,119,258,18,33,0,0,0,0,0,0,18,33,0,0,0,0,0,3,0,0,0,3,7,21,1247,3253,134,..,1381,3253
SSC50863,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,4,6,20,0,0,14,38,0,0,23,40,0,..,18,40
SSC50864,3180,9257,457,895,24,52,480,949,96,221,30,42,0,0,0,0,122,268,0,0,0,0,0,0,52,145,51,143,17,38,3856,10649,387,..,4246,10649
SSC50865,1621,4891,299,565,79,198,374,762,0,0,0,0,0,0,0,0,0,0,18,24,3,14,0,0,0,0,27,34,0,9,2025,5699,159,..,2179,5699
SSC50866,892,2490,3,7,3,17,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,900,2522,219,..,1118,2522
SSC50867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,0,0,4,10,0,0,4,10,0,..,4,10
SSC50868,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,..,3,5
SSC50869,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,4,..,12,22
SSC50870,276,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,762,25,..,309,762
SSC50871,227,566,100,169,3,3,100,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,739,60,..,388,739
SSC50872,1525,4194,26,52,0,0,26,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554,4252,132,..,1688,4252
SSC50873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,3,0
SSC50874,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,5,..,22,33
SSC50875,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,..,0,7
SSC50876,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,0,..,15,29
SSC50877,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,6,..,12,32
SSC50878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50879,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,3,..,9,29
SSC50880,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,44,3,..,18,44
SSC50881,1713,3638,1014,1643,359,684,1376,2328,141,236,97,183,189,361,0,0,428,776,82,115,0,0,0,0,0,3,89,119,16,21,3614,6885,1513,..,5131,6885
SSC50882,1444,3636,94,142,0,0,93,146,101,143,0,0,0,0,0,0,101,143,0,0,0,0,0,0,0,3,3,7,0,3,1643,3925,249,..,1896,3925
SSC50883,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,4,..,22,30
SSC50884,1241,3351,160,347,30,94,188,437,18,20,0,0,0,0,0,0,18,20,0,0,0,0,0,0,0,0,0,0,5,21,1453,3830,155,..,1613,3830
SSC50885,54,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,55,131,11,..,70,131
SSC50886,3090,9292,304,607,17,44,324,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3416,9949,217,..,3636,9949
SSC50887,24,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,56,5,..,34,56
SSC50888,98,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,6,8,0,0,103,314,15,..,120,314
SSC50889,118,409,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,8,5,11,0,0,0,0,8,17,13,30,0,3,135,452,54,..,191,452
SSC50890,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,40,8,..,32,40
SSC50891,152,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,154,451,18,..,179,451
SSC50892,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,0,0,8,9,7,..,10,9
SSC50893,2463,6345,111,212,28,45,145,255,12,20,0,0,0,0,0,0,12,20,11,27,17,32,0,3,8,13,37,78,16,31,2661,6723,669,..,3337,6723
SSC50894,247,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,253,759,25,..,280,759
SSC50895,682,1930,46,81,52,124,98,197,18,26,0,0,0,0,0,0,18,26,0,0,0,0,0,0,0,0,0,0,4,8,799,2160,78,..,873,2160
SSC50896,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,..,0,11
SSC50897,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,3,..,8,13
SSC50898,18,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,44,20,..,35,44
SSC50899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,3,0
SSC50900,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,..,3,4
SSC50901,454,1301,69,77,0,0,69,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,540,1405,48,..,589,1405
SSC50902,34,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,64,26,..,63,64
SSC50903,43,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,63,0,0,0,0,0,0,29,63,0,4,75,169,46,..,115,169
SSC50904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50905,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,7,..,15,18
SSC50906,68,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,153,20,..,90,153
SSC50907,1742,4325,614,1175,1334,2627,1948,3798,965,1627,454,727,514,881,3,3,1928,3236,0,0,0,0,0,0,3,6,0,4,18,37,5645,11406,1261,..,6909,11406
SSC50908,26,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,27,60,3,..,30,60
SSC50909,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,11,23,4,..,13,23
SSC50910,1147,3197,20,33,0,7,22,39,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,1172,3235,130,..,1304,3235
SSC50911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,4,0
SSC50912,2354,6703,131,266,43,104,175,372,269,392,0,0,0,0,0,0,269,392,0,0,0,0,0,0,0,0,0,0,11,17,2803,7489,354,..,3157,7489
SSC50913,84,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,221,20,..,110,221
SSC50914,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,6,0,0,6,15,0,..,6,15
SSC50915,874,2013,16,28,0,0,16,28,52,86,0,0,0,0,0,0,52,86,0,0,0,0,0,0,0,4,0,4,0,3,947,2139,146,..,1093,2139
SSC50916,143,389,0,0,0,0,0,0,18,32,0,0,0,3,0,0,21,32,0,34,0,0,0,0,0,3,4,36,3,8,172,465,102,..,275,465
SSC50917,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,..,10,8
SSC50918,63,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,170,21,..,79,170
SSC50919,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,0,..,12,32
SSC50920,54,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,13,0,0,60,149,28,..,91,149
SSC50921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50922,1647,4458,320,565,127,295,444,867,6,5,6,15,0,0,0,0,15,21,0,0,0,0,0,0,0,0,0,0,11,35,2112,5382,196,..,2310,5382
SSC50923,557,1634,271,365,0,11,273,380,50,72,44,49,75,109,0,0,170,230,0,0,0,0,0,0,0,3,0,3,0,0,1003,2245,95,..,1096,2245
SSC50924,28,54,4,8,0,0,4,8,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,3,8,12,8,11,41,87,0,..,43,87
SSC50925,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,3,..,15,22
SSC50926,21,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,64,11,..,34,64
SSC50927,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,43,7,..,22,43
SSC50928,979,2440,43,69,0,0,43,69,10,13,0,0,0,0,0,0,10,13,3,6,0,0,0,0,0,0,3,6,9,13,1043,2542,232,..,1276,2542
SSC50929,1444,4129,465,735,31,59,493,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1940,4923,256,..,2203,4923
SSC50930,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35,0,..,17,35
SSC50931,60,186,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,3,9,0,0,70,198,24,..,90,198
SSC50932,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,9,25,9,..,19,25
SSC50933,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,3,..,6,13
SSC50934,860,2299,81,144,0,0,81,144,0,0,0,0,0,0,0,0,0,0,53,74,12,12,0,7,0,0,64,94,5,7,1005,2547,111,..,1111,2547
SSC50935,91,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,187,21,..,110,187
SSC50936,244,565,35,45,14,21,43,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,289,635,144,..,434,635
SSC50937,835,1988,1065,2073,267,543,1329,2609,58,104,143,260,24,35,0,0,226,392,0,0,0,0,0,0,5,16,5,16,14,29,2413,5040,484,..,2901,5040
SSC50938,416,1095,129,243,24,41,157,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,572,1388,105,..,678,1388
SSC50939,45,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,5,0,0,49,119,18,..,64,119
SSC50940,481,1395,136,265,7,16,150,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,634,1678,248,..,881,1678
SSC50941,724,2155,20,47,0,0,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,744,2216,84,..,830,2216
SSC50942,87,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,258,11,..,99,258
SSC50943,168,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,490,11,..,181,490
SSC50944,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0,..,8,19
SSC50945,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,5,14,3,..,8,14
SSC50946,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,..,3,10
SSC50947,264,706,4,9,0,0,4,9,0,0,0,0,0,0,0,0,0,0,3,3,43,64,0,4,0,0,41,70,0,0,316,781,21,..,333,781
SSC50948,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,..,5,8
SSC50949,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,53,12,..,33,53
SSC50950,2126,6585,186,346,52,119,238,463,3,4,21,47,8,16,0,0,31,67,0,3,0,0,0,0,0,0,0,3,0,3,2401,7118,258,..,2660,7118
SSC50951,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,4,..,12,23
SSC50952,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,9,..,21,40
SSC50953,105,239,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,3,3,4,0,5,120,257,33,..,149,257
SSC50954,20,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,55,3,..,27,55
SSC50955,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,..,4,5
SSC50956,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,0,..,17,35
SSC50957,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36,9,..,24,36
SSC50958,19,46,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,14,29,0,0,3,4,4,12,27,46,0,0,50,103,8,..,65,103
SSC50959,610,1373,104,171,0,3,104,176,3,8,0,0,0,0,0,0,3,8,0,4,0,0,0,0,0,0,0,4,3,14,718,1567,193,..,912,1567
SSC50960,2059,7111,286,528,68,148,348,676,20,31,0,0,0,0,0,0,20,31,0,0,0,0,0,0,0,0,0,0,0,3,2433,7824,157,..,2592,7824
SSC50961,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,6,28,4,..,6,28
SSC50962,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,37,7,..,22,37
SSC50963,30,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,83,5,..,34,83
SSC50964,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,51,4,..,27,51
SSC50965,80,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,189,18,..,94,189
