SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC50470,45,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,114,16,..,58,114
SSC50471,2748,7166,213,374,3,4,213,380,0,3,0,0,0,0,0,0,0,3,4,7,30,40,0,0,0,0,37,47,6,10,3008,7605,315,..,3325,7605
SSC50472,1100,2828,185,383,4,15,188,401,4,5,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,6,1290,3238,141,..,1432,3238
SSC50473,1563,4155,59,93,3,13,61,108,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1623,4264,137,..,1762,4264
SSC50474,18,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,45,4,..,22,45
SSC50475,415,1140,152,359,0,0,152,359,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,566,1507,112,..,676,1507
SSC50476,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,54,0,0,0,0,0,0,25,54,0,0,39,71,3,..,41,71
SSC50477,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,3,..,10,20
SSC50478,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,19,0,..,4,19
SSC50479,43,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,113,6,..,55,113
SSC50480,126,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,128,338,19,..,151,338
SSC50481,6138,19014,883,1713,60,121,939,1836,17,42,91,172,0,0,0,0,108,214,0,0,0,0,0,0,0,0,0,0,3,0,7186,21069,565,..,7749,21069
SSC50482,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,..,9,14
SSC50483,996,2547,122,253,7,30,128,277,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,10,3,10,9,19,1140,2854,169,..,1304,2854
SSC50484,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,4,10,0,0,6,10,0,..,6,10
SSC50485,77,159,9,12,0,0,9,12,0,6,0,0,0,0,0,0,0,6,11,19,0,0,0,0,0,0,11,19,0,0,100,197,77,..,178,197
SSC50486,59,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,57,127,50,..,112,127
SSC50487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50488,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,3,..,6,16
SSC50489,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,..,3,18
SSC50490,1261,2973,389,637,74,147,469,780,251,348,38,63,0,0,0,0,284,415,0,0,0,0,0,0,0,0,0,0,5,11,2018,4174,388,..,2406,4174
SSC50491,569,1221,277,372,21,45,296,422,18,20,0,0,0,0,0,0,18,20,0,0,0,0,0,0,4,11,4,11,8,11,890,1684,235,..,1124,1684
SSC50492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50493,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,18,27,8,..,32,27
SSC50494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50495,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,0,..,10,31
SSC50496,792,2119,41,75,0,3,44,77,0,0,0,0,0,0,0,0,0,0,28,51,3,3,5,13,0,0,35,66,6,5,873,2269,264,..,1137,2269
SSC50497,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,3,15,0,5,10,26,32,..,41,26
SSC50498,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,14,39,0,..,15,39
SSC50499,1866,4372,114,216,27,45,133,264,0,0,0,0,0,0,0,0,0,0,18,33,0,0,0,0,0,6,22,42,5,11,2034,4683,1084,..,3115,4683
SSC50500,77,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,203,7,..,93,203
SSC50501,1401,3472,265,490,3,13,268,496,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,1669,3981,157,..,1828,3981
SSC50502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50506,211,739,11,32,5,22,13,50,73,160,0,0,0,0,0,0,73,160,13,26,0,0,12,40,5,10,33,75,3,5,332,1023,66,..,396,1023
SSC50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50508,2409,7273,33,67,52,120,81,186,0,0,43,78,0,3,0,0,48,83,0,0,0,0,0,0,0,0,0,0,0,0,2532,7550,210,..,2748,7550
SSC50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50510,93,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,100,217,49,..,145,217
SSC50511,18,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,58,11,..,30,58
SSC50512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50513,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,42,8,..,19,42
SSC50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50515,356,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,21,3,23,0,0,366,1007,39,..,403,1007
SSC50516,4137,10963,463,766,9,18,477,788,0,0,0,0,0,0,0,0,0,0,56,72,0,0,0,0,0,0,59,79,8,25,4674,11846,444,..,5122,11846
SSC50517,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,0,..,14,30
SSC50518,117,276,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,120,282,52,..,167,282
SSC50519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,3,8,0,0,3,8,0,..,3,8
SSC50520,1415,3394,599,1150,633,1184,1234,2334,164,243,243,371,290,426,0,0,700,1036,0,0,0,0,0,0,10,13,10,13,24,46,3380,6820,697,..,4079,6820
SSC50521,253,595,146,209,0,0,146,209,0,0,0,0,0,0,0,0,0,0,8,11,59,90,0,0,0,0,69,99,3,5,469,912,73,..,539,912
SSC50522,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,..,3,5
SSC50523,245,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,5,0,0,253,619,99,..,348,619
SSC50524,23,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,56,6,..,31,56
SSC50525,42,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,96,26,..,65,96
SSC50526,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,0,0,0,0,0,0,18,41,0,0,20,51,0,..,21,51
SSC50527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50528,25,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,56,3,..,29,56
SSC50529,35,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,141,11,..,43,141
SSC50530,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,..,10,12
SSC50531,701,2044,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,6,0,0,703,2058,55,..,757,2058
SSC50532,1124,2822,88,150,21,46,112,199,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,5,4,4,1251,3042,448,..,1697,3042
SSC50533,30,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,72,3,..,32,72
SSC50534,785,1825,264,413,76,134,342,541,61,93,0,3,0,0,0,0,58,97,0,4,0,0,0,0,4,9,0,10,12,29,1201,2501,303,..,1499,2501
SSC50535,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,..,5,10
SSC50536,23,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,8,0,0,21,85,7,..,32,85
SSC50537,108,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,113,320,23,..,136,320
SSC50538,46,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,267,5,..,56,267
SSC50539,20,54,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,55,10,..,36,55
SSC50540,867,2424,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,0,0,0,8,30,0,5,11,31,5,10,883,2477,87,..,979,2477
SSC50541,28,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,80,7,..,35,80
SSC50542,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,..,6,12
SSC50543,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42,0,..,21,42
SSC50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50546,289,744,6,15,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,298,764,48,..,346,764
SSC50547,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,8,..,15,23
SSC50548,2309,6787,575,1213,153,342,728,1552,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,7,3036,8355,297,..,3335,8355
SSC50549,322,843,3,8,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,4,6,13,0,0,327,868,37,..,370,868
SSC50550,950,2581,13,24,0,0,13,24,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,8,0,0,965,2610,80,..,1043,2610
SSC50551,941,2620,47,100,0,0,47,100,7,20,0,0,0,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,3,7,1003,2752,97,..,1105,2752
SSC50552,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,19,40,0,..,19,40
SSC50553,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,0,..,9,28
SSC50554,82,174,74,127,274,565,352,697,398,873,82,183,121,244,0,0,601,1298,0,0,0,0,0,0,0,0,0,0,0,4,1038,2164,147,..,1187,2164
SSC50555,307,853,3,11,0,0,3,11,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,322,879,48,..,368,879
SSC50556,37,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,103,3,..,44,103
SSC50557,28,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,81,10,..,37,81
SSC50558,10,36,7,9,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38,6,..,23,38
SSC50559,381,1054,5,7,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,388,1071,14,..,405,1071
SSC50560,148,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,403,79,..,229,403
SSC50561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,5,7,0,0,5,7,0,..,5,7
SSC50562,196,492,8,11,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,209,517,51,..,257,517
SSC50563,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,12,..,22,21
SSC50564,1126,3187,102,243,0,0,102,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,1231,3431,280,..,1513,3431
SSC50565,92,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,197,55,..,149,197
SSC50566,14,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,44,6,..,29,44
SSC50567,206,425,7,4,0,0,7,4,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,8,7,7,19,228,453,34,..,267,453
SSC50568,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,0,..,6,19
SSC50569,1164,3024,29,35,0,0,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,15,1200,3080,93,..,1295,3080
SSC50570,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,4,..,19,29
SSC50571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50572,5961,15965,1090,2148,32,67,1121,2221,131,296,0,0,0,0,0,0,131,296,3,3,0,0,0,0,3,6,7,12,17,47,7229,18536,805,..,8029,18536
SSC50573,75,179,3,5,0,3,0,6,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,3,9,13,0,0,84,198,138,..,225,198
SSC50574,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,9,16,3,..,12,16
SSC50575,32,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,103,11,..,48,103
SSC50576,62,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,154,12,..,73,154
SSC50577,119,239,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,125,249,205,..,335,249
SSC50578,23,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,67,22,..,48,67
SSC50579,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,3,..,22,41
SSC50580,155,343,6,9,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,164,354,32,..,190,354
SSC50581,3101,7858,669,1066,55,95,720,1160,22,38,0,0,0,0,0,0,22,38,0,0,0,0,0,0,0,0,0,3,3,5,3849,9063,541,..,4383,9063
SSC50582,21,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,53,0,..,23,53
SSC50583,883,2332,55,98,0,0,60,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,946,2434,82,..,1026,2434
SSC50584,106,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,108,258,12,..,117,258
SSC50585,3294,8614,241,505,9,15,251,518,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,3,0,0,3548,9135,259,..,3809,9135
SSC50586,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,3,..,10,11
SSC50587,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,0,0,0,0,0,0,16,22,0,0,32,62,32,..,70,62
SSC50588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,4,3,109,..,113,3
SSC50589,43,177,5,10,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,194,3,..,52,194
SSC50590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50591,64,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,4,0,0,69,141,319,..,390,141
SSC50592,521,1328,75,117,12,15,83,138,3,13,0,0,0,0,0,0,3,13,0,0,0,0,0,0,6,20,6,20,3,3,616,1508,83,..,701,1508
SSC50593,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,..,4,3
SSC50594,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,4,..,17,34
SSC50595,19,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,53,8,..,20,53
SSC50596,30,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,34,71,6,..,38,71
SSC50597,1170,3437,253,504,68,202,322,704,0,0,0,0,0,0,0,0,0,0,31,40,0,0,0,0,0,0,27,47,5,7,1529,4189,99,..,1624,4189
SSC50598,19,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,49,3,..,18,49
SSC50599,16,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,47,0,..,20,47
SSC50600,225,840,82,197,10,17,98,214,13,28,0,0,0,0,0,0,13,28,3,6,0,0,6,23,13,31,26,60,5,23,367,1165,98,..,463,1165
SSC50601,4321,11663,323,505,110,208,431,710,13,17,4,3,30,46,0,0,41,72,0,0,0,0,6,11,0,5,11,15,12,21,4817,12491,1398,..,6215,12491
SSC50602,84,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,8,0,0,7,16,0,0,91,241,9,..,100,241
SSC50603,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42,17,..,36,42
SSC50604,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,3,4,9,4,13,16,26,0,..,16,26
SSC50605,1699,4398,168,348,4,8,171,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1876,4761,175,..,2049,4761
SSC50606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50607,2920,7114,798,1491,169,332,965,1821,93,163,112,161,25,39,0,0,232,359,0,0,0,0,0,3,0,0,0,3,20,40,4136,9340,590,..,4718,9340
SSC50608,1222,3740,256,686,99,228,360,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1588,4660,130,..,1719,4660
SSC50609,698,2126,74,186,20,37,90,224,6,8,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,3,0,3,0,0,795,2360,115,..,917,2360
SSC50610,30,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,91,0,..,38,91
SSC50611,2322,7185,590,1581,24,67,616,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,2946,8845,265,..,3211,8845
SSC50612,16,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,54,6,..,27,54
SSC50613,1065,2743,94,180,10,24,103,200,15,27,0,0,0,0,0,0,15,27,0,3,0,0,0,0,0,0,0,3,15,23,1202,3002,133,..,1335,3002
SSC50614,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,35,3,..,19,35
SSC50615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50616,125,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,283,29,..,151,283
SSC50617,238,698,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,698,36,..,279,698
SSC50618,306,712,9,14,0,0,9,14,0,0,0,0,0,0,0,0,0,0,28,38,16,37,0,0,0,0,49,80,0,0,357,799,27,..,383,799
SSC50619,30,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,54,7,..,42,54
SSC50620,2315,5957,169,308,8,9,179,319,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,4,0,3,3,2497,6284,244,..,2742,6284
SSC50621,1215,3346,86,136,3,8,85,148,6,4,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1311,3499,120,..,1429,3499
SSC50622,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,6,7,0,0,6,6,0,..,6,6
SSC50623,751,2262,14,27,4,3,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,10,772,2311,41,..,818,2311
SSC50624,51,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,51,139,13,..,69,139
SSC50625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50626,515,1390,5,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,16,525,1412,61,..,588,1412
SSC50627,145,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,148,376,41,..,185,376
SSC50628,34,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,82,5,..,36,82
SSC50629,33,92,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,38,93,10,..,50,93
SSC50630,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,..,0,5
SSC50631,4204,10992,122,240,5,6,127,243,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,4,7,12,4338,11262,329,..,4668,11262
SSC50632,102,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,235,17,..,118,235
SSC50633,218,553,67,117,196,409,260,524,98,154,209,338,241,398,0,0,551,885,0,0,0,0,0,0,4,3,4,3,8,7,1040,1975,149,..,1186,1975
SSC50634,508,1490,3,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,515,1501,131,..,644,1501
