SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC50077,0,7,0,0,4,5,7,3,0,29,0,0,3,0,5,3,3,0,0,21,0,0,3,0,5,6,0,0,0,15,0,0,3,0,0,3,0,0,0,6,0,0,0,4,11,7,4,0,0,23,0,0,0,0,4,7,4,0,0,15,0,0,0,0,5,3,3,3,0,16,23,19,21,17,57,54,34,11,3,244
SSC50078,0,52,190,160,156,110,41,8,7,721,0,31,138,151,135,86,32,5,0,579,0,16,160,144,153,74,14,4,0,566,0,5,112,129,103,72,8,0,0,425,0,6,124,217,175,106,22,3,0,644,0,0,28,92,88,46,12,0,0,264,41,37,101,87,94,86,76,80,82,696,560,559,1513,1554,1483,1199,871,494,238,8466
SSC50079,0,25,36,32,48,37,32,0,0,214,0,12,41,29,40,37,7,5,3,172,0,12,48,36,37,40,10,0,0,182,0,3,32,38,41,32,7,0,0,153,0,0,37,70,73,73,8,3,0,278,0,0,11,59,66,32,10,0,0,165,15,17,14,18,19,27,22,11,17,165,279,287,415,470,517,461,372,179,97,3075
SSC50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50081,3,24,58,39,40,21,0,0,0,188,0,25,50,59,30,4,0,0,0,173,0,12,63,55,37,9,3,0,0,186,0,15,71,53,44,10,3,0,0,193,3,9,161,181,95,58,3,0,0,512,0,6,88,136,58,21,6,0,0,318,43,49,150,113,110,42,10,0,0,519,227,241,913,830,520,219,49,6,0,3004
SSC50082,3,16,45,52,36,31,10,9,3,202,0,7,25,30,25,27,7,0,0,123,0,0,22,26,31,21,4,0,0,108,0,0,9,22,27,13,3,0,0,75,0,0,10,27,21,23,0,0,0,80,0,0,9,17,11,4,3,0,0,42,25,13,21,18,33,21,18,21,9,181,208,130,313,378,372,374,306,178,44,2310
SSC50083,5,76,275,209,181,183,35,12,9,982,0,35,280,170,171,123,28,3,0,810,0,9,215,236,177,129,22,0,0,799,0,7,146,162,144,83,15,0,0,554,0,8,237,371,306,135,16,0,0,1079,0,3,98,196,141,59,5,3,0,508,27,48,139,135,125,105,121,152,210,1071,680,782,2368,2317,2009,1642,1065,665,444,11967
SSC50084,0,10,22,22,15,21,6,0,3,101,0,3,24,12,9,5,3,0,0,64,0,3,23,18,10,13,3,0,0,55,0,0,9,12,7,13,0,0,0,39,0,3,10,10,23,5,0,0,0,51,0,0,3,6,3,3,0,0,0,20,18,8,16,25,15,27,12,11,4,140,84,76,199,188,190,193,121,100,41,1194
SSC50085,0,0,3,3,7,3,3,0,0,16,0,0,0,3,4,0,0,0,0,10,0,0,0,4,3,0,0,0,0,9,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,3,3,0,0,12,0,4,20,29,30,19,19,3,3,116
SSC50086,0,16,79,55,58,54,22,13,6,299,0,3,58,53,44,31,14,7,0,208,0,4,54,56,52,39,9,8,0,222,0,0,39,44,61,34,12,5,0,207,0,3,59,104,89,42,18,0,4,319,0,0,21,53,79,32,16,8,0,208,21,19,49,53,57,42,39,36,19,331,263,240,674,691,729,617,452,337,116,4112
SSC50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50088,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,0,12,10,8,10,4,0,0,52
SSC50089,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,3,0,0,0,11,0,0,9,9,4,9,4,0,0,38
SSC50090,0,39,207,119,112,96,28,3,0,598,0,25,130,95,68,41,7,0,0,361,0,4,84,100,44,25,7,0,0,276,0,5,54,56,31,29,3,3,0,185,0,3,72,69,43,27,9,0,0,223,0,4,13,17,19,11,3,0,0,67,35,57,106,75,52,37,52,35,11,457,428,574,1589,1100,802,696,574,270,86,6118
SSC50091,0,21,112,94,86,61,15,8,0,396,3,20,78,73,57,40,17,0,0,290,0,3,72,74,51,37,4,0,0,241,0,7,47,70,62,41,7,0,0,229,0,3,81,127,104,50,9,0,0,370,0,0,29,72,43,20,0,0,3,174,27,32,54,56,69,53,31,34,16,368,304,344,813,873,755,599,392,252,95,4421
SSC50092,3,14,18,44,47,48,10,3,0,190,0,3,17,35,30,25,7,0,0,121,0,8,21,42,51,21,0,5,0,148,0,4,15,20,41,17,5,0,0,97,0,3,14,52,77,38,12,0,0,195,0,0,15,43,43,18,10,3,0,134,17,6,25,31,29,32,15,11,3,178,229,152,254,425,467,390,228,85,16,2239
SSC50093,3,31,166,156,162,149,32,0,5,696,0,14,109,100,105,73,12,5,0,422,0,5,62,71,72,64,10,0,0,286,0,4,43,46,51,41,5,0,0,192,0,3,51,77,63,25,4,0,0,233,0,0,13,20,14,9,0,0,0,58,63,50,94,81,100,83,56,36,11,577,618,594,1294,1204,1280,1244,686,268,96,7298
SSC50094,0,0,0,0,0,4,0,0,0,4,0,0,3,0,4,0,0,0,0,5,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,4,0,0,0,3,0,0,3,0,3,5,0,0,0,10,3,0,0,0,6,0,0,0,0,5,0,0,0,0,3,0,3,3,0,6,13,3,17,15,32,20,14,8,3,114
SSC50095,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,12,0,3,8,3,4,10,9,0,0,38
SSC50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,3,0,0,0,3,3,5,3,0,27
SSC50097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,3,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,3,0,0,3,5,0,0,0,0,10,11,3,12,11,21,29,14,4,0,108
SSC50098,0,49,166,126,125,65,14,0,0,561,3,34,150,124,87,52,7,0,0,463,0,9,131,112,72,43,5,0,0,368,0,7,91,92,76,21,0,0,0,290,0,4,128,171,113,42,4,0,0,459,0,5,35,71,68,33,4,3,0,214,38,45,90,88,78,40,19,12,8,413,447,479,1317,1302,1051,630,317,127,26,5694
SSC50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,7,3,0,0,19
SSC50100,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,5,7,24,13,10,16,8,5,4,89
SSC50101,0,0,0,0,3,0,0,0,0,14,0,0,3,5,0,3,3,0,0,7,0,0,0,0,3,3,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,3,0,0,0,6,8,3,15,16,42,30,13,0,0,131
SSC50102,0,24,95,58,70,56,12,0,0,319,0,16,93,61,41,44,5,0,0,268,0,4,61,49,44,38,0,0,0,197,0,5,47,45,25,26,3,0,0,155,0,6,53,56,58,21,4,0,0,194,0,0,9,14,12,11,0,0,0,43,24,7,37,46,33,22,14,9,3,199,242,234,712,590,491,493,238,100,40,3137
SSC50103,0,0,0,0,10,3,4,0,0,16,0,0,0,0,4,3,0,0,0,16,0,0,0,0,0,6,0,0,0,12,0,0,0,0,3,4,3,0,0,11,0,0,0,0,4,5,0,0,0,12,0,0,0,7,3,3,0,0,0,14,0,0,0,10,3,7,3,3,0,24,19,16,11,27,42,53,31,19,3,223
SSC50104,0,4,24,27,26,31,7,0,0,128,0,3,26,21,17,20,3,0,0,88,0,6,12,15,11,6,0,0,0,50,0,0,6,8,8,8,0,0,0,33,0,0,9,13,10,10,0,0,0,53,0,0,3,8,5,0,0,0,0,17,10,12,15,17,12,23,8,9,4,116,77,111,216,202,226,231,129,52,23,1267
SSC50105,0,64,192,97,80,58,24,3,0,515,0,27,120,77,54,48,12,0,0,348,0,7,113,80,53,31,12,0,3,304,0,4,65,48,45,31,3,4,0,207,0,10,127,96,77,23,8,3,0,340,0,0,34,45,45,11,4,0,4,147,37,83,172,100,93,63,66,50,39,703,285,625,1529,1005,751,675,474,290,161,5780
SSC50106,0,0,8,0,6,0,3,0,0,13,0,0,3,4,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,9,0,0,0,4,4,0,0,0,0,8,0,0,4,3,0,3,0,0,0,8,0,0,0,4,0,0,0,0,0,4,3,0,8,9,0,0,3,0,0,22,6,6,30,40,34,29,17,12,8,192
SSC50107,0,0,0,4,3,3,0,0,0,16,0,0,0,0,6,0,0,0,0,4,0,0,0,0,9,0,0,0,0,11,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,3,0,0,4,6,3,3,0,0,30,23,8,28,31,38,23,14,9,0,170
SSC50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,4,0,20
SSC50109,0,0,4,0,9,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,4,0,0,22,5,3,13,20,23,18,21,11,0,114
SSC50110,3,32,107,86,93,52,4,0,0,379,0,9,62,74,55,33,8,0,0,243,0,6,55,55,49,28,4,0,0,193,0,3,27,39,45,16,0,0,0,132,0,0,44,81,39,10,0,3,0,176,0,3,9,23,23,7,0,0,0,62,33,28,71,66,50,31,17,7,3,298,426,384,832,902,729,436,205,53,14,3976
SSC50111,0,48,218,84,46,32,10,10,14,458,0,17,128,52,33,16,7,3,6,264,0,0,81,51,29,27,3,0,5,196,0,8,40,41,18,5,4,0,0,124,0,3,53,42,35,28,5,0,3,169,0,0,13,20,8,6,0,0,0,57,47,137,196,107,81,68,103,192,400,1327,625,1666,1961,858,578,502,549,619,698,8060
SSC50112,0,5,21,21,26,24,6,3,0,107,0,4,16,9,16,9,7,0,0,54,0,4,12,18,20,18,3,0,0,74,0,0,8,5,12,15,4,0,0,52,0,0,13,21,21,18,0,0,0,71,0,0,3,12,24,13,3,0,0,58,13,13,16,23,20,20,21,7,4,138,106,86,172,190,217,224,132,91,26,1237
SSC50113,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,0,0,0,25
SSC50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50115,0,28,191,164,88,36,8,0,0,506,0,11,120,117,52,20,4,0,0,328,0,6,110,95,46,26,0,0,0,285,0,3,62,75,42,7,0,0,0,197,0,3,78,110,53,10,3,0,0,250,0,3,25,27,14,5,0,0,0,72,37,26,74,78,33,17,15,5,0,275,351,371,1338,1202,564,315,153,43,7,4343
SSC50116,0,3,15,14,9,31,8,0,0,82,0,0,0,4,4,9,3,0,3,31,0,0,3,0,5,3,0,0,0,21,0,0,0,11,5,3,0,0,3,25,0,0,3,3,6,7,0,0,0,25,0,0,0,0,3,0,3,0,0,9,6,11,15,18,24,29,29,22,10,152,41,40,92,99,153,225,195,112,36,988
SSC50117,3,38,88,85,94,91,29,7,3,435,0,18,79,75,95,69,15,0,0,358,0,6,53,69,77,76,9,3,0,298,0,7,39,48,57,56,9,0,0,213,0,4,59,87,104,87,11,0,0,347,0,0,5,39,54,35,9,0,0,145,26,20,32,45,42,43,28,50,29,310,401,361,652,774,878,834,498,347,148,4890
SSC50118,0,3,6,3,10,6,5,0,3,41,0,0,3,3,16,4,3,0,0,27,0,0,3,5,15,3,4,0,0,35,0,0,0,3,4,4,3,0,0,23,0,0,5,10,25,10,6,0,0,57,0,0,0,0,16,17,0,0,0,32,0,3,0,3,11,5,10,0,0,35,66,30,32,60,133,105,91,33,13,567
SSC50119,3,32,85,58,78,77,35,20,13,404,0,16,76,60,62,48,35,13,3,320,0,8,75,56,79,65,27,9,0,320,0,9,42,81,56,49,22,11,7,271,0,3,78,106,170,97,39,5,0,490,0,0,17,119,171,102,26,7,0,443,28,15,50,42,58,43,47,65,97,445,422,340,683,829,990,827,646,432,299,5484
SSC50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SSC50121,0,0,0,0,3,6,3,0,0,11,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,7,5,0,22,3,8,8,14,28,49,43,19,0,179
SSC50122,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,18
SSC50123,0,15,54,24,8,6,3,0,0,119,0,4,61,25,13,9,4,0,0,117,0,0,29,23,11,11,3,0,0,79,0,5,23,16,17,3,0,0,0,63,0,0,35,26,19,13,0,0,0,93,0,0,10,6,3,3,0,0,0,24,13,14,44,28,19,11,0,0,0,123,54,88,359,231,146,90,28,10,4,1013
SSC50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50125,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,5,0,3,4,17,22,5,3,0,0,51
SSC50126,0,8,14,14,20,9,5,4,0,71,0,0,0,0,12,8,3,0,0,34,0,0,3,12,9,3,0,0,0,28,0,0,3,11,6,0,0,0,0,32,0,0,13,4,6,11,3,0,0,34,0,0,0,5,8,12,3,0,0,27,9,3,10,12,13,16,17,10,4,96,90,53,95,125,155,177,163,86,15,956
SSC50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50129,0,3,15,16,24,11,10,0,0,76,0,3,8,21,17,13,3,0,0,64,0,0,3,9,14,5,7,0,0,34,0,0,13,10,11,12,0,0,0,52,0,0,10,26,32,5,3,0,0,78,0,0,4,10,7,12,0,0,0,36,9,4,15,11,15,13,12,0,0,88,78,29,147,182,177,171,142,34,9,976
SSC50130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,3,0,0,0,18,0,9,11,7,13,11,3,0,0,58
SSC50131,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,9,0,3,11,15,5,15,0,0,61
SSC50132,0,11,12,16,23,24,8,3,0,89,0,3,7,5,19,13,0,4,0,60,0,0,8,3,20,20,3,5,0,64,0,0,6,12,10,8,3,0,0,48,0,0,8,13,29,10,0,0,0,57,0,3,0,8,7,11,4,0,0,32,17,4,13,16,22,15,34,52,51,217,81,53,106,131,198,196,152,148,87,1148
SSC50133,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,10,16,9,0,0,53
SSC50134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,13,7,4,0,0,37
SSC50135,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,22
SSC50136,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,3,8,17,9,5,0,3,50
SSC50137,0,9,6,8,10,12,0,0,0,43,0,6,9,10,12,4,3,0,0,46,0,0,13,14,18,6,0,0,0,53,0,0,10,12,16,13,0,0,0,56,0,7,24,31,36,20,0,0,0,112,0,0,9,21,12,4,0,0,0,43,4,8,10,14,19,16,8,11,5,95,45,61,146,189,181,155,77,47,14,906
SSC50138,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,17
SSC50139,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,7,13,0,4,0,31
SSC50140,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,8,16,7,0,21,38,26,24,5,0,139
SSC50141,0,0,3,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,0,3,0,0,0,21
SSC50142,0,0,0,0,8,5,0,0,0,12,0,0,3,0,3,4,0,0,0,13,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,10,0,0,0,3,4,0,0,0,0,3,0,0,3,4,0,4,0,0,0,13,9,3,9,21,33,39,24,10,0,155
SSC50143,0,3,0,0,4,0,0,0,0,7,0,0,0,3,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,10,0,0,4,8,6,0,0,0,0,16,0,0,4,3,3,0,0,0,0,9,5,3,6,3,7,3,0,0,0,32,10,10,28,26,34,18,3,0,0,134
SSC50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50145,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,0,3,15,17,24,17,5,3,99
SSC50146,0,0,5,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,8,3,4,3,0,0,30
SSC50147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7
SSC50148,0,17,59,52,64,47,33,17,13,301,0,13,47,50,66,50,21,3,3,245,0,8,43,63,66,30,19,7,9,237,0,3,37,46,53,27,17,9,5,188,0,3,41,83,123,85,25,6,4,370,0,0,18,95,119,55,16,8,3,326,15,20,38,53,35,25,31,29,32,273,391,334,510,718,790,616,495,388,294,4537
SSC50149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,12
SSC50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50151,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,4,0,0,17,0,5,4,9,15,34,34,9,0,103
SSC50152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,5,7,8,0,0,26
