SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC50726,0,0,7,3,7,16,3,0,0,38,0,0,3,3,3,3,0,0,0,17,0,0,0,4,3,4,0,0,0,19,0,0,3,4,3,3,0,0,0,12,0,0,3,6,6,3,0,0,0,19,0,0,0,0,10,3,3,0,0,14,0,0,3,3,3,3,4,3,0,19,25,24,37,44,62,57,48,23,0,320
SSC50727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5
SSC50728,0,0,3,4,9,0,0,0,0,10,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,0,0,4,0,0,0,9,0,0,0,3,0,3,0,0,0,6,0,0,4,3,3,0,8,3,0,26,10,13,12,27,30,22,20,10,4,150
SSC50729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50730,0,0,3,3,0,4,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,9,11,3,0,0,51
SSC50731,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,4,0,0,5,3,5,0,0,0,0,12,0,0,0,4,3,3,0,0,0,8,0,3,3,0,3,0,0,0,0,8,0,10,20,9,19,15,4,0,0,74
SSC50732,0,0,0,0,6,3,0,0,0,11,0,0,9,5,3,3,0,0,0,17,0,0,3,0,5,6,3,0,0,15,0,0,3,3,0,3,0,0,0,11,0,0,9,8,10,3,0,0,0,31,0,0,5,4,4,0,0,0,0,15,0,3,20,14,13,12,4,0,0,63,3,6,52,39,50,34,12,3,0,210
SSC50733,0,0,0,7,3,9,0,0,0,21,0,0,0,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,8,0,0,0,3,4,0,0,0,0,6,0,0,3,3,5,3,0,3,0,23,11,3,14,43,57,49,24,11,4,219
SSC50734,0,37,124,92,113,84,53,26,10,539,0,16,125,96,106,78,34,14,6,470,0,11,102,91,112,68,28,11,5,420,0,4,60,97,83,60,12,4,0,320,0,3,113,219,216,99,35,3,3,695,0,4,61,211,175,91,26,4,0,578,32,25,71,88,66,53,50,61,47,489,625,451,1018,1340,1300,950,818,561,223,7286
SSC50735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50736,3,16,27,47,45,39,20,5,3,209,3,16,37,25,22,27,4,0,0,141,0,11,24,20,37,23,3,0,0,120,0,3,20,10,15,16,3,0,0,68,0,0,16,25,27,19,0,5,0,94,0,0,4,7,7,8,3,0,3,27,38,21,72,58,85,77,59,44,34,494,221,218,457,428,495,487,344,217,95,2957
SSC50737,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,9,7,8,4,3,0,36
SSC50738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,14,5,0,11,7,15,14,10,3,0,75
SSC50739,0,4,9,16,3,4,0,0,0,40,0,0,6,8,4,0,0,0,0,16,0,0,9,6,0,0,0,0,0,12,0,3,10,5,4,0,0,0,0,17,0,3,3,0,3,4,0,0,0,15,0,0,0,3,0,0,0,0,0,8,4,0,4,4,3,3,0,0,0,19,22,37,86,61,28,27,8,3,3,285
SSC50740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,3,4,3,0,25
SSC50741,0,0,5,11,8,10,3,0,0,48,0,4,3,4,8,8,4,0,0,33,0,0,5,4,11,3,0,0,0,21,0,0,5,0,8,3,0,0,0,18,0,0,0,3,6,3,3,0,0,23,0,0,3,3,6,3,0,0,0,15,11,7,8,7,21,21,19,23,17,130,50,37,88,95,150,124,117,87,44,793
SSC50742,5,60,173,146,149,140,63,4,0,743,0,28,121,106,112,82,16,0,3,476,0,14,92,100,106,83,14,0,0,411,0,5,50,50,74,48,14,0,0,239,0,4,55,74,114,78,14,3,0,342,0,0,20,45,29,23,9,7,0,144,59,56,143,129,127,113,108,76,89,896,638,674,1469,1356,1396,1287,1018,496,222,8551
SSC50743,0,3,5,10,17,9,11,3,0,59,0,3,3,7,13,6,5,0,0,42,0,0,3,7,12,5,0,0,0,24,0,0,0,3,3,3,0,0,0,11,0,3,0,4,12,7,3,0,0,32,0,0,0,0,4,0,5,0,0,6,3,4,7,10,15,22,22,6,0,91,53,28,55,98,160,191,175,75,3,843
SSC50744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,7,3,0,0,18
SSC50745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3
SSC50746,0,17,54,40,45,40,21,5,0,220,0,9,56,33,57,34,10,0,0,202,0,7,47,44,41,43,6,0,0,190,0,3,33,50,48,28,9,0,0,172,0,6,59,118,127,67,10,0,0,379,0,3,41,127,128,49,7,4,0,347,31,19,62,49,48,23,27,12,9,278,338,268,543,701,702,492,296,112,79,3530
SSC50747,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,12,0,4,9,15,26,11,5,0,86
SSC50748,3,19,132,101,93,67,18,3,0,438,0,15,73,65,50,30,8,0,0,252,0,3,60,44,48,26,4,0,0,189,0,5,37,28,24,20,7,0,0,112,0,0,27,42,25,16,4,0,0,112,0,0,8,16,12,11,5,0,0,53,29,35,67,61,57,62,29,19,5,363,328,449,1049,814,722,582,406,163,38,4553
SSC50749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50750,0,38,173,108,103,79,14,3,5,532,0,20,111,79,53,39,12,3,0,311,0,5,95,82,68,52,8,4,0,315,0,4,60,53,32,25,3,0,0,186,0,0,62,100,62,43,3,0,0,275,0,0,17,46,21,18,0,3,0,100,36,53,102,88,54,55,48,45,14,505,333,479,1279,1053,772,675,501,353,128,5565
SSC50751,0,3,0,0,5,5,8,0,0,21,0,0,0,0,10,3,0,0,0,12,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,5,3,0,0,0,11,3,11,86,112,81,37,14,7,0,357,12,19,107,150,131,85,59,14,0,579
SSC50752,0,18,37,29,30,33,11,0,0,157,0,3,23,12,27,23,3,0,0,83,0,0,12,7,13,15,5,0,0,57,0,0,19,15,16,12,0,0,0,60,0,0,9,13,32,14,0,0,0,73,0,0,0,4,6,0,0,0,0,20,20,20,18,15,21,21,11,3,3,129,142,159,246,206,303,259,144,56,18,1531
SSC50753,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,9,0,3,0,0,0,0,11
SSC50754,0,0,3,3,0,0,0,0,0,14,0,0,6,0,0,0,0,0,0,5,0,0,3,0,3,3,0,0,0,12,0,0,4,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,3,8,11,9,5,0,0,0,45,17,17,47,32,25,27,12,0,0,170
SSC50755,0,0,0,0,5,0,0,0,0,6,0,0,4,9,4,7,0,0,0,14,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,3,8,0,3,3,0,0,3,0,0,14,37,12,18,30,43,49,35,7,0,233
SSC50756,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,8,0,0,23
SSC50757,0,3,6,3,3,3,3,0,0,21,0,0,0,0,3,4,7,0,0,12,0,0,3,3,3,0,0,0,0,10,0,0,0,0,7,6,0,0,0,9,0,0,3,4,3,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,3,7,0,4,9,3,0,0,33,20,9,31,30,56,64,54,19,3,279
SSC50758,0,55,154,127,174,215,82,10,11,832,0,30,119,153,169,185,36,11,3,706,0,13,137,159,168,145,33,3,3,666,0,4,79,138,137,142,25,4,4,535,0,3,139,260,247,218,26,3,3,905,0,0,41,128,110,83,12,0,0,379,47,28,74,68,78,97,66,99,132,684,776,649,1288,1659,1708,2060,1257,689,512,10603
SSC50759,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,12
SSC50760,0,46,78,115,157,87,19,0,3,508,0,18,69,107,133,59,11,0,0,393,0,3,60,95,139,64,3,0,0,364,0,3,43,77,103,39,3,0,0,272,0,0,45,127,155,58,4,0,0,392,0,0,19,42,65,14,3,0,0,150,27,17,43,55,43,26,24,29,28,297,637,459,732,1011,1283,682,337,179,68,5395
SSC50761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,11
SSC50762,0,0,7,3,3,0,0,0,0,9,0,0,0,5,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,5,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,4,3,6,3,8,3,0,0,0,30,18,7,28,30,37,27,19,5,7,178
SSC50763,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,7,3,9,0,0,0,31
SSC50764,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,3,0,12,0,0,24
SSC50765,0,8,18,12,17,16,9,0,0,89,0,3,14,5,11,14,6,3,0,62,0,0,9,10,10,11,3,0,0,41,0,0,3,3,15,3,0,3,0,33,0,0,10,8,6,9,3,0,0,38,0,0,3,13,11,11,0,0,0,34,4,4,17,11,22,20,25,23,19,149,51,52,148,113,208,184,138,100,50,1042
SSC50766,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,3,5,12,4,16,19,18,3,0,77
SSC50767,0,0,3,0,10,11,3,3,0,33,0,0,3,0,5,3,0,0,0,17,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,3,0,0,0,11,0,0,0,0,0,5,0,0,0,5,0,0,5,4,3,13,6,3,0,28,14,6,41,44,44,69,40,19,5,286
SSC50768,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,8,7,8,9,3,0,0,27
SSC50769,0,0,0,3,5,0,4,0,0,15,0,0,3,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,7,11,12,13,7,3,0,62
SSC50770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,3,0,0,0,6,0,0,0,0,7,0,0,0,0,8,3,0,8,8,8,10,5,0,0,45
SSC50771,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,0,4,7,3,11,3,0,0,38
SSC50772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,12
SSC50773,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,12,5,8,4,0,0,0,32,0,0,8,10,0,0,0,0,0,19,0,0,10,5,9,3,0,0,0,29,0,3,36,27,19,13,0,0,0,94
SSC50774,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,15,6,8,7,0,0,52
SSC50775,0,13,70,50,44,30,12,0,0,218,0,4,35,33,24,16,5,0,0,117,0,0,23,16,17,13,3,0,0,67,0,0,11,6,6,0,4,0,0,30,0,3,7,13,14,4,0,0,0,40,0,0,3,5,0,0,3,0,0,12,42,30,64,42,43,39,35,25,0,317,295,300,596,526,496,402,344,148,31,3133
SSC50776,0,10,14,12,11,16,0,0,0,61,0,3,10,11,7,5,3,0,0,43,0,3,11,6,9,0,0,0,0,28,0,0,3,4,7,0,0,0,0,21,0,0,10,8,3,7,0,0,0,27,0,0,0,3,0,0,0,0,0,9,6,9,11,6,19,15,19,5,0,99,37,95,157,121,136,103,85,53,9,798
SSC50777,0,0,0,3,0,11,3,0,0,21,0,0,0,4,3,0,0,0,0,9,0,0,0,4,0,5,0,3,0,9,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,3,3,3,4,3,3,0,27,10,4,19,34,32,61,31,18,7,215
SSC50778,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,4,0,5,8,9,9,7,0,40
SSC50779,0,0,0,0,3,3,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,4,0,0,4,18,3,3,7,11,30,35,24,11,4,135
SSC50780,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,3,17,4,0,0,3,19,8,7,3,3,42
SSC50781,0,0,0,0,9,7,0,0,0,21,0,0,3,0,0,3,0,0,0,4,0,0,0,3,5,10,0,0,0,13,0,0,0,0,6,3,0,0,0,7,0,0,0,0,6,4,0,0,0,10,0,0,0,9,3,0,0,0,0,13,0,0,0,4,5,4,0,3,3,17,9,7,14,29,41,49,21,6,3,178
SSC50782,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,3,5,8,7,20,19,12,5,3,76
SSC50783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,7,9,0,3,0,0,31
SSC50784,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,4,3,0,0,0,18,0,3,12,6,6,11,4,0,0,52
SSC50785,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,7,0,0,10,3,7,7,12,20,18,27,3,0,97
SSC50786,0,6,4,3,0,7,3,4,0,32,0,0,0,3,4,0,0,0,0,12,0,0,3,8,3,4,0,0,0,17,0,0,4,3,4,0,0,0,0,9,0,0,3,0,0,6,0,0,0,12,0,0,0,0,0,0,3,3,0,3,4,3,3,4,3,3,5,4,4,34,12,19,32,46,44,47,43,33,13,292
SSC50787,0,0,0,0,8,3,4,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,3,5,12,10,20,12,7,3,0,66
SSC50788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,13
SSC50789,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,9,0,0,3,7,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,3,0,0,0,11,0,4,19,14,8,8,0,0,0,54
SSC50790,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,10,3,0,0,31
SSC50791,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,5,3,0,4,6,19,14,0,7,57
SSC50792,7,44,121,85,68,67,11,4,0,415,3,23,92,79,78,70,8,0,0,350,0,24,89,55,70,53,7,0,0,299,0,6,50,50,67,32,5,0,0,207,0,10,66,85,84,47,11,0,0,301,0,0,25,32,32,34,9,3,0,132,50,61,126,111,118,90,40,15,5,612,277,353,939,783,807,660,234,63,14,4126
SSC50793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
SSC50794,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,4,4,0,24
SSC50795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,4,0,0,0,12
SSC50796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,3,0,3,0,11
SSC50797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6
SSC50798,0,4,8,5,3,0,0,0,0,19,0,0,3,0,4,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,3,0,0,23,13,35,58,30,27,10,13,12,0,189
SSC50799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,4,3,4,4,0,0,21
SSC50800,0,0,4,0,8,0,0,0,0,13,0,0,0,3,3,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,3,9,3,0,0,0,15,0,0,0,0,3,0,0,0,0,3,5,3,4,3,3,3,0,0,0,27,61,67,115,72,68,42,13,3,0,446
SSC50801,0,0,0,3,3,3,0,0,0,7,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,5,9,10,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,3,4,3,9,10,0,0,0,36,18,18,37,31,36,31,11,0,0,179
