SSC_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SSC50497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,0,3,12,3,16
SSC50498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,8,16
SSC50499,5,17,29,38,9,50,0,0,0,0,0,0,0,0,0,621,645,1271,73,43,114,13,0,13,4,3,8,8,0,8,35,8,39,17,11,34,816,744,1562,9,10,15,0,0,0,0,0,0,8,12,17,0,0,0,0,0,0,17,19,39,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,20,4,24,35,27,64,4,12,14,0,0,0,0,0,0,4,13,14,35,60,95,126,136,263,18,12,30,1026,989,2017
SSC50500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,31,67,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,35,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,25,7,12,15,0,0,0,58,58,116
SSC50501,13,22,29,39,23,62,0,0,0,0,0,0,4,0,4,726,606,1331,27,28,58,12,0,12,11,0,13,25,10,37,11,3,15,17,8,25,868,702,1574,21,26,52,0,0,0,0,0,0,14,24,36,0,0,0,0,0,0,39,51,91,0,0,0,0,0,0,3,6,5,0,3,3,0,0,0,4,10,12,16,5,18,57,59,116,5,8,15,0,0,0,0,0,0,5,10,20,16,34,51,93,117,208,13,12,21,1049,940,1985
SSC50502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,65,143,28,23,49,0,0,0,0,0,0,7,0,9,4,0,10,67,82,144,182,169,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,8,18,22,11,4,17,204,197,399
SSC50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50508,21,11,29,168,92,260,0,0,0,0,0,0,6,4,14,1305,1102,2410,47,116,164,4,0,4,24,0,22,106,15,120,19,5,22,40,29,74,1740,1375,3116,3,3,6,0,0,0,0,0,0,12,10,19,0,0,0,3,0,3,17,10,32,0,0,0,0,0,0,8,5,13,5,3,6,3,3,5,12,11,23,7,5,15,39,25,62,0,3,3,0,0,0,3,0,3,3,3,4,94,169,260,122,249,376,11,16,30,2011,1839,3846
SSC50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,37,86,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,5,0,4,53,46,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,29,6,11,20,0,0,0,74,75,150
SSC50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,7,9,0,0,0,14,14,27
SSC50512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,18
SSC50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,4,0,5,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,23,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,35,4,34
SSC50515,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,183,149,331,11,6,16,16,3,19,0,0,0,0,0,0,3,0,3,10,9,18,223,168,393,0,0,0,0,0,0,0,0,0,3,3,6,0,0,3,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,4,0,0,0,0,0,0,0,0,4,0,22,38,53,23,19,39,7,0,3,278,231,509
SSC50516,4,22,28,122,81,199,0,0,0,0,0,0,4,3,5,2384,1904,4289,157,164,322,60,4,67,30,3,30,16,0,18,69,22,97,32,53,89,2885,2254,5145,8,10,13,0,0,0,0,0,0,25,26,50,0,0,0,0,0,0,33,35,72,0,0,0,0,0,0,10,11,16,7,11,18,0,3,4,12,22,36,20,16,35,65,74,135,7,10,19,0,0,0,3,0,3,13,17,25,54,87,145,270,329,596,31,22,56,3317,2785,6098
SSC50517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,11
SSC50518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,43,102,0,4,8,0,0,0,0,0,0,0,0,0,5,0,5,19,12,32,84,61,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,16,33,9,10,12,0,0,0,103,89,190
SSC50519,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,3,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,19
SSC50520,101,143,241,84,80,169,0,0,4,0,0,0,5,0,5,1052,989,2043,55,79,132,12,0,12,17,7,25,84,48,127,45,12,62,156,174,328,1612,1536,3149,51,47,92,0,0,0,0,0,0,5,19,30,0,5,5,14,10,26,73,77,150,0,0,0,0,0,0,3,3,9,0,0,0,4,3,9,6,4,10,19,8,26,97,95,191,13,7,20,0,0,0,0,0,0,16,7,22,118,141,266,166,236,401,16,17,34,2024,2030,4060
SSC50521,0,3,3,0,0,3,0,0,0,0,0,0,0,0,4,94,97,189,12,10,22,12,0,8,0,0,0,0,0,0,8,0,8,0,0,4,126,114,241,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,7,3,0,3,0,0,0,0,0,0,3,0,3,0,8,12,23,25,47,3,0,3,161,152,317
SSC50522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,8
SSC50523,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,86,68,151,7,3,13,4,0,4,0,0,0,0,0,0,3,0,3,3,0,3,109,65,183,0,0,0,0,0,0,0,0,0,3,3,4,0,3,3,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,9,6,17,19,11,38,3,3,3,142,94,242
SSC50524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,17,10,25
SSC50525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,9,22,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,31,0,5,5,0,0,0,38,30,67
SSC50526,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,12,12,20,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,25,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,40
SSC50527,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,107,21,131,6,4,14,0,0,0,0,0,0,6,3,12,99,19,118,73,5,78,303,58,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,4,5,7,4,3,8,318,61,381
SSC50528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,12,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,20,11,29
SSC50529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,15,15,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,5,0,0,0,20,9,29
SSC50530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,12
SSC50531,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,421,375,796,31,17,56,10,0,7,5,0,4,9,0,10,8,3,11,14,3,18,501,409,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,4,3,10,11,0,7,12,4,18,0,0,0,0,0,0,0,0,0,0,0,0,14,34,46,63,69,126,7,7,5,591,511,1104
SSC50532,0,0,0,23,3,21,0,0,0,0,0,0,0,0,0,515,456,972,31,37,75,8,0,8,0,3,3,13,11,21,10,5,13,12,13,26,610,529,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,23,48,68,60,91,157,11,12,17,718,682,1393
SSC50533,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,12,15,25,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,3,3,6,0,0,0,27,23,43
SSC50534,0,0,0,13,6,20,0,0,0,0,0,0,4,0,3,361,349,712,41,54,94,7,0,7,5,5,10,19,12,31,10,4,17,52,63,114,513,489,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,15,21,36,71,63,128,7,5,13,604,586,1197
SSC50535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC50536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,3,9,14,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,14,11,23
SSC50537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,40,92,0,0,3,0,0,0,0,0,0,0,0,0,3,7,9,13,6,18,66,51,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,19,36,5,10,14,5,0,4,89,80,175
SSC50538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,12,24,16,20,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,16,36
SSC50539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50540,4,3,7,19,3,21,0,0,0,0,0,0,0,0,0,477,432,909,24,19,44,29,3,34,5,0,4,0,0,0,13,4,22,14,9,19,581,472,1054,0,0,0,0,0,0,0,0,0,17,18,31,0,0,4,0,0,0,17,16,39,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,6,3,11,29,21,47,0,3,3,0,0,0,0,0,0,0,3,3,49,84,127,67,75,139,4,13,16,737,666,1403
SSC50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,19,0,0,0,0,0,0,22,16,35
SSC50542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,5,12
SSC50543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,3,3,0,0,0,19,14,32
SSC50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50546,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,117,109,224,16,15,33,0,0,0,0,0,0,0,0,0,4,4,12,3,8,14,154,143,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,10,19,20,24,43,3,0,3,185,176,362
SSC50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,14,7,19
SSC50548,24,30,51,43,44,89,0,0,0,0,0,0,6,4,14,1365,949,2317,109,116,226,21,0,26,10,0,11,15,0,15,29,4,34,15,22,35,1642,1176,2815,23,34,53,0,0,0,0,0,0,17,16,30,4,4,4,0,0,3,38,56,93,0,0,0,0,0,0,3,0,6,0,3,3,0,0,0,3,4,5,8,12,22,54,71,119,12,22,29,0,0,0,3,0,3,13,22,31,28,40,68,112,172,292,26,27,58,1877,1505,3381
SSC50549,0,0,0,3,0,7,0,0,0,0,0,0,0,3,3,170,139,312,5,13,23,4,0,9,3,0,3,3,4,4,0,3,0,0,3,0,194,164,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,7,12,22,18,20,39,3,0,4,222,203,429
SSC50550,11,9,18,11,4,20,0,0,0,0,0,0,0,0,0,444,448,886,20,26,46,9,0,12,8,0,6,0,0,0,4,3,8,9,13,21,524,508,1024,4,7,5,0,0,0,0,0,0,23,15,42,0,0,0,0,0,0,29,23,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,11,31,27,59,3,3,7,3,0,3,0,0,0,5,3,4,31,35,70,75,82,158,13,3,14,676,660,1332
SSC50551,0,0,0,25,8,29,0,0,0,0,0,0,0,0,0,524,475,992,61,52,119,8,0,8,7,3,6,4,0,4,7,0,12,9,16,29,644,552,1201,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,7,0,12,9,7,16,0,0,0,0,0,0,0,0,0,0,0,0,8,15,26,55,75,127,10,9,18,727,658,1385
