SSC_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SSC51202,..,0,0,3,0,3,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,19,..,0,3,0,0,3,0,3,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC51203,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,0,0,0,6,6,0,3,0,0,5,4,0,0,19,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC51204,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC51205,..,0,0,3,0,8,5,0,0,15,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,3,3,0,7,8,3,0,25,..,0,0,3,0,5,6,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC51206,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,4,3,0,0,0,0,0,35,..,0,0,0,0,0,0,0,0,3,..,0,3,3,0,0,0,0,0,5,..,0,0,0,0,5,0,0,0,4,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC51207,..,3,142,210,138,110,71,24,0,693,..,20,102,27,22,9,3,0,0,184,..,0,0,5,10,4,0,0,0,24,371,..,..,..,..,..,..,..,..,371,..,83,..,..,..,..,..,..,..,83,..,62,27,5,0,0,0,0,0,93,..,21,21,6,3,0,0,0,0,50,..,10,6,9,0,3,0,0,0,30,..,10,31,5,0,3,0,0,0,49,..,0,43,14,12,12,15,3,0,96,6,9,6,3,0,0,0,0,0,23,375,225,371,286,192,139,91,27,0,1714,..,3,202,193,137,108,55,12,0,719,..,32,112,27,27,5,4,0,0,201,..,3,20,36,55,16,3,3,0,131,405,..,..,..,..,..,..,..,..,405,..,95,..,..,..,..,..,..,..,95,..,54,18,5,3,0,0,0,0,80,..,22,15,3,0,9,5,0,3,56,..,12,6,0,3,0,0,0,0,20
SSC51208,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC51209,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC51210,..,3,55,68,58,44,16,0,0,245,..,18,47,27,18,10,5,0,0,120,..,0,0,4,3,0,0,0,0,11,160,..,..,..,..,..,..,..,..,160,..,31,..,..,..,..,..,..,..,31,..,32,15,6,0,0,0,0,0,43,..,10,3,3,7,0,0,0,0,23,..,0,14,5,3,3,0,0,0,22,..,9,22,7,11,0,0,0,0,42,..,4,35,28,22,22,6,0,0,120,4,10,8,4,3,9,0,0,0,34,165,112,185,142,123,88,33,5,0,852,..,6,71,66,56,39,11,0,0,251,..,23,46,21,20,6,0,0,0,120,..,8,16,11,6,7,3,0,0,45,142,..,..,..,..,..,..,..,..,142,..,13,..,..,..,..,..,..,..,13,..,21,3,0,0,0,0,0,0,27,..,7,4,0,3,3,0,0,0,23,..,3,3,3,4,0,0,0,0,6
SSC51211,..,0,12,28,53,47,52,17,0,206,..,0,7,0,6,4,3,0,0,25,..,0,0,0,4,0,0,0,0,3,75,..,..,..,..,..,..,..,..,75,..,16,..,..,..,..,..,..,..,16,..,16,7,0,3,0,0,0,0,24,..,5,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,7,3,0,0,22,0,0,4,3,3,0,0,0,0,7,79,37,22,44,74,62,58,16,0,391,..,0,17,39,56,41,50,10,0,206,..,3,6,4,3,7,4,0,0,28,..,0,3,3,6,0,0,3,0,17,58,..,..,..,..,..,..,..,..,58,..,13,..,..,..,..,..,..,..,13,..,9,3,0,4,0,0,0,0,14,..,3,0,0,3,3,0,0,3,8,..,0,0,0,0,0,0,0,0,0
SSC51212,..,0,11,27,35,38,38,14,6,159,..,0,7,6,10,7,0,0,0,39,..,0,0,0,4,3,3,0,0,7,91,..,..,..,..,..,..,..,..,91,..,22,..,..,..,..,..,..,..,22,..,21,4,3,0,0,0,0,0,26,..,0,3,0,3,0,0,0,0,8,..,3,0,3,0,0,0,0,0,4,..,0,0,0,3,0,3,0,0,11,..,0,0,3,16,6,17,7,6,51,0,3,0,0,0,4,0,0,0,13,91,54,27,48,74,58,57,18,9,433,..,0,17,33,37,34,34,5,5,169,..,3,8,10,9,7,0,0,0,34,..,3,0,4,9,4,0,0,0,25,85,..,..,..,..,..,..,..,..,85,..,18,..,..,..,..,..,..,..,18,..,3,4,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3
SSC51213,..,0,8,30,88,76,59,36,7,304,..,3,9,0,6,3,0,0,0,26,..,0,0,0,0,0,0,0,0,10,124,..,..,..,..,..,..,..,..,124,..,67,..,..,..,..,..,..,..,67,..,22,12,3,6,0,0,0,0,34,..,4,3,0,0,0,0,0,0,10,..,0,3,0,0,0,0,0,0,0,..,7,7,0,0,0,0,0,0,15,..,3,0,3,3,7,3,4,0,37,0,0,0,0,0,0,0,0,0,4,124,102,46,39,100,93,64,39,13,624,..,3,12,49,92,74,52,20,6,313,..,5,6,4,5,3,0,0,0,18,..,0,0,3,13,9,0,0,5,33,130,..,..,..,..,..,..,..,..,130,..,82,..,..,..,..,..,..,..,82,..,21,10,0,0,4,0,0,0,38,..,8,3,0,0,0,6,0,0,15,..,0,0,0,0,0,0,0,0,3
SSC51214,..,0,6,8,24,18,20,8,3,79,..,0,6,7,13,8,3,0,0,31,..,0,3,0,0,0,0,0,0,4,34,..,..,..,..,..,..,..,..,34,..,9,..,..,..,..,..,..,..,9,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,3,6,3,3,0,15,0,0,0,0,4,0,0,0,0,6,34,15,15,15,38,29,22,10,3,185,..,0,6,13,20,22,16,9,0,83,..,0,4,12,8,10,0,0,0,31,..,0,0,0,12,0,0,0,0,17,34,..,..,..,..,..,..,..,..,34,..,14,..,..,..,..,..,..,..,14,..,5,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC51215,..,0,3,5,7,18,4,0,0,42,..,0,4,0,0,7,0,0,0,15,..,0,0,0,0,0,0,0,0,0,21,..,..,..,..,..,..,..,..,21,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,4,3,0,3,3,13,0,0,23,0,0,0,0,0,0,0,0,0,3,21,11,18,6,20,26,11,5,3,121,..,0,3,13,11,10,4,4,0,43,..,0,8,3,3,0,0,0,0,10,..,0,0,0,0,0,0,3,0,4,28,..,..,..,..,..,..,..,..,28,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC51216,..,0,3,3,3,3,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,3,5,5,3,3,0,0,24,..,0,0,0,3,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC51217,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,..,0,0,0,6,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC51218,..,10,344,292,143,149,94,38,8,1083,..,79,444,151,71,35,15,4,3,801,..,3,4,7,15,8,0,4,0,39,313,..,..,..,..,..,..,..,..,313,..,68,..,..,..,..,..,..,..,68,..,23,35,5,5,10,0,0,0,83,..,32,41,10,3,5,3,0,0,93,..,22,62,12,3,7,0,0,0,99,..,215,386,76,28,29,10,6,0,748,..,66,402,208,158,147,64,29,6,1088,6,25,44,26,8,5,4,0,0,128,325,554,1766,787,433,397,193,79,16,4545,..,32,437,267,142,140,78,20,0,1108,..,129,455,102,39,22,7,0,0,758,..,3,15,32,45,20,16,3,8,143,314,..,..,..,..,..,..,..,..,314,..,52,..,..,..,..,..,..,..,52,..,28,23,7,11,4,0,0,0,75,..,44,44,4,4,9,9,4,0,108,..,39,49,8,0,0,0,0,0,99
SSC51219,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC51220,..,0,0,0,6,8,12,0,0,30,..,0,3,0,4,0,3,0,0,7,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,12,0,7,7,10,11,15,0,0,69,..,0,3,3,11,11,5,0,0,31,..,0,0,4,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC51221,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC51222,..,15,633,658,296,150,72,22,0,1837,..,38,194,78,31,16,5,0,0,360,..,0,3,10,3,11,3,3,0,32,1232,..,..,..,..,..,..,..,..,1232,..,177,..,..,..,..,..,..,..,177,..,89,44,16,4,0,0,0,0,157,..,51,52,5,3,10,3,0,0,127,..,15,37,7,3,3,0,0,0,74,..,24,63,6,0,4,3,0,0,100,..,11,77,21,16,6,3,3,0,143,5,5,23,9,0,0,0,0,0,45,1240,434,1118,809,362,201,90,29,3,4277,..,33,864,575,265,136,50,12,0,1932,..,90,206,77,21,19,3,0,0,403,..,15,50,46,43,14,4,0,0,181,1162,..,..,..,..,..,..,..,..,1162,..,173,..,..,..,..,..,..,..,173,..,73,37,11,0,5,0,0,0,124,..,38,48,9,15,30,19,13,0,172,..,9,15,0,7,3,0,0,0,28
SSC51223,..,0,3,0,3,7,3,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,3,0,8,9,3,0,0,29,..,0,0,3,3,6,3,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC51224,..,3,70,79,57,62,32,8,0,314,..,25,64,31,18,8,3,0,0,159,..,0,0,3,4,3,0,0,0,19,200,..,..,..,..,..,..,..,..,200,..,35,..,..,..,..,..,..,..,35,..,37,8,7,0,0,0,0,0,48,..,5,8,0,0,0,3,0,0,27,..,5,5,0,3,0,0,3,0,12,..,18,13,13,3,3,3,0,0,45,..,10,26,21,45,17,8,4,0,135,3,10,3,6,4,3,0,0,0,29,202,142,205,160,133,99,54,17,3,1011,..,3,88,75,74,58,21,8,0,333,..,43,62,28,16,11,0,0,0,165,..,3,14,13,11,7,3,0,0,50,218,..,..,..,..,..,..,..,..,218,..,34,..,..,..,..,..,..,..,34,..,32,7,4,0,0,0,0,0,37,..,4,5,0,0,3,0,0,0,16,..,0,3,0,0,0,0,0,0,3
SSC51225,..,0,7,15,34,25,21,10,0,110,..,0,0,3,8,3,0,0,0,16,..,0,0,0,3,0,0,0,0,3,57,..,..,..,..,..,..,..,..,57,..,3,..,..,..,..,..,..,..,3,..,14,6,3,5,0,0,0,0,30,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,7,3,3,0,0,0,0,16,..,0,3,4,3,3,3,0,0,21,0,0,0,0,3,0,0,0,0,4,57,28,18,36,52,35,32,16,0,271,..,0,7,17,32,22,21,6,0,118,..,0,3,3,9,0,0,0,0,17,..,0,0,5,0,0,3,4,3,17,45,..,..,..,..,..,..,..,..,45,..,16,..,..,..,..,..,..,..,16,..,9,3,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0
SSC51226,..,0,0,4,3,0,3,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,6,0,4,6,7,3,3,0,33,..,0,0,5,0,4,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC51227,..,0,3,0,4,11,9,3,0,25,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,3,8,0,3,0,0,22,0,0,0,0,0,0,3,0,0,3,4,10,3,4,17,12,11,3,0,65,..,0,4,4,4,9,5,3,0,20,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC51228,..,0,0,6,14,7,8,3,0,42,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,18,..,..,..,..,..,..,..,..,18,..,10,..,..,..,..,..,..,..,10,..,3,4,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,18,12,6,11,11,14,14,4,0,92,..,0,3,6,16,9,10,3,0,39,..,0,3,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,3,17,..,..,..,..,..,..,..,..,17,..,10,..,..,..,..,..,..,..,10,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC51229,..,0,0,4,3,3,3,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,3,4,3,4,3,0,0,28,..,0,3,3,4,4,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
