SSC_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SSC50238,0,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50239,21,48,217,165,185,129,13,0,0,771,24,30,34,27,28,32,18,5,0,198,3,0,8,0,3,10,0,0,0,25,3,5,5,9,7,3,0,0,0,26,43,81,262,204,223,171,33,5,0,1021,10,10,39,20,21,12,0,0,0,118,15,5,6,3,0,3,0,0,0,28,24,14,44,25,24,12,3,0,0,145,69,100,309,226,246,187,34,5,0,1168,74,28,37,37,46,58,139,56,12,474,4,6,25,23,19,24,12,3,4,112,143,133,369,280,309,270,182,69,13,1764,5,31,90,61,83,88,4,0,0,369,43,25,73,76,85,60,13,0,0,373,3,5,17,7,7,9,0,0,0,52,3,3,5,3,0,0,0,0,0,14,57,67,176,148,180,156,14,0,0,805,8,10,10,12,8,8,0,0,0,58,14,11,15,7,8,0,0,0,0,56,23,20,28,20,16,9,0,0,0,120
SSC50240,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50241,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50242,0,0,0,0,7,5,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,17,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,3,3,0,3,5,3,0,0,24,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,5,3,0,0,26,0,0,0,3,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50243,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50244,123,391,1347,1755,1773,919,156,4,0,6477,345,353,293,199,201,193,136,14,0,1729,15,24,53,38,43,47,13,4,0,237,3,10,35,38,34,15,3,0,0,146,486,787,1735,2038,2052,1173,300,26,0,8594,30,61,100,105,123,78,0,0,0,507,127,59,31,15,8,22,10,0,0,277,164,118,131,123,133,101,14,0,0,782,644,905,1863,2163,2180,1273,319,26,0,9370,703,410,527,383,204,278,606,279,60,3449,33,43,86,82,94,57,27,24,24,466,1382,1355,2474,2626,2478,1609,954,326,84,13291,61,330,812,859,1003,452,54,0,0,3573,465,427,551,873,794,464,83,3,0,3665,13,29,84,62,52,39,12,0,0,286,18,12,26,33,17,12,5,0,0,115,548,794,1473,1832,1867,970,149,6,0,7640,8,55,55,71,45,26,0,0,0,260,113,58,77,75,68,34,3,0,0,422,122,120,133,145,111,54,3,0,0,686
SSC50245,3,75,490,250,112,74,29,0,0,1038,34,128,170,71,31,25,14,0,0,474,3,9,15,4,3,3,7,3,0,50,0,3,16,10,7,3,0,0,0,45,44,220,694,335,151,111,44,3,0,1606,4,18,57,30,14,12,0,0,0,140,15,25,22,13,3,3,0,0,0,71,22,44,75,42,20,13,0,0,0,208,58,264,765,378,167,126,45,3,0,1819,60,89,97,55,57,55,79,53,24,564,7,34,85,38,21,11,11,5,3,210,130,384,949,472,248,194,142,62,28,2591,4,63,261,92,73,53,9,0,0,555,26,109,199,93,45,49,18,0,0,536,0,3,24,11,6,10,3,0,0,48,0,7,11,8,3,0,0,0,0,27,29,178,485,200,131,105,30,0,0,1169,3,17,39,15,12,6,0,0,0,87,16,25,45,14,3,7,0,0,0,113,18,40,83,28,13,14,0,0,0,200
SSC50246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50247,4,4,17,13,27,19,0,0,0,88,0,0,0,0,3,4,5,0,0,11,0,0,0,0,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,3,20,20,34,30,3,0,0,114,0,3,0,0,4,3,0,0,0,12,0,0,0,0,3,0,0,0,0,6,0,3,0,0,3,3,0,0,0,12,7,9,21,18,34,31,3,3,0,124,9,0,0,3,7,7,31,8,0,63,0,0,3,3,3,9,3,4,0,25,14,8,26,21,48,46,44,16,0,221,0,4,4,5,14,11,3,0,0,52,3,0,8,7,8,17,3,0,0,51,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,11,20,17,28,34,3,0,0,111,0,0,0,0,4,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,11
SSC50248,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50250,12,35,82,104,112,63,7,0,0,405,11,7,22,9,24,15,15,0,0,104,0,0,3,6,8,3,3,0,0,24,0,0,3,5,3,3,3,0,0,17,26,41,107,122,144,86,27,5,0,555,10,0,0,8,7,12,0,0,0,40,0,0,0,0,0,3,0,0,0,5,10,3,0,9,11,14,0,0,0,41,41,37,107,130,152,97,27,5,0,604,40,3,3,12,13,32,111,36,13,264,3,3,8,12,21,12,12,4,3,80,77,48,124,159,186,141,150,44,12,944,9,23,37,39,51,39,0,0,0,194,12,13,42,70,62,44,7,4,0,259,0,0,7,3,15,0,0,0,0,29,0,0,0,0,5,0,0,0,0,8,26,34,90,109,131,83,15,3,0,494,0,3,3,0,6,3,0,0,0,10,0,0,5,6,0,0,0,0,0,16,0,3,10,11,6,4,0,0,0,25
SSC50251,0,3,3,3,9,4,3,0,0,26,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,8,6,5,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,10,8,5,0,0,38,3,0,0,0,0,4,9,4,0,15,0,0,0,0,0,0,0,0,0,5,8,3,3,6,7,8,15,4,0,58,0,3,4,0,6,0,0,0,0,18,0,0,4,0,5,3,4,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,11,7,15,7,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50252,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,8,5,0,3,0,0,0,25,0,4,13,7,0,4,0,0,0,32,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50254,5,11,6,16,27,15,5,0,0,79,0,3,7,3,8,8,3,0,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,8,8,12,21,34,24,8,0,0,122,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,6,8,12,17,26,37,27,8,0,0,128,18,3,3,0,3,6,8,8,0,60,5,0,3,3,5,0,0,0,0,20,33,19,22,28,46,39,21,10,3,207,0,5,3,5,13,7,0,0,0,33,4,3,3,11,19,12,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,7,7,17,32,18,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4
SSC50255,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50257,0,0,9,4,5,8,3,0,0,31,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,11,6,3,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,4,11,6,3,0,0,40,3,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,3,4,3,10,7,8,13,7,5,0,49,0,0,0,0,9,0,3,0,0,11,0,0,0,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,3,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50258,0,3,3,0,4,7,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,11,3,0,0,29,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,4,3,4,11,3,0,0,28,3,0,0,0,0,5,3,0,0,16,0,0,0,0,0,0,0,0,0,0,6,4,4,3,4,18,6,6,0,46,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50259,12,23,35,60,70,31,0,0,0,235,12,4,3,6,12,8,5,0,0,50,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,26,29,40,64,85,38,9,0,0,302,0,3,6,4,0,3,0,0,0,19,9,0,0,0,0,0,0,0,0,10,4,4,6,4,0,3,0,0,0,28,32,36,48,69,89,39,11,0,0,330,22,8,3,7,11,14,33,11,0,101,4,0,0,3,8,3,0,0,0,23,56,43,55,78,107,56,44,12,0,450,3,16,18,28,40,17,3,0,0,122,17,13,10,36,37,15,3,0,0,133,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,21,28,31,70,77,31,4,0,0,258,3,0,3,0,0,0,0,0,0,10,3,0,0,0,3,0,0,0,0,8,9,3,3,0,6,0,0,0,0,22
SSC50260,27,101,204,164,169,125,15,0,0,802,30,26,51,35,30,38,22,0,0,237,0,9,18,10,16,7,0,0,0,61,0,3,12,3,7,3,0,0,0,28,57,137,282,210,219,178,38,0,0,1123,5,18,27,15,22,14,0,0,0,100,7,4,6,0,0,3,0,0,0,34,13,21,31,18,30,17,0,0,0,126,73,157,313,226,249,190,40,3,0,1254,59,25,30,48,62,100,166,95,49,631,14,10,26,26,26,37,31,15,8,190,142,197,374,299,336,326,237,113,53,2074,7,51,115,74,75,70,4,0,0,392,42,50,85,113,102,86,28,0,0,503,0,4,12,3,9,15,0,0,0,39,4,0,9,4,5,4,0,0,0,21,50,102,217,189,192,172,34,0,0,960,5,11,16,19,18,3,0,0,0,69,12,5,22,8,7,5,0,0,0,56,20,13,32,25,26,12,0,0,0,121
SSC50261,19,47,178,352,353,260,60,0,0,1279,59,67,35,22,40,57,60,3,0,344,0,0,3,19,8,5,6,0,0,43,0,3,0,5,3,3,0,0,0,18,85,116,222,394,401,319,132,3,3,1681,0,3,10,13,7,16,3,0,0,60,18,13,0,0,0,3,0,0,0,43,15,19,10,19,11,21,3,0,0,103,102,133,230,411,419,338,142,3,3,1780,105,22,7,11,17,81,240,112,40,644,3,8,16,17,19,24,15,4,4,99,206,167,252,445,454,444,395,114,43,2522,3,53,94,111,174,129,18,0,0,590,84,65,84,228,187,188,65,4,0,909,3,3,11,15,11,15,0,0,0,57,0,0,3,4,4,3,3,0,0,23,90,128,194,359,376,343,88,7,0,1583,0,3,4,3,6,3,0,0,0,24,15,8,6,11,10,6,3,0,0,53,10,12,7,17,16,8,3,0,0,75
SSC50262,14,95,431,337,189,98,18,0,0,1189,36,96,129,45,45,39,26,5,0,412,0,6,13,9,0,6,0,0,0,40,0,3,16,9,0,0,0,0,0,37,50,203,591,401,240,140,52,6,0,1678,4,9,23,31,18,11,0,0,0,107,10,20,22,3,4,4,0,0,0,64,14,29,48,34,19,21,0,0,0,169,64,235,638,437,261,162,49,3,0,1844,64,64,71,27,62,103,166,95,36,698,9,26,61,34,33,39,52,25,13,290,137,325,773,502,353,304,266,124,54,2833,3,56,333,188,131,73,11,0,0,804,52,81,157,126,91,74,19,0,0,603,0,5,31,20,3,4,4,0,0,66,0,9,10,3,0,8,0,0,0,30,59,147,536,335,228,159,36,0,0,1500,0,11,29,11,12,4,0,0,0,67,12,16,16,8,6,4,0,0,0,62,8,21,43,28,21,9,0,0,0,132
SSC50263,0,0,4,3,7,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,3,0,0,19,0,0,3,0,0,3,7,0,0,18,0,0,0,3,0,0,0,0,0,4,3,0,4,3,9,6,9,5,0,41,0,0,0,0,0,0,0,0,0,5,0,0,6,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
