SSC_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SSC50001,..,3,3,4,0,4,3,0,3,3,0,3,5,0,5,0,0,0,19,3,20
SSC50002,..,75,75,157,6,164,58,0,64,95,0,95,27,0,27,11,0,11,352,84,433
SSC50003,..,7,7,9,0,10,5,0,5,6,0,7,3,0,3,0,0,0,25,13,35
SSC50004,..,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12
SSC50005,..,8,8,8,0,7,0,0,0,4,0,4,0,0,0,3,0,3,11,4,17
SSC50006,..,197,197,229,20,252,61,0,63,51,0,47,10,0,10,3,0,3,361,221,577
SSC50007,..,3,3,8,0,8,3,0,3,3,0,3,0,0,0,0,0,0,15,3,20
SSC50008,..,419,419,690,45,738,499,11,514,526,5,532,222,3,223,147,3,146,2082,493,2575
SSC50009,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SSC50010,..,198,198,298,13,313,146,4,150,183,0,185,64,0,64,17,0,17,713,221,928
SSC50011,..,330,330,674,41,717,434,8,445,417,4,422,151,0,151,52,0,52,1729,380,2110
SSC50012,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4
SSC50013,..,54,54,73,0,76,34,0,34,38,0,38,20,0,20,9,0,9,168,53,223
SSC50014,..,11,11,12,0,17,7,0,7,4,0,4,3,0,3,3,0,3,33,8,40
SSC50015,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC50016,..,12,12,57,3,61,21,0,21,28,0,28,23,0,23,5,0,5,133,12,144
SSC50017,..,4,4,5,0,5,3,0,3,0,0,0,3,0,3,0,0,0,15,4,18
SSC50018,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50019,..,13,13,29,3,33,5,0,5,18,0,18,9,0,9,4,0,4,67,15,79
SSC50020,..,0,0,10,0,10,5,0,5,5,0,5,0,0,0,0,0,0,17,0,17
SSC50021,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50022,..,599,599,857,45,903,399,11,410,403,6,408,166,0,166,55,0,53,1873,663,2532
SSC50023,..,8,8,10,0,11,3,0,3,0,0,0,3,0,3,0,0,0,15,10,22
SSC50024,..,321,321,485,26,518,263,3,265,314,9,321,105,3,107,25,0,25,1192,367,1558
SSC50025,..,20,20,82,0,81,19,0,19,35,0,35,19,0,19,4,0,4,156,22,180
SSC50026,..,1704,1704,1557,161,1721,822,23,849,523,0,530,226,0,226,183,0,182,3315,1897,5215
SSC50027,..,4,4,6,0,6,0,0,0,3,0,3,0,0,0,0,0,0,10,4,15
SSC50028,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4
SSC50029,..,0,0,7,0,7,3,0,3,3,0,3,0,0,0,0,0,0,17,0,17
SSC50030,..,7,7,11,0,11,5,0,5,4,0,4,3,0,3,0,0,0,30,7,39
SSC50031,..,220,220,373,42,414,139,12,152,120,4,125,38,3,40,10,0,10,682,285,967
SSC50032,..,279,279,295,18,318,153,3,151,169,0,169,63,0,63,30,0,30,707,302,1007
SSC50033,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50034,..,166,166,167,15,185,73,4,83,60,0,59,14,0,14,25,0,24,335,196,532
SSC50035,..,486,486,679,43,725,331,11,344,405,9,408,181,3,184,55,3,59,1655,552,2212
SSC50036,..,324,324,675,42,718,515,19,531,811,3,817,308,3,312,110,0,106,2421,390,2815
SSC50037,..,192,192,450,30,478,399,5,408,571,5,580,192,0,189,60,0,60,1673,238,1914
SSC50038,..,214,214,258,17,273,58,3,60,45,0,45,15,0,15,0,0,0,373,226,602
SSC50039,..,904,904,1579,76,1661,812,6,822,957,8,968,375,0,375,157,0,155,3883,1003,4884
SSC50040,..,435,435,991,64,1057,638,6,643,769,3,768,280,0,280,122,0,122,2790,503,3298
SSC50041,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50042,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50043,..,0,0,4,0,4,7,0,7,0,0,0,4,0,4,0,0,0,17,0,16
SSC50044,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC50045,..,0,0,3,0,3,4,0,4,5,0,5,0,0,0,0,0,0,14,0,14
SSC50046,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SSC50047,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50048,..,16,16,31,0,29,14,0,14,6,0,6,6,0,6,0,0,0,59,17,75
SSC50049,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9
SSC50050,..,0,0,7,0,7,4,0,4,0,0,0,0,0,0,0,0,0,13,0,13
SSC50051,..,92,92,167,12,180,59,0,59,55,0,55,15,0,15,19,0,19,318,107,427
SSC50052,..,7,7,20,0,20,11,0,11,11,0,11,0,0,0,3,0,3,46,7,51
SSC50053,..,1342,1342,1276,140,1418,608,46,656,491,9,497,191,4,194,67,3,76,2634,1548,4182
SSC50054,..,1451,1451,2884,219,3105,1795,39,1831,2205,15,2220,917,4,917,415,0,415,8217,1723,9946
SSC50055,..,1354,1354,1264,187,1446,796,59,856,514,18,540,241,5,254,195,3,205,3014,1630,4646
SSC50056,..,76,76,111,4,116,19,0,21,15,0,15,3,0,3,8,0,8,152,80,236
SSC50057,..,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,11
SSC50058,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50059,..,5,5,12,0,12,3,0,3,3,0,3,4,0,4,0,0,0,20,5,28
SSC50060,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50061,..,918,918,1635,118,1753,1164,27,1188,1257,4,1259,540,3,545,356,7,359,4951,1070,6022
SSC50062,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC50063,..,20,20,12,0,12,3,0,6,0,0,0,0,0,0,0,0,0,20,20,36
SSC50064,..,4,4,6,0,6,0,0,0,4,0,4,0,0,0,0,0,0,15,4,15
SSC50065,..,3,3,5,0,5,0,0,4,3,0,3,0,0,0,0,0,0,15,4,20
SSC50066,..,15,15,38,3,42,17,0,17,20,0,20,6,0,6,0,0,0,80,16,98
SSC50067,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,7,0,7
SSC50068,..,61,61,208,12,220,113,6,119,133,3,134,62,0,60,37,0,37,552,85,636
SSC50069,..,462,462,784,73,865,633,16,654,598,9,605,272,0,269,149,0,147,2439,567,3001
SSC50070,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50071,..,6,6,8,0,8,3,0,3,3,0,3,3,0,3,0,0,0,20,6,25
SSC50072,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8
SSC50073,..,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SSC50074,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
SSC50075,..,37,37,76,8,89,50,3,50,53,0,53,35,0,35,24,0,24,239,49,280
SSC50076,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50077,..,14,14,33,3,35,18,0,18,17,0,17,9,0,9,5,0,5,83,16,95
SSC50078,..,1201,1201,1225,128,1356,612,23,639,572,9,578,209,4,213,71,3,75,2696,1369,4064
SSC50079,..,198,198,373,23,393,228,10,237,268,9,270,98,0,100,37,0,37,1007,240,1238
SSC50080,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50081,..,149,149,289,28,315,193,7,209,294,3,299,149,0,149,46,0,51,980,189,1174
SSC50082,..,210,210,387,24,406,159,0,156,181,0,181,72,0,72,21,0,21,810,235,1050
SSC50083,..,1522,1522,1775,214,1994,873,55,926,814,21,832,233,6,239,85,4,88,3791,1819,5612
SSC50084,..,260,260,177,23,198,55,3,60,57,0,56,18,0,18,13,0,13,323,287,612
SSC50085,..,15,15,15,0,15,11,0,13,9,0,9,5,0,5,0,0,0,44,14,58
SSC50086,..,534,534,612,60,668,331,23,353,265,10,268,83,0,86,39,3,39,1325,629,1953
SSC50087,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50088,..,7,7,7,0,7,0,0,0,3,0,3,0,0,0,0,0,0,16,7,25
SSC50089,..,0,0,7,0,7,3,0,3,0,0,0,3,0,3,0,0,0,11,0,11
SSC50090,..,534,534,798,87,884,459,31,491,373,10,386,179,6,186,132,3,137,1944,679,2622
SSC50091,..,450,450,635,82,716,327,26,353,342,11,352,108,3,109,34,3,41,1443,568,2016
SSC50092,..,80,80,297,6,306,140,0,142,194,0,194,87,0,87,48,0,48,773,82,858
SSC50093,..,669,669,898,64,961,486,15,495,527,10,533,224,7,233,178,3,182,2308,760,3069
SSC50094,..,15,15,18,0,18,12,0,12,4,0,4,9,0,9,3,0,3,41,15,52
SSC50095,..,0,0,11,0,11,3,0,3,0,0,0,0,0,0,0,0,0,8,0,14
SSC50096,..,3,3,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,6,3,11
SSC50097,..,7,7,14,3,19,5,0,5,3,0,3,3,0,3,3,0,3,34,9,42
SSC50098,..,347,347,694,63,755,491,14,505,536,3,541,218,3,217,73,0,73,2009,429,2440
SSC50099,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5
SSC50100,..,8,8,13,0,14,4,0,6,4,4,5,0,0,0,5,0,5,25,14,43
SSC50101,..,17,17,30,3,30,12,0,12,7,0,7,6,0,6,4,0,4,49,14,67
SSC50102,..,313,313,466,36,502,257,3,258,237,0,244,101,0,101,32,0,33,1096,350,1447
SSC50103,..,8,8,28,0,28,17,0,17,14,0,14,7,0,7,3,0,3,78,8,88
SSC50104,..,178,178,180,25,204,104,4,110,69,0,73,19,0,19,17,0,17,389,208,601
SSC50105,..,756,756,702,120,819,388,45,437,299,22,324,107,11,119,67,6,67,1558,962,2524
SSC50106,..,32,32,25,3,30,13,0,13,9,0,9,8,0,8,3,0,3,57,35,92
SSC50107,..,15,15,22,0,22,10,0,10,14,0,14,5,0,5,0,0,0,56,15,72
SSC50108,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SSC50109,..,8,8,21,0,22,10,0,10,7,0,7,3,0,3,0,0,0,38,9,50
SSC50110,..,142,142,271,30,305,267,6,268,372,4,376,178,5,182,163,0,163,1252,185,1433
SSC50111,..,1226,1226,626,185,802,258,135,396,235,106,343,109,51,166,89,41,126,1321,1747,3062
SSC50112,..,166,166,196,17,219,66,0,66,74,0,74,23,0,23,7,0,7,372,188,564
SSC50113,..,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10
SSC50114,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50115,..,275,275,410,43,446,378,4,386,442,4,446,210,0,210,119,0,118,1557,324,1882
SSC50116,..,159,159,172,11,186,51,0,50,36,0,36,7,0,7,11,0,11,289,171,457
SSC50117,..,509,509,683,43,729,354,13,363,389,5,395,128,3,129,50,0,50,1606,578,2182
SSC50118,..,35,35,92,3,95,30,0,30,42,0,42,18,0,18,11,0,11,189,37,223
SSC50119,..,823,823,814,55,867,371,5,374,389,0,392,134,0,134,38,0,38,1748,881,2626
SSC50120,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC50121,..,38,38,34,0,34,3,3,7,5,0,5,0,0,0,3,0,3,48,37,88
SSC50122,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC50123,..,74,74,119,11,136,86,7,95,72,4,73,40,0,40,18,0,18,329,100,424
SSC50124,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50125,..,4,4,10,0,10,4,0,4,0,0,0,9,0,9,0,0,0,19,4,20
SSC50126,..,84,84,184,12,198,51,0,51,47,0,47,19,0,19,12,0,12,321,100,419
SSC50127,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50128,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50129,..,99,99,170,13,175,58,0,58,69,0,69,27,0,27,13,0,13,342,114,452
SSC50130,..,3,3,14,0,14,4,0,4,0,0,0,0,0,0,0,0,0,17,3,25
SSC50131,..,0,0,6,0,6,6,0,6,3,0,3,0,0,0,4,0,4,25,0,23
SSC50132,..,186,186,172,15,185,65,0,65,57,0,57,17,0,17,5,0,5,315,204,515
SSC50133,..,7,7,7,0,7,3,0,3,3,0,3,0,0,0,0,0,0,16,7,23
SSC50134,..,9,9,7,0,7,0,0,0,4,0,4,3,0,3,0,0,0,15,9,21
SSC50135,..,0,0,6,0,6,0,0,0,0,0,0,3,0,3,0,0,0,12,0,12
SSC50136,..,8,8,7,0,9,0,0,0,0,0,3,3,0,3,0,0,0,14,10,21
SSC50137,..,97,97,137,3,145,61,0,61,79,0,77,28,0,28,11,0,11,314,104,419
SSC50138,..,0,0,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0,9,0,12
SSC50139,..,5,5,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,5,14
SSC50140,..,21,21,25,0,26,14,0,14,7,0,7,0,0,0,3,0,3,49,18,67
SSC50141,..,0,0,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,7,0,12
SSC50142,..,8,8,29,6,32,13,0,13,15,0,15,7,0,7,0,0,0,58,13,70
SSC50143,..,3,3,18,0,18,3,0,3,10,0,10,3,0,3,3,0,3,35,4,42
SSC50144,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50145,..,3,3,18,0,18,7,0,7,4,0,4,3,0,3,0,0,0,38,3,40
SSC50146,..,3,3,4,0,4,0,0,3,0,0,0,6,0,6,0,0,0,6,8,12
SSC50147,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50148,..,525,525,587,34,619,302,8,309,369,7,372,154,0,153,50,0,50,1454,572,2026
SSC50149,..,5,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6
SSC50150,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50151,..,18,18,22,0,22,3,0,3,3,0,3,3,0,3,0,0,0,33,18,54
SSC50152,..,4,4,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,10,4,16
SSC50153,..,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9
SSC50154,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50155,..,8,8,6,0,6,3,0,3,3,0,3,0,0,0,0,0,0,18,8,26
SSC50156,..,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12
SSC50157,..,6,6,19,0,19,8,0,8,4,0,4,0,0,0,0,0,0,30,6,36
SSC50158,..,6,6,12,0,12,0,0,0,5,0,5,3,0,3,0,0,0,21,6,29
SSC50159,..,470,470,435,63,499,265,4,272,231,0,235,108,0,111,69,0,69,1111,536,1647
SSC50160,..,0,0,12,0,12,3,0,3,0,0,0,0,0,0,0,0,0,14,0,17
SSC50161,..,101,101,139,5,143,45,0,47,31,0,31,13,0,15,4,0,4,233,107,343
SSC50162,..,10,10,60,0,60,14,0,14,34,0,34,20,0,20,6,0,6,136,10,144
SSC50163,..,12,12,11,0,11,3,0,3,6,0,6,0,0,0,0,0,0,20,12,34
SSC50164,..,12,12,13,0,11,3,0,3,8,0,8,4,0,4,0,0,0,19,9,32
SSC50165,..,12,12,12,0,14,5,0,5,5,0,5,5,0,5,0,0,0,26,11,41
SSC50166,..,5,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
SSC50167,..,12,12,3,0,3,4,0,4,5,0,5,8,0,8,0,0,0,22,12,29
SSC50168,..,49,49,87,3,97,38,0,38,40,0,40,17,0,17,6,0,6,191,57,246
SSC50169,..,79,79,169,10,182,71,0,70,63,0,63,33,0,33,14,0,14,339,94,431
SSC50170,..,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,7,0,8
SSC50171,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13
SSC50172,..,123,123,136,4,138,35,0,35,36,0,36,17,0,17,9,0,9,230,124,358
SSC50173,..,163,163,375,32,409,249,7,253,197,0,198,65,0,65,41,0,41,923,198,1123
SSC50174,..,5,5,15,0,13,0,0,0,0,0,0,3,0,3,0,0,0,22,3,26
SSC50175,..,4,4,8,0,8,0,0,0,0,0,0,3,0,3,0,0,0,16,7,23
SSC50176,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11
SSC50177,..,57,57,61,8,67,12,0,12,10,0,10,0,0,0,0,0,0,89,63,145
SSC50178,..,232,232,211,24,239,109,15,129,130,5,136,41,0,39,17,0,17,514,277,788
SSC50179,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50180,..,381,381,445,27,479,99,0,99,117,0,117,50,0,50,21,0,21,739,414,1150
SSC50181,..,19,19,97,3,99,34,0,38,52,0,52,24,0,24,16,0,16,228,24,255
SSC50182,..,3,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,3,11
SSC50183,..,348,348,572,24,595,211,5,216,209,0,210,71,0,71,26,0,24,1081,382,1463
SSC50184,..,6,6,58,0,58,40,0,40,56,0,56,25,0,25,16,0,16,198,6,209
SSC50185,..,108,108,93,5,100,57,0,57,47,0,47,13,0,15,15,0,15,227,114,337
SSC50186,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50187,..,155,155,235,25,256,199,3,201,173,3,177,88,0,88,54,0,54,744,187,929
SSC50188,..,18,18,38,0,38,7,0,7,10,0,10,10,0,10,0,0,0,71,18,86
SSC50189,..,96,96,92,4,98,37,0,35,32,0,32,19,0,19,3,0,3,186,102,283
SSC50190,..,407,407,352,62,412,163,12,171,147,4,151,64,3,72,48,0,50,772,483,1256
SSC50191,..,6,6,12,0,12,4,0,4,5,0,5,3,0,3,0,0,0,34,6,38
SSC50192,..,24,24,31,0,33,8,0,8,3,0,3,8,0,8,0,0,0,56,29,86
SSC50193,..,10,10,16,0,19,6,0,3,7,0,7,4,0,4,0,0,0,41,14,51
SSC50194,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50195,..,21,21,25,0,25,5,0,5,5,0,5,0,0,0,0,0,0,40,21,66
SSC50196,..,99,99,107,3,112,25,0,25,26,0,26,18,0,18,3,0,3,184,106,285
SSC50197,..,103,103,140,8,147,64,0,70,46,0,46,34,0,34,18,0,18,302,108,414
SSC50198,..,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,7,0,7
SSC50199,..,5,5,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,7,5,12
SSC50200,..,220,220,267,29,294,150,9,158,146,0,146,45,3,48,25,0,25,632,260,890
SSC50201,..,616,616,833,40,865,424,14,433,544,5,555,193,3,194,87,3,84,2076,675,2753
SSC50202,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
SSC50203,..,3,3,12,0,12,8,0,8,5,0,5,0,0,0,0,0,0,29,3,33
SSC50204,..,10,10,18,0,21,11,0,11,3,0,3,3,0,3,0,0,0,37,14,50
SSC50205,..,9,9,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
SSC50206,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50207,..,232,232,542,37,581,288,3,289,296,3,298,144,0,144,64,0,64,1333,281,1616
SSC50208,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50209,..,0,0,4,0,4,3,0,3,4,0,4,3,0,3,0,0,0,13,0,15
SSC50210,..,504,504,573,48,619,167,6,171,127,0,125,49,0,54,11,0,11,923,565,1486
SSC50211,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50212,..,3,3,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,10,3,13
SSC50213,..,5,5,5,0,5,0,0,0,0,0,0,7,0,7,0,0,0,13,5,17
SSC50214,..,4,4,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,15,4,20
SSC50215,..,4,4,10,0,10,3,0,3,0,0,0,0,0,0,0,0,0,13,4,11
SSC50216,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50217,..,42,42,84,6,92,36,0,36,57,0,57,23,0,23,13,0,13,211,48,252
SSC50218,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50219,..,5,5,10,0,10,0,0,3,0,0,0,0,0,0,0,0,0,14,5,17
SSC50220,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC50221,..,51,51,287,4,291,200,0,200,344,0,344,106,0,106,32,0,32,966,55,1022
SSC50222,..,11,11,28,0,28,15,0,15,21,0,21,7,0,7,5,0,5,70,16,86
SSC50223,..,3,3,17,0,17,3,0,3,3,0,3,3,0,3,0,0,0,30,3,34
SSC50224,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC50225,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50226,..,276,276,350,53,403,127,22,147,65,3,72,14,3,15,7,3,12,569,360,926
SSC50227,..,350,350,267,21,293,83,3,82,55,3,60,23,0,23,14,0,15,445,378,824
SSC50228,..,718,718,1113,88,1201,797,19,813,877,3,883,402,0,402,171,0,171,3365,830,4193
SSC50229,..,620,620,1414,87,1499,919,11,931,989,3,993,425,0,425,238,0,242,3990,720,4716
SSC50230,..,419,419,535,46,585,276,17,294,265,7,269,130,3,129,75,3,75,1268,496,1769
SSC50231,..,8,8,16,0,16,0,0,0,3,0,3,0,0,0,0,0,0,20,8,26
SSC50232,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50233,..,33,33,20,3,29,8,0,8,12,0,12,3,0,3,3,0,3,46,37,86
SSC50234,..,330,330,234,24,260,87,0,89,78,0,78,33,0,33,22,0,22,449,363,810
SSC50235,..,3,3,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,11,3,13
SSC50236,..,0,0,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0,4,0,3
SSC50237,..,19,19,29,3,30,17,0,17,26,0,26,19,0,19,44,0,44,132,20,151
SSC50238,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3
SSC50239,..,384,384,460,59,515,290,17,307,197,0,200,102,0,102,73,0,73,1123,459,1586
SSC50240,..,0,0,0,0,3,0,0,0,3,0,3,4,0,4,0,0,0,8,0,5
SSC50241,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50242,..,3,3,7,0,7,0,0,0,0,0,0,6,0,6,0,0,0,15,3,17
SSC50243,..,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,4,3,0,6
SSC50244,..,1033,1033,2430,143,2569,1902,52,1961,2533,29,2567,1048,6,1058,557,9,566,8477,1272,9755
SSC50245,..,522,522,551,111,666,357,57,414,279,20,294,118,14,133,77,4,82,1378,731,2111
SSC50246,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50247,..,74,74,82,3,81,25,0,25,17,0,17,6,0,6,5,0,5,132,76,214
SSC50248,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC50249,..,10,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9
SSC50250,..,184,184,351,20,369,135,0,136,122,0,122,67,0,67,17,0,17,689,200,894
SSC50251,..,14,14,20,0,24,3,0,3,12,0,12,3,0,3,0,0,0,43,17,60
SSC50252,..,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
SSC50253,..,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10
SSC50254,..,20,20,28,3,36,22,0,21,26,0,24,18,0,18,11,0,11,102,24,122
SSC50255,..,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,7,0,6
SSC50256,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50257,..,3,3,14,3,17,7,0,7,6,0,6,4,0,4,0,0,0,34,8,39
SSC50258,..,7,7,18,0,18,7,0,7,4,0,4,6,0,6,0,0,0,30,12,46
SSC50259,..,21,21,105,3,106,52,0,52,76,0,76,40,0,40,26,0,26,297,21,319
SSC50260,..,740,740,656,96,751,289,12,303,202,3,207,63,6,69,36,0,38,1244,862,2107
SSC50261,..,285,285,781,15,798,361,5,366,525,4,532,173,0,173,48,0,48,1893,313,2208
SSC50262,..,812,812,762,121,884,335,60,398,283,28,311,101,3,106,40,3,47,1522,1030,2554
SSC50263,..,8,8,12,0,16,6,0,6,3,0,3,0,0,0,3,0,3,24,12,33
SSC50264,..,25,25,56,0,59,33,0,37,50,0,50,13,0,13,19,0,19,167,30,200
SSC50265,..,62,62,63,8,68,13,0,13,12,0,12,6,0,6,3,0,3,96,62,162
SSC50266,..,34,34,16,3,22,4,0,7,4,0,4,3,0,3,0,0,0,34,35,71
SSC50267,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50268,..,177,177,597,26,624,434,4,437,609,3,614,241,0,243,98,0,98,1977,210,2187
SSC50269,..,5,5,11,0,11,3,0,3,0,0,0,0,0,0,0,0,0,16,5,19
SSC50270,..,3,3,6,0,6,0,0,0,3,0,3,5,0,5,0,0,0,15,3,17
SSC50271,..,4,4,11,0,14,3,0,3,11,0,11,3,0,3,0,0,0,28,8,38
SSC50272,..,340,340,468,29,496,215,0,216,199,0,198,84,0,84,46,0,46,1010,372,1379
SSC50273,..,29,29,69,6,72,41,0,41,56,0,55,28,0,28,14,0,14,208,38,245
SSC50274,..,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,4,9
SSC50275,..,19,19,25,3,26,5,0,5,6,0,6,5,0,5,4,0,4,51,19,68
SSC50276,..,260,260,547,30,579,359,9,365,351,4,350,128,0,128,71,0,74,1452,303,1760
SSC50277,..,175,175,78,14,91,29,0,29,17,0,17,3,0,3,10,0,10,132,190,318
SSC50278,..,63,63,84,6,90,20,0,18,25,0,23,3,3,6,0,0,0,135,70,206
SSC50279,..,15,15,30,0,30,8,0,8,7,0,7,3,0,3,3,0,3,53,15,65
SSC50280,..,82,82,126,15,145,71,3,77,61,0,61,22,0,22,16,0,19,302,102,402
