SSC_CODE_2016,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SSC50001,0,0,0,15,4,0,21,27,7,53
SSC50002,16,5,20,271,54,15,340,572,56,968
SSC50003,0,0,0,21,5,0,27,37,13,75
SSC50004,0,0,0,4,0,0,3,19,0,28
SSC50005,0,0,0,9,3,3,13,25,7,46
SSC50006,33,9,40,164,87,0,251,825,92,1170
SSC50007,0,0,0,8,5,0,12,22,0,38
SSC50008,53,9,58,1301,457,63,1820,4197,356,6371
SSC50009,0,3,3,0,0,0,0,4,3,9
SSC50010,52,9,62,497,134,18,649,1247,121,2019
SSC50011,0,0,3,1408,263,49,1715,2520,409,4639
SSC50012,0,0,0,4,0,0,4,8,3,19
SSC50013,4,0,4,126,49,3,181,267,34,479
SSC50014,0,0,0,17,4,0,23,64,8,90
SSC50015,0,0,0,0,0,0,0,5,0,11
SSC50016,3,0,3,100,37,3,135,192,20,347
SSC50017,0,0,0,9,4,0,18,27,8,56
SSC50018,0,0,0,0,0,0,0,9,0,9
SSC50019,0,0,0,32,14,0,49,140,20,210
SSC50020,0,0,0,9,0,0,9,35,0,50
SSC50021,0,0,0,0,0,0,0,0,0,0
SSC50022,144,68,218,1062,496,33,1596,3748,466,5806
SSC50023,0,0,0,10,4,0,11,31,0,40
SSC50024,105,13,118,699,286,22,1005,2307,161,3476
SSC50025,8,0,7,87,30,5,126,268,34,425
SSC50026,264,88,357,1951,755,76,2782,6772,1371,10925
SSC50027,0,0,0,13,0,0,10,20,5,40
SSC50028,0,0,0,6,0,0,6,5,0,9
SSC50029,0,0,0,5,0,0,13,21,0,35
SSC50030,4,0,4,18,8,0,21,61,4,89
SSC50031,18,0,18,354,178,5,533,1457,228,2219
SSC50032,48,5,47,487,144,17,649,1313,143,2102
SSC50033,0,0,0,0,4,0,4,0,3,10
SSC50034,19,0,19,218,66,8,289,713,82,1082
SSC50035,144,23,170,1065,422,43,1533,3226,348,5106
SSC50036,21,4,28,2160,440,77,2681,3744,285,6712
SSC50037,60,0,60,1708,250,50,2005,2218,208,4433
SSC50038,58,18,74,132,75,3,209,928,119,1252
SSC50039,115,23,148,2935,809,136,3881,6088,944,10921
SSC50040,18,0,17,2383,515,79,2979,3999,442,7425
SSC50041,0,0,0,3,0,0,3,3,0,8
SSC50042,0,0,0,3,3,0,6,6,0,15
SSC50043,0,0,0,11,0,0,13,23,0,42
SSC50044,0,0,0,0,3,0,3,13,0,23
SSC50045,0,0,0,9,0,0,6,22,0,34
SSC50046,3,0,3,7,0,0,8,8,0,16
SSC50047,0,0,0,3,0,0,3,4,7,14
SSC50048,0,0,0,44,21,0,68,87,4,165
SSC50049,0,0,0,0,0,0,0,12,0,11
SSC50050,0,0,0,4,0,0,4,21,19,40
SSC50051,5,0,10,171,69,3,249,584,74,904
SSC50052,0,0,0,30,9,0,37,77,18,131
SSC50053,212,152,360,1506,576,43,2126,5806,876,8811
SSC50054,86,12,100,7034,1554,296,8891,12116,2034,23041
SSC50055,75,16,97,1931,504,44,2479,6609,1152,10241
SSC50056,9,0,8,52,43,3,93,342,41,476
SSC50057,0,0,0,10,0,0,12,8,6,20
SSC50058,0,0,0,0,0,0,0,0,0,0
SSC50059,0,0,0,12,3,0,9,40,7,61
SSC50060,0,0,0,0,0,0,0,0,5,5
SSC50061,136,21,161,3036,1085,108,4231,9933,820,14981
SSC50062,0,0,0,6,0,0,6,11,3,19
SSC50063,0,0,0,5,10,0,14,42,0,59
SSC50064,0,0,0,8,4,0,9,23,3,41
SSC50065,0,0,0,5,0,0,7,21,12,40
SSC50066,0,0,0,44,13,4,65,154,26,237
SSC50067,0,0,0,34,26,7,67,108,12,189
SSC50068,15,0,17,366,121,21,502,1081,127,1711
SSC50069,13,0,15,2170,415,63,2649,3657,488,6793
SSC50070,0,0,0,0,0,0,0,0,0,0
SSC50071,0,0,0,35,5,0,46,68,11,123
SSC50072,0,0,0,3,0,0,3,13,0,21
SSC50073,0,0,0,3,0,0,3,9,0,12
SSC50074,0,0,0,8,0,0,8,9,5,21
SSC50075,8,0,8,155,52,9,215,474,48,737
SSC50076,0,0,0,255,35,4,301,1259,406,1961
SSC50077,3,0,3,38,14,0,52,170,17,244
SSC50078,211,32,238,1746,550,97,2391,5497,585,8466
SSC50079,84,12,97,605,267,19,895,2023,163,3075
SSC50080,0,0,0,0,0,0,0,0,0,0
SSC50081,0,0,0,970,140,41,1149,1354,507,3004
SSC50082,34,8,44,535,139,35,703,1441,162,2310
SSC50083,287,151,444,2484,738,96,3315,7716,936,11967
SSC50084,35,4,41,194,68,13,273,803,121,1194
SSC50085,3,0,3,39,11,4,61,53,8,116
SSC50086,96,14,116,814,297,57,1168,2649,298,4112
SSC50087,0,0,0,0,0,0,0,0,0,0
SSC50088,0,0,0,11,8,9,24,20,3,52
SSC50089,0,0,0,8,0,0,11,20,11,38
SSC50090,73,16,86,1198,399,50,1652,4018,451,6118
SSC50091,80,17,95,937,289,40,1262,2806,354,4421
SSC50092,17,0,16,533,180,27,741,1359,149,2239
SSC50093,93,11,96,1418,513,48,1977,4761,556,7298
SSC50094,3,0,3,25,14,0,39,73,9,114
SSC50095,0,0,0,3,0,0,3,24,12,38
SSC50096,0,0,0,4,3,0,4,15,6,27
SSC50097,0,0,0,17,5,0,22,80,8,108
SSC50098,22,7,26,1547,392,47,1986,3345,362,5694
SSC50099,0,0,0,0,0,0,0,16,3,19
SSC50100,4,0,4,10,3,0,18,73,5,89
SSC50101,0,0,0,26,8,0,32,90,10,131
SSC50102,32,6,40,698,267,36,1005,1952,181,3137
SSC50103,3,0,3,39,19,4,57,148,15,223
SSC50104,19,4,23,222,108,13,342,812,118,1267
SSC50105,124,31,161,914,306,30,1249,3885,655,5780
SSC50106,3,0,8,46,10,0,50,122,16,192
SSC50107,0,0,0,40,13,8,60,94,21,170
SSC50108,0,0,0,0,0,0,0,10,3,20
SSC50109,0,0,0,21,11,0,28,63,16,114
SSC50110,12,0,14,1009,248,39,1300,2420,261,3976
SSC50111,540,153,698,665,269,8,945,6198,920,8060
SSC50112,26,3,26,220,95,9,321,773,140,1237
SSC50113,0,0,0,3,0,0,8,16,0,25
SSC50114,0,0,0,0,0,0,0,0,0,0
SSC50115,4,0,7,1540,283,52,1879,2198,270,4343
SSC50116,31,5,36,127,53,4,185,664,146,988
SSC50117,117,33,148,973,376,44,1395,3206,292,4890
SSC50118,9,0,13,95,69,3,163,372,31,567
SSC50119,188,109,299,1040,458,44,1545,3483,453,5484
SSC50120,0,0,0,3,0,0,3,3,0,5
SSC50121,0,0,0,23,9,5,30,122,22,179
SSC50122,0,0,0,5,6,0,9,5,0,18
SSC50123,4,0,4,279,68,14,360,535,108,1013
SSC50124,0,0,0,0,0,0,0,0,0,0
SSC50125,0,0,0,17,3,0,19,24,11,51
SSC50126,13,0,15,160,66,13,230,637,93,956
SSC50127,0,0,0,0,0,0,0,0,0,0
SSC50128,0,0,0,3,0,0,3,5,0,4
SSC50129,7,0,9,233,69,16,315,580,83,976
SSC50130,0,0,0,8,3,0,11,32,16,58
SSC50131,0,0,0,18,6,0,30,29,4,61
SSC50132,33,52,87,163,99,14,268,667,214,1148
SSC50133,0,0,0,8,4,3,14,38,3,53
SSC50134,0,0,0,6,3,0,13,15,3,37
SSC50135,0,0,0,6,0,0,11,11,0,22
SSC50136,3,0,3,6,0,0,11,30,10,50
SSC50137,7,3,14,246,71,13,328,484,88,906
SSC50138,0,0,0,6,3,0,14,4,0,17
SSC50139,0,0,0,3,3,0,5,28,3,31
SSC50140,0,0,0,22,4,0,26,105,4,139
SSC50141,0,0,0,13,0,0,17,5,0,21
SSC50142,0,0,0,30,6,0,35,106,10,155
SSC50143,0,0,0,33,3,0,37,63,35,134
SSC50144,0,0,0,0,0,0,0,3,0,3
SSC50145,3,0,3,18,4,0,27,61,5,99
SSC50146,0,0,0,6,0,0,6,18,3,30
SSC50147,0,0,0,0,0,0,0,5,3,7
SSC50148,259,29,294,911,319,26,1255,3031,251,4537
SSC50149,0,0,0,0,0,0,0,6,5,12
SSC50150,0,0,0,0,0,0,0,0,0,0
SSC50151,0,0,0,12,5,0,21,74,10,103
SSC50152,0,0,0,5,3,0,11,15,0,26
SSC50153,0,0,0,4,0,0,4,17,4,27
SSC50154,0,0,0,0,0,0,0,4,0,4
SSC50155,0,0,0,11,10,0,21,19,3,49
SSC50156,0,0,0,5,0,0,8,13,8,33
SSC50157,0,0,0,12,11,0,20,64,5,92
SSC50158,0,0,0,6,3,0,12,32,3,52
SSC50159,16,4,21,819,181,34,1039,2209,499,3742
SSC50160,0,0,0,11,6,0,17,21,3,42
SSC50161,7,4,10,96,77,5,179,489,53,720
SSC50162,0,0,0,84,34,9,126,210,27,362
SSC50163,0,0,0,7,3,4,17,31,10,59
SSC50164,0,0,0,16,5,0,19,42,0,61
SSC50165,0,0,0,22,4,0,25,53,10,84
SSC50166,0,0,0,6,3,0,7,16,3,35
SSC50167,0,0,0,23,0,0,23,31,4,59
SSC50168,12,4,12,126,34,3,165,352,15,534
SSC50169,17,3,20,204,108,9,323,590,56,970
SSC50170,0,0,0,7,0,0,7,11,3,16
SSC50171,0,0,0,7,0,0,7,15,0,23
SSC50172,24,10,34,108,52,6,162,486,96,747
SSC50173,0,0,0,754,114,10,886,1517,159,2558
SSC50174,0,0,0,8,3,3,16,39,6,68
SSC50175,0,0,0,7,3,0,11,23,3,39
SSC50176,0,0,0,5,0,0,5,19,11,31
SSC50177,4,0,4,37,23,4,62,230,44,335
SSC50178,50,5,56,337,116,13,472,1057,145,1674
SSC50179,0,0,0,0,0,0,0,3,0,3
SSC50180,62,15,72,379,179,13,574,1522,242,2331
SSC50181,5,0,5,135,50,9,193,422,54,668
SSC50182,0,0,0,4,9,0,12,14,4,33
SSC50183,207,132,345,574,201,23,798,2304,464,3564
SSC50184,0,0,0,163,32,3,200,306,49,560
SSC50185,3,4,12,143,40,9,190,422,187,795
SSC50186,0,0,0,0,0,0,0,8,3,13
SSC50187,3,0,9,585,114,24,730,1178,191,2096
SSC50188,3,0,3,30,22,0,53,123,24,208
SSC50189,14,23,38,102,42,4,142,385,92,626
SSC50190,19,7,22,493,157,29,681,1853,691,3226
SSC50191,0,0,0,29,7,0,30,59,11,96
SSC50192,0,0,6,29,13,0,42,119,40,202
SSC50193,0,0,0,28,5,0,37,67,7,111
SSC50194,0,0,0,0,0,0,0,0,0,0
SSC50195,3,0,3,17,4,0,18,84,26,132
SSC50196,15,3,18,96,45,0,145,357,58,557
SSC50197,10,0,11,162,90,17,261,564,85,916
SSC50198,0,0,0,6,3,0,10,12,3,19
SSC50199,0,0,0,3,0,0,3,20,9,41
SSC50200,0,0,3,475,90,21,578,1251,261,2095
SSC50201,332,31,368,1204,548,44,1796,4371,257,6422
SSC50202,0,0,0,0,0,0,0,7,0,4
SSC50203,0,0,0,16,4,0,25,35,7,66
SSC50204,3,0,3,22,0,0,22,64,6,101
SSC50205,0,0,0,0,0,0,0,33,3,34
SSC50206,0,0,0,0,0,0,0,3,0,8
SSC50207,18,4,32,865,265,27,1158,2470,500,4135
SSC50208,0,0,0,0,0,0,0,0,0,0
SSC50209,0,0,0,3,3,0,4,32,7,43
SSC50210,156,25,181,458,239,11,707,2204,374,3284
SSC50211,0,0,0,3,3,0,4,5,0,7
SSC50212,0,0,0,5,0,0,5,11,0,19
SSC50213,0,0,0,8,5,3,23,10,14,43
SSC50214,5,0,5,11,0,0,8,31,6,44
SSC50215,0,0,0,3,3,0,7,17,0,26
SSC50216,0,0,0,0,0,0,0,0,0,0
SSC50217,4,3,6,168,46,8,223,312,45,579
SSC50218,0,0,0,0,0,0,0,7,0,7
SSC50219,3,0,3,5,0,0,3,27,448,481
SSC50220,0,0,0,0,0,0,3,0,0,4
SSC50221,3,0,3,751,203,36,985,1511,89,2584
SSC50222,6,0,6,67,15,0,77,92,25,199
SSC50223,0,0,0,24,5,0,28,41,12,77
SSC50224,0,0,0,10,0,0,6,8,0,12
SSC50225,0,0,0,0,0,0,0,0,0,3
SSC50226,10,0,17,223,115,3,339,1517,299,2153
SSC50227,64,19,82,209,106,12,326,1123,207,1648
SSC50228,25,8,39,2832,596,113,3542,5092,1021,9658
SSC50229,75,16,89,3348,846,142,4343,5767,682,10793
SSC50230,11,0,9,839,240,71,1155,2394,576,4125
SSC50231,0,0,3,9,8,0,11,34,5,56
SSC50232,0,0,0,0,0,0,0,6,4,8
SSC50233,0,0,0,28,11,0,40,110,25,169
SSC50234,104,24,128,258,84,16,352,1116,199,1676
SSC50235,0,0,0,0,0,0,5,33,0,38
SSC50236,0,0,0,3,3,0,9,8,0,14
SSC50237,4,0,4,112,99,13,231,251,32,506
SSC50238,0,0,0,0,3,0,6,14,4,24
SSC50239,31,25,54,692,278,39,1011,2230,279,3523
SSC50240,0,0,0,12,0,0,12,6,4,23
SSC50241,0,0,0,0,0,0,0,3,3,13
SSC50242,0,0,0,7,7,4,25,27,0,49
SSC50243,0,0,0,7,0,0,7,8,0,12
SSC50244,135,71,213,6307,1770,175,8251,15803,2114,26167
SSC50245,72,13,84,871,180,19,1065,3514,467,5038
SSC50246,0,0,0,0,0,0,0,0,3,5
SSC50247,9,3,5,66,29,0,95,292,53,442
SSC50248,0,0,0,0,0,0,0,4,12,17
SSC50249,0,0,0,3,0,0,3,15,0,13
SSC50250,21,4,27,423,132,33,585,1160,195,1941
SSC50251,0,0,0,22,5,0,28,89,6,123
SSC50252,0,0,0,0,0,0,3,14,34,49
SSC50253,0,0,0,5,0,0,5,15,0,21
SSC50254,3,0,3,55,40,0,99,224,44,367
SSC50255,0,0,0,9,0,0,8,4,0,13
SSC50256,0,0,0,0,0,0,0,0,0,0
SSC50257,3,0,3,14,5,0,23,58,16,101
SSC50258,0,0,0,13,7,3,22,61,6,87
SSC50259,0,0,0,205,77,10,292,530,49,872
SSC50260,146,28,170,684,281,39,1005,2804,498,4311
SSC50261,79,10,87,1241,522,50,1819,3070,221,5105
SSC50262,111,54,170,873,264,26,1170,3792,604,5569
SSC50263,0,0,0,16,12,0,23,38,10,72
SSC50264,8,14,22,119,51,3,169,338,110,615
SSC50265,3,0,3,48,17,3,69,221,36,327
SSC50266,8,0,9,19,11,3,30,120,32,181
SSC50267,0,0,0,0,0,0,0,5,0,5
SSC50268,25,0,25,1532,419,60,2014,3176,246,5440
SSC50269,0,0,0,10,0,0,8,29,3,38
SSC50270,0,0,0,14,0,0,15,26,4,43
SSC50271,0,0,0,27,4,4,39,38,8,86
SSC50272,45,13,57,633,236,42,910,1857,379,3143
SSC50273,4,3,5,108,53,3,166,440,984,1592
SSC50274,0,0,0,11,0,0,9,31,9,50
SSC50275,0,0,0,25,18,3,43,95,3,149
SSC50276,23,0,26,1071,261,44,1377,2460,262,4098
SSC50277,31,7,39,64,49,7,117,392,60,575
SSC50278,5,0,6,64,35,0,97,294,64,460
SSC50279,0,0,0,20,13,0,28,97,26,147
SSC50280,0,0,0,192,91,3,291,565,59,912
SSC50281,0,0,0,0,0,0,0,5,0,13
SSC50282,0,0,0,12,0,0,12,20,6,42
SSC50283,5,0,5,24,4,0,26,93,11,127
SSC50284,0,0,3,17,6,3,32,49,10,90
SSC50285,0,0,0,11,5,0,14,28,15,51
SSC50286,0,0,0,8,6,3,14,24,3,40
SSC50287,0,0,0,4,0,0,4,10,0,10
SSC50288,0,0,0,0,0,0,0,12,13,19
SSC50289,19,3,21,303,121,13,435,918,129,1483
SSC50290,3,6,5,143,58,7,212,456,76,749
SSC50291,0,0,0,6,3,0,7,23,0,27
SSC50292,33,4,37,651,192,18,861,1683,120,2659
