SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC50416,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,9,..,0,4,5,3,4,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,6,4,3,5,0,0,0,25
SSC50417,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50418,..,10,10,0,4,4,3,0,0,30,..,0,6,14,19,39,35,34,16,166,9,5,12,3,9,9,6,0,0,46,268,108,143,153,166,182,148,81,30,1270,..,8,110,172,163,197,190,89,12,944,..,30,63,48,43,30,13,3,0,225,..,9,10,24,25,4,9,7,0,87,516,..,..,..,..,..,..,..,..,516,..,70,..,..,..,..,..,..,..,70,..,63,17,6,13,4,0,0,0,103,..,16,3,0,3,3,4,3,3,37,..,3,9,3,3,3,0,0,0,16,..,16,18,0,10,13,12,0,0,69,..,3,20,25,30,63,62,49,21,273,15,9,24,3,11,10,6,4,0,81,528,222,275,287,287,330,294,157,48,2429
SSC50419,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,..,0,0,0,0,7,3,4,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,12,3,4,0,33
SSC50420,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,9,10,7,0,0,30,..,0,0,0,4,9,8,4,0,32,..,0,6,0,5,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,3,..,..,..,..,..,..,..,3,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,5,4,5,6,3,11,15,12,4,0,64
SSC50421,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50422,..,36,111,19,7,10,7,3,0,196,..,5,51,50,74,99,95,83,56,509,5,18,16,8,4,10,3,0,0,65,697,431,744,633,561,433,251,179,87,4028,..,5,426,755,648,463,223,150,61,2728,..,41,404,187,82,73,24,8,0,817,..,5,25,66,116,61,25,18,5,322,1453,..,..,..,..,..,..,..,..,1453,..,439,..,..,..,..,..,..,..,439,..,163,104,24,16,9,3,0,0,328,..,42,29,7,9,10,7,14,10,127,..,11,51,8,0,5,0,0,0,81,..,72,238,38,25,29,10,10,0,417,..,18,104,100,142,172,140,104,65,844,12,28,27,8,14,12,11,0,3,117,1459,840,1409,1196,1045,827,449,296,151,7668
SSC50423,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,13,8,11,3,29,0,0,0,0,0,0,0,0,0,3,44,16,28,25,20,39,25,16,3,208,..,0,20,31,33,39,46,12,3,175,..,4,11,7,10,0,0,0,0,29,..,3,3,5,3,3,0,0,4,18,88,..,..,..,..,..,..,..,..,88,..,0,..,..,..,..,..,..,..,0,..,11,0,3,0,3,0,0,0,15,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,7,..,0,0,0,3,0,0,0,0,11,..,3,3,7,3,21,12,10,3,53,0,0,0,0,0,3,0,0,0,11,91,27,42,46,49,65,59,23,10,413
SSC50424,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,16,..,0,3,0,7,3,0,0,0,20,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,0,7,3,4,0,0,35
SSC50425,..,0,0,0,0,3,0,0,0,8,..,0,4,3,8,10,4,0,3,31,3,3,0,0,3,4,3,0,0,16,162,82,96,105,93,71,41,10,0,670,..,4,78,142,115,84,67,12,4,503,..,27,68,30,13,10,4,0,0,158,..,3,10,8,22,4,0,0,0,46,339,..,..,..,..,..,..,..,..,339,..,57,..,..,..,..,..,..,..,57,..,35,12,0,0,0,0,0,0,46,..,12,0,0,0,3,3,0,0,22,..,0,0,3,0,0,0,0,0,8,..,3,3,3,3,3,0,0,0,17,..,5,8,9,14,19,5,3,3,71,6,5,8,3,5,4,3,0,0,38,341,152,182,206,176,130,89,24,5,1293
SSC50426,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC50427,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,7,..,0,3,0,0,3,0,0,0,4,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,3,0,0,23
SSC50428,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,4,0,0,0,0,0,16,..,0,3,9,0,0,0,0,0,13,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,9,0,0,0,0,0,27
SSC50429,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,5,6,0,0,0,0,29,..,0,4,14,11,3,3,0,0,28,..,0,0,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,16,0,7,12,10,7,10,0,0,63
SSC50430,..,17,14,5,16,9,15,6,0,77,..,7,19,12,34,65,111,98,53,398,13,6,5,7,7,14,4,4,3,75,400,310,265,286,370,444,471,284,80,2912,..,17,191,238,395,479,559,319,56,2247,..,53,117,88,73,72,63,21,0,493,..,16,31,84,61,47,22,18,10,284,773,..,..,..,..,..,..,..,..,773,..,198,..,..,..,..,..,..,..,198,..,164,70,37,15,12,5,0,0,298,..,32,8,4,15,22,17,13,4,107,..,19,20,6,3,7,0,0,0,57,..,26,26,23,28,25,32,8,0,174,..,17,37,45,86,123,192,138,68,706,22,22,15,21,16,19,12,9,3,143,794,568,520,543,692,802,893,519,143,5484
SSC50431,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,..,0,3,0,0,5,5,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,3,4,0,8,9,0,0,28
SSC50432,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,10,3,0,0,0,21,..,0,0,3,9,3,0,0,0,11,..,0,0,3,4,3,0,0,0,7,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,4,3,0,5,13,9,0,0,0,40
SSC50433,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,..,0,0,4,4,6,0,3,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,6,0,3,0,15
SSC50434,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,6,6,6,15,22,19,3,0,89,..,0,4,9,16,23,31,11,0,97,..,0,0,0,6,6,0,0,0,14,..,0,0,0,0,0,0,0,0,4,23,..,..,..,..,..,..,..,..,23,..,3,..,..,..,..,..,..,..,3,..,9,3,0,3,0,0,0,0,15,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,8,..,0,3,0,0,4,3,0,0,11,0,3,0,0,3,3,0,0,0,6,23,17,16,12,37,39,40,13,3,191
SSC50435,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,3,6,3,15,16,3,0,0,63,..,0,4,4,24,23,6,0,0,69,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,4,..,..,..,..,..,..,..,4,..,3,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,0,0,0,5,0,3,0,0,3,0,0,0,0,5,19,14,9,7,29,26,10,3,0,128
SSC50436,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,4,3,0,19,0,0,0,0,0,0,0,0,0,0,25,3,19,13,9,26,11,10,0,118,..,0,15,7,19,22,16,15,0,98,..,4,16,8,0,0,0,0,0,36,..,0,0,0,0,3,0,0,0,9,34,..,..,..,..,..,..,..,..,34,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,3,3,3,18,9,7,0,48,0,0,0,0,0,0,3,0,0,4,34,11,44,23,25,49,25,21,0,232
SSC50437,..,12,25,8,7,15,8,0,0,79,..,12,11,19,34,105,141,113,69,506,16,15,17,6,3,9,13,5,0,87,1512,767,607,1090,1087,1028,781,281,128,7284,..,4,450,1574,1580,1470,1190,335,80,6683,..,36,190,215,175,96,38,7,5,757,..,3,20,107,169,81,45,20,9,448,3153,..,..,..,..,..,..,..,..,3153,..,974,..,..,..,..,..,..,..,974,..,453,312,69,32,9,3,0,0,887,..,70,41,9,10,23,36,24,19,230,..,28,27,18,7,10,0,0,0,84,..,34,62,16,13,26,9,3,0,170,..,31,52,60,76,163,195,141,95,808,39,39,31,9,14,24,17,5,3,176,3190,1677,1184,2067,2066,1892,1532,545,206,14369
SSC50438,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50439,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,0,3,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7
SSC50440,..,9,27,5,7,11,0,0,0,61,..,7,7,12,18,32,56,21,15,177,3,10,18,9,7,12,17,7,0,84,591,167,346,456,262,236,239,89,29,2419,..,0,258,549,344,288,283,131,24,1871,..,17,167,141,66,35,31,4,3,458,..,3,15,63,60,13,13,5,3,171,1182,..,..,..,..,..,..,..,..,1182,..,142,..,..,..,..,..,..,..,142,..,81,23,14,8,0,0,0,0,122,..,11,13,0,0,3,0,6,3,30,..,18,23,9,0,3,0,0,0,51,..,24,91,21,18,15,9,0,0,164,..,12,21,37,47,64,84,33,17,312,14,24,34,24,20,26,31,15,3,184,1196,336,644,842,553,445,445,189,51,4701
SSC50441,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,3,13,10,12,11,8,7,0,0,0,69,..,0,0,4,6,9,0,0,0,20,..,8,8,10,3,3,0,0,0,31,..,0,0,3,3,0,0,3,0,10,27,..,..,..,..,..,..,..,..,27,..,4,..,..,..,..,..,..,..,4,..,4,0,0,0,0,0,0,0,8,..,3,4,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,4,3,0,0,0,13,4,3,0,0,0,0,0,0,0,7,34,29,18,24,16,16,3,0,0,133
SSC50442,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,3,3,6,0,0,26,..,0,0,7,6,9,5,0,0,27,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,17,0,0,10,7,15,6,0,0,64
SSC50443,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,6,..,0,0,7,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,3,0,0,0,0,15
SSC50444,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,..,0,0,0,3,5,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,12
SSC50445,..,0,0,0,3,0,3,0,0,10,..,0,0,0,3,5,3,3,3,19,0,3,0,0,0,4,0,0,0,6,43,12,20,33,38,40,21,9,7,225,..,0,19,29,28,43,40,11,5,174,..,4,11,11,26,3,0,3,0,60,..,0,3,8,10,3,3,0,0,20,87,..,..,..,..,..,..,..,..,87,..,15,..,..,..,..,..,..,..,15,..,16,3,0,4,0,0,0,0,25,..,0,0,0,0,3,4,0,0,8,..,0,0,0,0,0,0,0,0,6,..,0,0,0,3,3,4,0,0,9,..,0,5,0,13,13,13,6,3,52,0,3,0,0,0,7,0,3,0,15,87,41,35,55,87,76,56,26,7,473
SSC50446,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,11,3,0,33,..,0,0,3,3,7,20,3,0,37,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,9,22,8,0,65
SSC50447,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,14,..,0,0,0,3,0,3,3,0,7,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,6,3,0,24
SSC50448,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,0,0,3,0,0,19,..,0,3,4,3,3,3,0,0,19,..,0,3,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,7,7,5,5,4,6,6,3,3,0,46
SSC50449,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,3,3,6,3,4,3,0,38,..,0,6,3,7,9,7,7,0,38,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,3,..,..,..,..,..,..,..,3,..,3,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,16,8,10,8,11,11,12,10,0,80
SSC50450,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,3,3,0,6,6,0,3,0,24,..,0,0,0,5,8,6,3,0,29,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,3,3,7,4,8,5,3,0,45
SSC50451,..,14,19,3,3,8,0,0,0,47,..,3,26,17,30,53,64,84,49,326,7,7,8,4,8,10,10,8,4,67,299,183,252,183,235,278,236,183,66,1910,..,5,138,194,236,301,272,171,38,1351,..,71,102,62,46,25,26,3,0,333,..,7,40,36,40,43,10,12,4,191,555,..,..,..,..,..,..,..,..,555,..,99,..,..,..,..,..,..,..,99,..,92,59,26,17,12,3,0,0,209,..,23,8,3,11,7,7,5,0,61,..,15,6,4,3,0,0,0,0,34,..,31,31,5,4,12,9,3,0,102,..,15,55,36,64,98,102,100,62,531,15,18,29,3,16,17,16,8,10,124,576,374,468,366,430,517,431,307,121,3587
