SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC51309,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,27,4,3,15,9,12,10,0,0,76,..,0,0,22,13,15,10,0,0,62,..,0,0,0,3,4,0,0,0,8,..,0,0,0,0,0,0,0,0,6,40,..,..,..,..,..,..,..,..,40,..,0,..,..,..,..,..,..,..,0,..,0,6,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,3,0,3,0,0,4,0,0,17,0,3,3,0,0,0,0,0,0,3,40,7,18,29,20,23,17,7,0,150
SSC51310,..,13,7,0,0,0,6,0,0,28,..,0,4,3,10,15,27,38,35,132,0,9,0,3,0,0,5,0,0,19,155,147,98,115,201,153,129,91,45,1134,..,3,59,167,291,241,166,99,23,1040,..,5,22,18,28,16,7,0,0,95,..,0,8,15,23,20,5,3,4,77,372,..,..,..,..,..,..,..,..,372,..,191,..,..,..,..,..,..,..,191,..,59,48,14,6,3,0,0,0,135,..,21,13,3,4,3,0,0,3,55,..,5,9,0,0,0,0,0,0,16,..,18,23,3,3,4,7,7,0,67,..,3,11,9,13,22,37,49,41,183,9,11,4,4,3,0,4,3,0,43,374,328,200,222,365,310,236,162,73,2262
SSC51311,..,4,5,0,3,3,0,4,9,31,..,0,0,0,6,15,24,29,8,83,4,11,3,4,0,4,0,0,0,24,131,113,114,97,124,164,103,77,26,949,..,0,73,116,134,226,146,88,5,794,..,9,27,35,22,17,3,4,0,112,..,0,3,11,21,20,9,3,6,76,258,..,..,..,..,..,..,..,..,258,..,95,..,..,..,..,..,..,..,95,..,58,52,25,10,9,0,0,0,160,..,10,3,0,3,9,5,5,0,31,..,8,15,4,5,0,0,0,0,26,..,11,14,10,8,14,3,4,4,74,..,3,5,14,12,25,31,39,13,145,6,11,7,9,0,5,0,3,0,39,263,212,205,213,216,321,198,138,39,1805
SSC51312,..,6,3,0,3,3,0,0,0,17,..,0,0,0,4,9,15,5,6,42,3,0,0,0,0,0,3,0,0,7,66,53,34,45,80,76,70,22,4,460,..,0,34,63,111,108,102,22,3,438,..,3,8,8,25,8,3,5,0,57,..,3,5,5,5,0,0,0,3,25,150,..,..,..,..,..,..,..,..,150,..,48,..,..,..,..,..,..,..,48,..,25,11,4,3,3,3,0,0,46,..,6,0,0,0,7,0,0,0,19,..,0,0,0,0,0,0,0,0,9,..,8,12,0,10,3,0,0,0,31,..,0,0,4,7,13,23,10,7,68,3,0,0,0,3,3,3,0,0,13,152,92,68,83,165,148,138,37,13,904
SSC51313,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51314,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,9
SSC51315,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,0,0,28,..,0,0,0,9,3,6,3,0,23,..,0,0,3,0,5,0,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,6,..,0,0,0,3,6,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,23,16,6,0,62
SSC51316,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,0,3,7,4,0,0,31,..,0,7,3,9,4,12,0,0,40,..,0,0,4,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,21,..,..,..,..,..,..,..,..,21,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,4,12,7,10,10,12,3,0,74
SSC51317,..,0,0,0,0,4,0,0,0,6,..,0,0,0,3,8,5,3,9,25,0,0,0,0,3,0,0,0,3,9,96,47,34,59,66,72,56,16,15,461,..,0,31,61,87,91,92,34,0,400,..,3,13,26,15,15,9,3,0,77,..,0,3,13,9,6,0,0,0,38,171,..,..,..,..,..,..,..,..,171,..,53,..,..,..,..,..,..,..,53,..,49,16,9,4,0,0,0,0,77,..,3,3,0,0,0,0,3,3,13,..,0,0,0,3,0,0,0,0,14,..,0,0,4,0,3,0,0,0,11,..,0,3,6,10,12,12,3,9,50,0,3,0,4,3,0,0,0,3,16,173,115,75,115,130,141,115,39,15,915
SSC51318,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,4,6,4,7,0,0,0,39,..,0,9,11,7,14,0,0,0,41,..,0,7,3,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,27,..,..,..,..,..,..,..,..,27,..,6,..,..,..,..,..,..,..,6,..,6,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,27,11,17,18,15,18,0,0,0,97
SSC51319,..,127,341,50,21,20,3,4,3,572,..,48,202,146,149,181,215,148,93,1193,19,28,44,12,11,8,7,3,4,141,939,712,1847,1105,830,703,486,284,132,7045,..,18,816,1074,767,673,436,230,58,4066,..,170,1113,447,203,147,33,8,0,2125,..,12,58,139,178,94,30,23,10,542,1973,..,..,..,..,..,..,..,..,1973,..,469,..,..,..,..,..,..,..,469,..,217,140,41,28,21,3,0,0,443,..,87,82,22,14,16,20,7,3,253,..,31,99,16,7,4,0,0,0,155,..,248,708,124,67,33,16,8,3,1215,..,92,414,360,376,337,323,200,117,2219,30,57,105,44,25,19,15,4,4,299,2005,1402,3535,2248,1676,1336,884,477,198,13766
SSC51320,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51321,..,3,0,0,0,3,0,0,0,3,..,0,0,0,0,3,3,0,0,7,0,0,0,0,0,8,0,0,0,9,22,14,8,23,26,46,30,8,0,177,..,0,7,24,36,47,55,13,0,181,..,0,7,6,6,11,9,0,0,42,..,0,0,0,3,0,0,0,0,5,54,..,..,..,..,..,..,..,..,54,..,13,..,..,..,..,..,..,..,13,..,11,3,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,3,0,0,0,9,..,0,0,0,7,11,12,3,0,34,3,0,3,3,0,9,3,0,0,29,54,27,16,33,58,85,82,13,3,369
SSC51322,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,7,0,0,3,0,0,26,..,0,7,4,3,0,3,0,0,22,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,0,3,16,4,9,7,0,0,8,0,0,56
SSC51323,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,..,0,3,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,17
SSC51324,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,7,3,3,0,3,0,27,..,0,3,10,7,11,0,0,0,30,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,20,4,5,14,6,11,3,6,0,66
SSC51325,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,12,4,3,0,32,..,0,0,0,7,3,6,0,0,17,..,0,0,0,0,7,3,0,0,8,..,0,0,0,0,0,0,0,0,3,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,3,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,8,3,9,17,18,6,0,60
SSC51326,..,19,6,0,4,3,0,0,0,37,..,7,20,3,18,22,28,12,0,122,23,29,16,8,3,3,3,0,0,86,1569,799,717,1056,930,313,181,74,16,5654,..,30,637,1434,1413,478,276,84,13,4357,..,116,300,259,156,44,20,11,3,900,..,15,84,134,114,29,4,7,6,395,3188,..,..,..,..,..,..,..,..,3188,..,798,..,..,..,..,..,..,..,798,..,511,98,28,11,7,0,0,0,659,..,62,23,17,16,18,21,13,3,176,..,29,20,8,3,5,4,0,0,81,..,44,26,4,11,17,4,0,0,101,..,24,69,53,59,31,41,26,7,305,38,47,38,19,14,9,5,0,0,171,3226,1675,1301,1958,1794,643,365,138,30,11131
SSC51327,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,20,9,16,17,16,7,8,4,0,91,..,0,6,14,14,8,4,4,0,57,..,0,11,4,0,4,3,0,0,25,..,0,0,4,0,0,0,4,0,7,33,..,..,..,..,..,..,..,..,33,..,3,..,..,..,..,..,..,..,3,..,15,0,0,3,0,0,0,0,17,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,3,0,0,3,0,0,0,0,7,..,0,0,3,3,0,4,3,0,12,3,0,0,0,0,0,0,0,0,3,36,23,21,27,24,14,15,7,0,170
SSC51328,..,0,3,3,3,0,0,0,0,13,..,0,0,3,4,20,20,23,3,73,0,0,4,0,3,0,5,0,0,17,187,113,88,136,187,137,114,67,13,1041,..,6,82,161,244,189,165,83,17,945,..,18,41,36,63,39,9,0,0,205,..,0,7,14,21,7,8,5,0,63,409,..,..,..,..,..,..,..,..,409,..,93,..,..,..,..,..,..,..,93,..,86,23,10,13,4,0,0,0,133,..,7,3,3,3,3,4,3,0,31,..,6,3,0,6,0,0,0,0,22,..,0,3,11,4,0,3,0,0,27,..,0,3,9,16,30,29,36,4,122,3,9,7,3,9,3,6,0,0,39,414,240,173,248,377,268,221,133,23,2089
SSC51329,..,20,27,6,16,7,0,0,0,69,..,9,37,27,35,56,33,30,15,245,19,24,17,3,6,9,0,0,0,84,1223,684,977,702,551,383,182,82,34,4807,..,69,859,899,657,436,238,78,23,3252,..,118,403,203,98,57,21,9,3,907,..,28,101,119,122,54,32,17,0,480,2542,..,..,..,..,..,..,..,..,2542,..,514,..,..,..,..,..,..,..,514,..,411,147,44,21,4,0,0,0,628,..,101,56,25,32,29,16,13,5,272,..,35,31,17,5,6,0,0,0,91,..,45,88,28,27,12,0,4,0,202,..,26,108,86,94,96,56,44,25,544,45,45,47,23,19,12,7,3,0,193,2592,1385,1837,1451,1075,713,366,158,55,9630
SSC51330,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,4,0,10,5,3,4,3,37,..,0,0,3,11,12,3,6,3,37,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,7,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,6,4,0,0,15,0,0,0,0,0,0,0,0,0,0,14,8,3,6,12,19,8,10,5,80
SSC51331,..,0,0,0,4,0,0,0,0,5,..,0,0,0,0,6,5,0,0,18,0,0,0,0,0,0,3,0,0,7,63,14,12,54,47,46,54,11,0,297,..,0,10,60,71,60,84,17,3,306,..,0,4,14,7,20,3,0,0,50,..,0,3,7,6,0,0,0,0,12,131,..,..,..,..,..,..,..,..,131,..,17,..,..,..,..,..,..,..,17,..,10,3,3,0,3,0,0,0,21,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,3,..,0,4,3,3,3,0,0,0,15,..,3,0,0,8,5,16,7,0,39,0,0,0,0,0,3,9,0,0,13,126,31,25,79,104,100,110,22,5,605
SSC51332,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4
SSC51333,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51334,..,25,13,4,8,0,3,0,0,54,..,3,13,12,12,25,45,55,18,194,3,4,3,0,3,3,3,3,0,26,389,332,213,291,346,291,219,126,31,2238,..,0,173,389,519,432,297,127,27,1962,..,21,43,26,31,26,27,0,0,175,..,0,10,40,45,25,8,12,3,152,782,..,..,..,..,..,..,..,..,782,..,384,..,..,..,..,..,..,..,384,..,132,74,19,17,4,0,0,0,242,..,27,28,3,4,11,13,9,0,89,..,10,18,3,0,0,0,0,0,35,..,44,37,14,12,3,5,3,0,126,..,11,38,38,31,48,63,65,22,305,6,4,11,9,7,6,3,3,0,53,786,642,425,541,660,547,416,214,58,4299
SSC51335,..,41,45,6,3,3,6,0,0,105,..,11,20,18,28,64,58,50,37,290,3,4,9,3,3,5,9,3,0,38,425,246,266,308,300,259,193,96,47,2140,..,3,172,425,360,293,218,78,23,1575,..,15,111,51,47,39,14,0,0,277,..,0,5,27,55,30,17,8,3,146,866,..,..,..,..,..,..,..,..,866,..,228,..,..,..,..,..,..,..,228,..,68,60,7,14,5,0,0,0,147,..,40,8,0,0,5,3,4,3,64,..,11,29,0,0,0,0,0,0,38,..,80,76,10,3,10,6,3,0,185,..,14,43,36,39,109,100,77,39,465,9,12,10,8,3,4,8,3,0,62,872,469,514,566,521,496,370,182,75,4060
SSC51336,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51337,..,5,12,3,10,5,3,3,0,40,..,10,20,18,36,58,67,72,34,320,4,7,0,0,3,3,4,9,7,35,293,183,197,225,251,250,235,147,59,1834,..,3,123,239,242,270,266,130,34,1305,..,50,103,65,39,39,16,4,0,317,..,4,29,47,48,21,14,8,4,169,605,..,..,..,..,..,..,..,..,605,..,144,..,..,..,..,..,..,..,144,..,109,41,16,8,8,0,0,0,181,..,17,3,3,4,13,6,7,7,55,..,10,11,3,0,0,0,0,0,26,..,14,30,10,13,16,9,3,3,97,..,23,62,58,93,128,129,110,51,646,8,15,3,10,12,7,14,6,7,78,616,388,400,435,461,498,444,276,104,3623
SSC51338,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51339,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,5,6,3,4,3,7,5,0,0,32,..,0,0,4,5,11,4,4,0,26,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,4,10,6,11,7,7,8,7,7,0,61
SSC51340,..,0,6,0,4,0,0,0,0,14,..,0,0,0,5,14,10,17,4,56,0,3,0,0,0,3,8,0,0,14,86,52,61,62,82,81,84,38,15,560,..,3,41,74,95,95,109,42,16,469,..,10,30,11,19,14,4,0,0,90,..,0,6,11,23,9,5,5,0,63,189,..,..,..,..,..,..,..,..,189,..,45,..,..,..,..,..,..,..,45,..,49,19,6,4,4,0,0,0,81,..,9,3,0,0,0,5,0,0,24,..,4,3,3,3,0,0,0,0,12,..,3,10,3,8,0,0,0,0,28,..,3,13,9,15,25,24,22,10,114,3,5,10,8,3,4,11,0,0,43,193,135,134,119,169,146,150,65,32,1146
SSC51341,..,9,3,3,4,4,0,0,0,26,..,3,14,7,7,16,13,0,0,65,10,9,7,0,0,0,0,0,0,27,352,153,302,188,138,100,52,15,6,1307,..,16,313,267,167,107,63,28,10,962,..,35,133,50,33,16,6,0,0,268,..,3,19,29,31,6,3,4,0,96,638,..,..,..,..,..,..,..,..,638,..,94,..,..,..,..,..,..,..,94,..,75,27,4,4,0,0,0,0,118,..,22,18,3,7,5,3,4,0,62,..,9,10,6,3,0,0,0,0,25,..,17,25,8,7,5,0,0,0,69,..,6,25,22,21,21,17,5,0,117,10,13,6,3,0,0,0,0,0,37,656,292,577,382,265,170,102,43,13,2491
SSC51342,..,6,0,0,4,0,0,0,0,14,..,0,3,5,5,8,12,4,0,40,3,0,3,0,0,0,0,0,0,8,82,55,53,51,57,40,30,14,0,390,..,10,28,53,44,46,39,20,0,243,..,13,27,27,17,3,4,0,0,89,..,0,7,3,20,0,0,3,0,37,170,..,..,..,..,..,..,..,..,170,..,47,..,..,..,..,..,..,..,47,..,22,12,0,0,3,0,0,0,32,..,4,0,3,0,3,0,0,0,13,..,3,4,0,4,3,0,0,0,9,..,13,6,4,5,3,0,0,0,32,..,0,7,4,10,17,16,9,0,57,6,3,3,3,0,0,0,0,0,14,176,104,85,96,103,79,65,30,6,751
SSC51343,..,3,4,5,3,0,0,0,0,17,..,4,7,6,15,15,16,14,3,73,8,3,8,5,8,0,0,0,0,25,456,228,249,277,274,160,87,44,6,1775,..,10,208,335,342,205,146,53,4,1299,..,41,116,82,72,18,10,0,0,345,..,3,21,48,44,14,3,4,5,142,927,..,..,..,..,..,..,..,..,927,..,197,..,..,..,..,..,..,..,197,..,170,39,9,4,7,0,0,0,230,..,17,5,3,3,7,5,3,0,50,..,6,6,6,7,0,0,0,0,24,..,4,10,9,4,0,0,0,0,27,..,7,21,22,32,28,24,16,5,158,13,12,20,14,11,0,0,0,0,65,940,477,448,524,520,275,184,81,11,3461
SSC51344,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
