SSC_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SSC51125,3,10,11,556,577,208,122,348,225,2036
SSC51126,0,0,8,99,133,83,87,104,72,576
SSC51127,0,0,0,3,0,0,0,0,7,7
SSC51128,13,27,62,791,848,332,176,415,358,2927
SSC51129,0,0,0,23,24,19,21,10,7,99
SSC51130,0,0,3,7,22,6,13,9,7,61
SSC51131,0,0,0,11,12,0,3,0,0,26
SSC51132,0,0,0,13,7,6,12,5,9,56
SSC51133,0,0,3,6,5,0,3,3,0,18
SSC51134,3,0,6,272,301,143,88,220,63,1088
SSC51135,0,0,0,3,7,0,3,0,3,18
SSC51136,0,0,0,5,9,3,4,3,0,25
SSC51137,140,25,261,2029,2129,738,524,1399,544,7365
SSC51138,0,0,0,47,52,24,11,101,51,293
SSC51139,0,0,0,5,0,3,7,0,0,20
SSC51140,0,0,0,22,16,15,15,11,6,86
SSC51141,0,0,0,0,4,3,4,4,3,16
SSC51142,0,0,0,16,22,9,13,7,10,78
SSC51143,0,0,0,16,31,9,8,22,20,109
SSC51144,0,0,0,3,4,3,0,0,0,10
SSC51145,0,0,0,0,12,0,3,0,3,18
SSC51146,9,3,22,113,162,109,101,166,61,716
SSC51147,85,29,167,913,1220,627,596,1165,675,5202
SSC51148,8,17,33,88,151,90,112,150,114,702
SSC51149,0,0,3,303,209,41,17,292,403,1270
SSC51150,0,3,6,25,70,49,22,41,23,234
SSC51151,0,0,0,3,3,0,0,9,0,17
SSC51152,0,0,0,45,43,17,5,34,17,170
SSC51153,0,0,0,3,4,0,0,3,0,15
SSC51154,0,0,0,12,19,5,0,0,3,40
SSC51155,0,0,0,244,234,42,40,846,255,1662
SSC51156,0,0,0,4,6,3,3,3,4,25
SSC51157,0,0,12,127,179,83,86,203,169,843
SSC51158,0,3,3,7,31,12,24,29,14,120
SSC51159,0,0,0,5,0,0,3,0,0,6
SSC51160,0,0,0,12,23,13,17,9,10,85
SSC51161,0,0,0,51,59,29,31,32,32,236
SSC51162,3,0,5,99,110,59,21,87,39,416
SSC51163,0,0,0,0,0,0,0,0,0,0
SSC51164,3,3,17,468,603,270,260,403,95,2105
SSC51165,3,0,13,144,231,127,85,95,100,776
SSC51166,27,12,84,1601,1797,853,598,1218,324,6390
SSC51167,0,0,0,18,4,9,5,3,4,41
SSC51168,0,0,0,17,10,4,5,6,3,44
SSC51169,0,0,5,65,64,28,42,50,30,278
SSC51170,0,0,0,15,24,6,11,14,6,77
SSC51171,0,0,3,131,169,68,46,176,133,722
SSC51172,0,0,0,3,0,0,0,11,0,15
SSC51173,0,0,0,3,0,0,0,3,0,4
SSC51174,13,9,50,315,395,171,203,414,161,1659
SSC51175,3,0,9,100,150,95,67,146,80,647
SSC51176,0,0,0,0,7,0,4,3,0,15
SSC51177,0,0,0,11,12,3,3,0,0,31
SSC51178,0,0,0,36,19,7,4,33,17,104
SSC51179,17,12,51,689,853,417,345,963,467,3731
SSC51180,36,16,76,952,922,291,195,936,355,3645
SSC51181,0,0,0,17,36,12,21,8,14,105
SSC51182,25,14,87,1614,1956,809,669,1166,320,6531
SSC51183,3,0,3,24,29,19,13,36,13,135
SSC51184,0,0,0,11,21,8,9,12,12,81
SSC51185,0,0,0,4,0,3,0,4,4,18
SSC51186,0,0,0,7,10,8,10,5,18,61
SSC51187,55,34,162,1433,1735,667,487,932,406,5652
SSC51188,0,0,0,98,122,68,59,109,35,500
SSC51189,0,0,0,3,10,0,3,6,4,27
SSC51190,0,0,0,204,258,91,112,150,161,975
SSC51191,0,0,4,33,28,17,23,28,13,133
SSC51192,0,0,0,0,11,0,6,15,25,52
SSC51193,0,0,0,0,0,0,0,0,0,0
SSC51194,6,0,20,423,514,229,206,296,134,1789
SSC51195,0,0,0,3,7,3,0,26,6,46
SSC51196,0,0,0,7,6,3,3,10,12,42
SSC51197,3,0,3,102,123,84,60,79,34,484
SSC51198,44,0,87,1235,1436,596,464,1141,194,5075
SSC51199,30,19,66,935,1117,524,515,1156,566,4807
SSC51200,0,0,0,15,21,8,9,3,6,63
SSC51201,0,0,0,18,16,13,6,7,0,56
SSC51202,0,0,0,8,9,7,4,4,4,44
SSC51203,0,0,0,10,10,3,6,14,9,51
SSC51204,0,0,0,0,3,3,0,3,0,11
SSC51205,0,3,3,5,14,16,12,11,6,63
SSC51206,0,0,0,25,24,14,10,36,31,132
SSC51207,7,0,12,809,856,325,222,650,189,3037
SSC51208,0,0,0,0,0,0,5,0,4,13
SSC51209,0,0,0,0,3,0,3,3,0,9
SSC51210,0,0,0,382,391,132,96,309,317,1629
SSC51211,3,0,6,151,204,115,89,119,55,731
SSC51212,5,4,23,149,197,109,102,138,87,777
SSC51213,9,4,41,391,328,159,133,208,108,1326
SSC51214,0,0,3,64,124,68,45,53,39,392
SSC51215,0,3,3,41,54,22,15,56,31,226
SSC51216,0,0,0,13,9,3,6,5,3,38
SSC51217,0,0,0,7,11,8,0,0,4,22
SSC51218,45,16,92,3022,2442,595,343,2482,1737,10626
SSC51219,0,0,0,0,0,0,0,0,28,28
SSC51220,0,0,0,19,31,28,23,19,12,130
SSC51221,0,0,0,0,0,0,3,0,0,7
SSC51222,0,0,8,1664,2021,721,689,1261,281,6641
SSC51223,0,0,0,12,8,3,8,13,0,47
SSC51224,3,0,4,431,490,155,151,387,191,1802
SSC51225,0,0,10,87,120,68,62,85,49,465
SSC51226,0,0,0,9,17,3,6,14,22,72
SSC51227,0,0,0,17,24,19,21,18,8,106
SSC51228,0,0,3,30,39,26,21,25,31,169
SSC51229,0,0,0,4,10,8,10,7,0,45
SSC51230,0,0,0,9,6,4,0,8,0,26
SSC51231,0,0,0,16,17,5,4,12,8,63
SSC51232,7,3,24,83,154,88,75,168,105,676
SSC51233,0,0,0,37,28,29,31,44,30,196
SSC51234,0,0,0,27,17,13,9,7,14,76
SSC51235,61,16,115,663,927,446,524,847,479,3883
SSC51236,3,0,11,157,196,99,68,108,100,723
SSC51237,0,0,0,4,6,3,6,4,0,19
SSC51238,0,0,0,18,28,16,13,16,22,107
SSC51239,0,0,0,24,17,8,0,37,56,144
SSC51240,0,0,0,15,15,13,13,14,8,85
SSC51241,0,0,0,69,58,20,6,108,37,298
SSC51242,0,0,0,0,0,0,0,0,0,0
SSC51243,0,0,0,48,58,15,14,28,24,193
SSC51244,0,0,3,23,38,16,28,25,23,157
SSC51245,3,3,10,40,80,32,39,26,40,255
SSC51246,0,3,7,25,24,12,15,10,16,106
SSC51247,14,7,50,171,282,165,200,238,142,1193
SSC51248,3,0,4,787,879,245,242,614,502,3278
SSC51249,32,108,180,2238,2665,1193,1152,2173,1006,10424
SSC51250,0,0,0,0,0,0,0,0,0,0
SSC51251,0,3,11,23,53,38,32,36,27,203
SSC51252,0,0,0,20,16,18,16,27,3,107
SSC51253,0,0,0,32,50,21,9,27,20,149
SSC51254,0,0,0,0,3,0,0,0,0,3
SSC51255,0,0,0,5,0,3,3,0,3,17
SSC51256,0,0,0,0,0,0,0,5,0,10
SSC51257,14,0,23,79,110,64,74,136,86,550
SSC51258,0,0,0,11,4,9,3,3,9,44
SSC51259,0,0,3,58,85,68,39,30,39,318
SSC51260,33,14,66,1208,1190,468,431,1595,403,5303
SSC51261,0,0,0,24,9,9,3,9,19,66
SSC51262,0,0,0,3,8,3,0,0,0,17
SSC51263,0,0,0,0,3,3,4,4,13,26
SSC51264,8,0,17,228,320,141,133,154,107,1078
SSC51265,0,0,0,19,8,4,0,3,9,43
SSC51266,4,0,4,12,34,18,20,27,18,126
SSC51267,29,6,56,1545,1885,799,645,1319,512,6712
SSC51268,0,0,0,28,50,18,19,29,13,149
SSC51269,5,3,16,216,307,137,164,365,223,1415
SSC51270,0,0,0,75,96,55,53,83,59,422
SSC51271,19,13,59,315,415,222,227,390,199,1765
SSC51272,0,0,0,5,3,3,4,8,0,25
SSC51273,0,0,0,5,9,0,3,6,6,31
SSC51274,0,0,0,8,20,6,10,11,4,57
SSC51275,0,0,0,4,4,7,4,10,7,35
SSC51276,111,41,178,869,968,336,299,1072,535,4075
SSC51277,0,0,0,16,25,15,5,4,9,72
SSC51278,0,3,3,24,38,27,24,43,14,166
SSC51279,0,0,0,12,7,4,7,8,18,56
SSC51280,0,0,0,0,0,0,0,3,0,3
SSC51281,0,0,0,9,7,4,3,0,0,19
SSC51282,0,0,3,25,56,34,32,34,17,198
SSC51283,0,0,0,0,0,0,0,0,0,0
SSC51284,0,0,0,0,0,0,0,0,0,0
SSC51285,21,11,51,720,927,372,338,776,384,3520
SSC51286,0,0,0,16,14,20,14,12,10,87
SSC51287,25,16,96,1152,1157,541,442,1045,187,4520
SSC51288,61,25,139,2171,2109,693,496,2230,1264,8963
SSC51289,0,4,12,78,172,69,58,88,36,503
SSC51290,222,114,486,2235,3039,1388,1190,3189,1391,12438
SSC51291,0,0,0,35,51,17,31,50,66,244
SSC51292,0,0,0,0,0,0,0,0,3,3
SSC51293,0,0,0,14,24,10,4,14,12,72
SSC51294,4,3,7,97,161,53,54,157,271,797
SSC51295,0,0,0,58,94,54,44,84,91,415
SSC51296,3,0,5,120,197,94,77,106,48,643
SSC51297,17,4,61,1123,1628,783,659,847,319,5367
SSC51298,0,0,0,30,33,36,16,35,14,159
SSC51299,0,0,3,29,38,29,11,19,9,134
SSC51300,0,0,0,0,3,0,3,0,0,6
SSC51301,125,50,247,614,665,386,301,634,168,2770
SSC51302,0,0,0,24,32,5,3,67,24,158
SSC51303,0,0,0,32,24,10,5,24,203,299
SSC51304,0,0,0,16,17,4,7,13,4,68
SSC51305,0,0,0,28,45,28,17,11,11,131
