SSC_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SSC50001,35,2167,675,220,1583,0.6,1593,3.2
SSC50002,39,1950,665,400,1730,0.7,1483,2.7
SSC50003,40,1617,756,185,1843,0.8,1542,2.7
SSC50004,43,0,1625,0,3499,0.4,2499,1.7
SSC50005,37,0,478,40,1312,0.7,1312,2.8
SSC50006,53,1730,663,300,1678,0.7,1243,2
SSC50007,43,0,1093,0,1874,0.7,1624,2.4
SSC50008,37,1800,625,390,1704,0.8,1590,3
SSC50009,61,0,725,0,0,0,0,2
SSC50010,39,2420,852,443,2542,0.8,2088,2.6
SSC50011,28,2249,930,360,2094,0.7,1942,2.8
SSC50012,50,0,680,0,1437,0,1375,2
SSC50013,40,1733,624,250,2017,0.7,1718,2.6
SSC50014,47,1928,640,90,1312,0.7,982,2.6
SSC50015,36,0,500,0,0,0,0,0
SSC50016,39,2104,683,225,2095,0.8,2026,3
SSC50017,49,0,1531,0,2750,0.7,2749,2.5
SSC50018,45,0,630,0,0,0,0,0
SSC50019,45,1733,641,420,1958,0.8,1721,2.8
SSC50020,50,2137,518,162,1624,0.7,1625,2.8
SSC50021,0,0,0,0,0,0,0,0
SSC50022,43,2916,954,460,2764,0.7,2186,2.5
SSC50023,45,0,612,109,1125,0.7,966,2.2
SSC50024,41,2500,804,470,2390,0.7,1992,2.6
SSC50025,45,1950,673,325,1906,0.8,1731,2.8
SSC50026,37,1400,507,300,1154,0.8,958,2.3
SSC50027,46,0,425,0,899,0.8,725,2.2
SSC50028,34,0,724,0,2124,1,1499,1.5
SSC50029,35,0,1156,0,2749,0.8,2250,2.7
SSC50030,47,434,556,0,1406,0.7,1350,2.5
SSC50031,42,2167,888,400,2221,0.7,1851,2.4
SSC50032,36,2167,691,405,1888,0.7,1417,2.5
SSC50033,14,0,949,0,0,0,0,0
SSC50034,38,1842,613,300,1649,0.7,1288,2.4
SSC50035,41,2500,920,420,2741,0.8,2181,2.7
SSC50036,33,2100,829,430,2304,0.8,2201,3.2
SSC50037,31,2232,937,440,2281,0.8,2213,3.2
SSC50038,59,1517,486,230,1093,0.7,846,2
SSC50039,34,1847,691,350,1840,0.7,1631,2.8
SSC50040,30,2167,907,410,2104,0.8,1992,2.9
SSC50041,33,0,850,0,0,0,0,0
SSC50042,40,0,900,0,1625,1,1625,2
SSC50043,36,493,634,0,1375,0.8,1312,3.3
SSC50044,54,0,850,0,2249,0.5,1399,2
SSC50045,39,0,537,0,1625,0.8,1499,3.2
SSC50046,34,0,784,0,1812,0.6,1812,2
SSC50047,34,0,900,0,0,0,0,0
SSC50048,46,972,946,0,2071,0.7,1687,2.4
SSC50049,57,0,1312,0,2249,0.5,1374,1.5
SSC50050,48,0,589,0,2249,0.6,2249,2.4
SSC50051,45,1780,613,285,1510,0.7,1371,2.4
SSC50052,44,1956,655,0,1562,0.9,1458,2.7
SSC50053,38,1887,668,350,1688,0.7,1313,2.3
SSC50054,29,2167,842,385,2068,0.8,1928,2.9
SSC50055,31,1714,561,340,1264,0.8,1147,2.5
SSC50056,57,1200,519,210,1171,0.7,941,2.1
SSC50057,26,0,366,0,725,0.7,725,4
SSC50058,0,0,0,0,0,0,0,0
SSC50059,52,2383,597,216,1224,0.6,1075,2.6
SSC50060,32,0,0,0,0,0,0,0
SSC50061,35,1780,626,375,1701,0.8,1588,3
SSC50062,33,0,850,0,1374,0.8,1374,2
SSC50063,53,510,428,125,1062,0.7,695,1.6
SSC50064,55,1500,487,0,1291,0.9,1125,2.3
SSC50065,43,0,575,0,1375,0.9,1124,2.5
SSC50066,39,2076,876,285,2146,0.7,1946,2.6
SSC50067,32,0,1853,105,687,2,1125,6
SSC50068,34,2340,867,440,2243,0.7,2250,3
SSC50069,28,2058,803,370,1822,0.8,1713,3
SSC50070,0,0,0,0,0,0,0,0
SSC50071,41,2750,1960,214,2624,0.8,2166,2.5
SSC50072,53,0,1375,0,3250,0.6,3125,1
SSC50073,45,0,900,0,2125,0.7,2062,2
SSC50074,44,0,724,0,1374,0.4,1125,1
SSC50075,43,2167,580,315,1977,0.8,1842,3.1
SSC50076,39,0,3000,0,0,0,0,0
SSC50077,49,2200,875,455,2416,0.7,2136,2.8
SSC50078,39,1956,782,350,2045,0.8,1587,2.4
SSC50079,40,2167,697,450,2293,0.8,2071,2.9
SSC50080,0,0,0,0,0,0,0,0
SSC50081,29,3117,1454,300,3216,0.8,3091,3.1
SSC50082,39,1600,617,315,1489,0.7,1292,2.6
SSC50083,38,2100,825,350,2208,0.8,1705,2.4
SSC50084,41,1647,609,200,1453,0.7,1059,2
SSC50085,42,520,890,75,1875,0.9,1541,2.5
SSC50086,41,2167,689,320,1991,0.8,1483,2.4
SSC50087,0,0,0,0,0,0,0,0
SSC50088,37,300,933,0,1875,0.7,1666,1.9
SSC50089,42,0,1075,0,2249,1,2249,2.9
SSC50090,33,1800,601,350,1451,0.8,1339,2.7
SSC50091,37,2167,786,375,2097,0.8,1779,2.6
SSC50092,39,2500,803,350,2293,0.8,2256,3.1
SSC50093,37,1668,572,350,1501,0.8,1335,2.8
SSC50094,43,2000,586,0,1843,0.8,1674,2.7
SSC50095,52,0,575,40,1312,0.7,1062,2.2
SSC50096,56,0,649,0,2249,1,1749,2.3
SSC50097,51,1304,428,275,974,0.7,924,2.6
SSC50098,33,2167,859,400,2192,0.8,2045,2.9
SSC50099,55,0,575,0,1749,0.6,1375,2
SSC50100,38,1300,732,0,2042,0.7,1625,2.7
SSC50101,45,1733,591,250,1775,0.8,1437,2.5
SSC50102,34,2000,770,375,1950,0.7,1669,2.6
SSC50103,50,2000,643,725,1875,0.7,1949,2.9
SSC50104,39,1538,621,315,1428,0.7,1195,2.3
SSC50105,34,1950,731,350,1801,0.8,1456,2.4
SSC50106,41,510,591,60,1196,0.6,1073,2.3
SSC50107,38,2167,579,200,1333,0.7,1194,2.6
SSC50108,62,0,833,0,1937,0.6,1812,2
SSC50109,47,1500,697,0,1687,0.6,1218,2.5
SSC50110,31,2011,647,420,1754,0.9,1843,3.5
SSC50111,31,1733,428,300,1224,0.8,863,2.3
SSC50112,41,1733,745,258,1793,0.7,1342,2.3
SSC50113,46,0,774,0,1458,0.7,1416,2
SSC50114,0,0,0,0,0,0,0,0
SSC50115,29,1940,791,370,1834,0.8,1761,3.1
SSC50116,54,1083,493,175,1138,0.7,872,2.1
SSC50117,42,1842,731,400,2034,0.7,1672,2.6
SSC50118,47,2435,616,431,2327,0.7,1985,2.7
SSC50119,44,2300,856,385,2394,0.7,1726,2.3
SSC50120,46,0,425,0,0,0,0,0
SSC50121,59,2300,498,180,1447,0.8,937,1.8
SSC50122,29,0,899,0,1625,0.5,1625,2
SSC50123,30,2800,1117,330,2353,1,2262,2.8
SSC50124,0,0,0,0,0,0,0,0
SSC50125,40,0,866,0,2062,1,1666,3
SSC50126,45,1751,500,298,1273,0.8,1064,2.4
SSC50127,0,0,0,0,0,0,0,0
SSC50128,43,0,38,0,0,0,0,0
SSC50129,39,1830,727,300,1742,0.7,1404,2.5
SSC50130,41,0,669,50,1343,0.5,1281,2
SSC50131,40,2300,437,0,1562,0.7,1374,3.5
SSC50132,51,1733,719,265,1713,0.7,1263,2.1
SSC50133,50,1800,617,200,2083,0.5,1792,2.1
SSC50134,46,2000,1374,80,2749,0.6,1583,2.3
SSC50135,48,0,749,0,1312,0.6,1312,3
SSC50136,50,0,762,0,1437,1,1125,2.3
SSC50137,38,1733,770,285,2180,0.8,1879,2.6
SSC50138,42,0,725,0,1437,1,1375,2.8
SSC50139,52,0,665,0,1187,0.6,1125,1.7
SSC50140,49,501,474,190,1625,0.7,900,2.1
SSC50141,26,0,687,0,1593,1.2,1625,3.6
SSC50142,49,1746,659,340,1424,0.8,1333,2.7
SSC50143,31,3567,1142,500,3156,0.8,3125,3.1
SSC50144,0,0,0,0,0,0,0,0
SSC50145,51,1900,604,170,1375,0.9,1375,2.6
SSC50146,31,0,1015,175,2124,0.8,1749,3.1
SSC50147,69,0,362,0,0,0,0,0
SSC50148,42,2383,719,415,2301,0.7,1707,2.6
SSC50149,60,0,899,0,2124,0.4,1624,1.4
SSC50150,0,0,0,0,0,0,0,0
SSC50151,57,704,427,130,974,0.6,749,2
SSC50152,33,2773,374,0,1249,0.6,1292,2.2
SSC50153,55,750,899,0,1416,0.5,1333,1.7
SSC50154,0,0,0,0,0,0,0,0
SSC50155,43,926,575,175,1624,0.9,1124,2.1
SSC50156,58,0,675,0,1437,0.5,1437,2
SSC50157,49,3629,494,258,1218,0.7,1125,2.3
SSC50158,41,488,820,0,2125,0.5,1437,2.5
SSC50159,33,1517,833,273,2063,0.8,1753,2.6
SSC50160,44,800,675,195,1218,0.7,1218,2.2
SSC50161,53,1767,498,260,1166,0.7,916,2.2
SSC50162,43,2000,748,450,2166,0.8,2116,3.1
SSC50163,46,2167,532,200,1416,0.6,687,2.1
SSC50164,47,1630,530,0,1375,0.7,1208,2.5
SSC50165,46,1608,575,133,1687,0.7,1354,2.4
SSC50166,48,0,1093,0,2750,0.4,2124,1.4
SSC50167,36,0,924,0,1792,0.9,1406,2.8
SSC50168,43,2069,824,390,2181,0.7,1919,2.6
SSC50169,44,1755,694,268,1674,0.7,1535,2.6
SSC50170,26,0,1312,0,0,0.8,1375,3.5
SSC50171,35,0,1031,0,1375,0.6,1375,2
SSC50172,51,1192,513,160,1231,0.7,933,2.2
SSC50173,28,2200,947,400,2023,0.7,1957,2.8
SSC50174,45,2514,528,150,1062,0.7,1104,2.2
SSC50175,51,1500,575,0,1374,0.6,1166,2.3
SSC50176,38,0,450,250,1625,1,1562,2
SSC50177,54,1733,692,183,1264,0.7,980,1.8
SSC50178,37,2110,667,340,1944,0.8,1415,2.5
SSC50179,0,0,0,0,0,0,0,0
SSC50180,50,1517,512,260,1218,0.7,931,2.2
SSC50181,43,2414,804,355,2387,0.8,2349,3.1
SSC50182,53,0,350,0,949,0.8,949,1.8
SSC50183,49,1777,603,360,1426,0.7,1177,2.4
SSC50184,34,2600,1295,313,3347,0.8,3391,3.4
SSC50185,38,1777,751,200,1823,0.8,1618,2.4
SSC50186,25,0,537,0,0,0,0,0
SSC50187,28,1517,594,320,1337,0.8,1281,3
SSC50188,47,2000,743,150,2075,0.8,1474,2.5
SSC50189,48,1100,602,152,1399,0.7,979,2.3
SSC50190,36,2167,824,275,1896,1,1465,2.4
SSC50191,34,0,949,0,2562,0.8,2124,2.6
SSC50192,43,884,564,150,1268,0.7,949,2.2
SSC50193,41,791,780,61,1916,0.8,1625,2.4
SSC50194,0,0,0,0,0,0,0,0
SSC50195,53,1500,601,170,1333,1,1016,1.9
SSC50196,47,860,705,124,1649,0.7,1138,2.2
SSC50197,44,1517,558,200,1359,0.8,1210,2.5
SSC50198,50,0,749,0,3750,1,3750,3
SSC50199,54,0,762,0,1437,0.7,1312,1.8
SSC50200,32,2210,1182,280,2647,0.9,2367,2.5
SSC50201,44,2000,648,425,2062,0.8,1626,2.7
SSC50202,43,0,1687,0,0,0,1625,1
SSC50203,40,0,828,0,1958,0.8,1854,2.5
SSC50204,46,2774,659,0,2150,0.9,1416,2.3
SSC50205,57,0,293,0,850,0.5,424,1.4
SSC50206,49,0,687,0,0,0,0,0
SSC50207,38,2000,730,350,1827,0.8,1714,2.9
SSC50208,0,0,0,0,0,0,0,0
SSC50209,47,0,850,0,2250,0.9,2124,3.4
SSC50210,47,1950,819,305,2084,0.7,1535,2.1
SSC50211,29,0,900,0,1874,0,1874,2
SSC50212,50,0,784,0,3750,0.6,2874,2.5
SSC50213,34,0,1013,0,2166,0.8,2083,2.9
SSC50214,48,663,849,0,1437,0.8,1343,2.8
SSC50215,50,0,875,0,1624,0.7,1562,1.9
SSC50216,0,0,0,0,0,0,0,0
SSC50217,35,2000,725,295,1881,0.8,1732,2.9
SSC50218,69,0,450,0,0,0,0,0
SSC50219,33,1194,630,0,1062,0.6,780,1.9
SSC50220,0,0,0,0,0,0,0,1
SSC50221,37,2817,994,630,3034,0.8,3008,3.3
SSC50222,40,1900,774,300,1800,0.9,1656,3
SSC50223,45,1257,617,0,1375,0.8,1125,2.5
SSC50224,29,0,474,0,0,1.2,1874,0
SSC50225,0,0,0,0,0,0,0,0
SSC50226,36,2212,976,475,2272,0.8,1978,2.1
SSC50227,51,1733,526,310,1196,0.7,837,1.9
SSC50228,29,2017,728,360,1781,0.8,1616,2.9
SSC50229,29,2091,834,395,1931,0.8,1846,3
SSC50230,34,2500,980,320,2210,0.9,1944,2.6
SSC50231,53,0,589,0,1156,0.6,1031,1.9
SSC50232,45,0,833,0,0,0,0,0
SSC50233,44,999,711,120,1375,0.7,1057,2.1
SSC50234,45,1476,470,260,1192,0.7,843,2.1
SSC50235,58,1517,325,0,899,0.8,900,2
SSC50236,59,0,412,0,1124,0.6,900,2.8
SSC50237,25,0,276,75,689,1.4,959,4
SSC50238,15,0,875,0,0,0,0,3
SSC50239,35,1481,564,310,1354,0.8,1209,2.6
SSC50240,34,0,899,0,1625,1.1,1625,3.8
SSC50241,45,0,2500,0,0,0,0,0
SSC50242,30,0,487,0,1375,0.7,1416,2.9
SSC50243,38,0,725,0,1374,0.6,1624,2
SSC50244,34,2100,736,450,2133,0.8,2100,3.2
SSC50245,30,1727,564,360,1380,0.9,1287,2.6
SSC50246,37,0,0,0,0,0,0,0
SSC50247,50,1906,595,280,1958,0.8,982,2.1
SSC50248,56,0,0,0,0,0,0,0
SSC50249,61,0,430,0,0,1.4,724,1.2
SSC50250,39,1593,612,300,1478,0.7,1269,2.6
SSC50251,46,2167,735,58,1875,0.7,1718,2.4
SSC50252,31,0,875,0,0,1,1562,1
SSC50253,55,0,366,0,899,0.6,824,1.5
SSC50254,42,2084,690,100,2194,0.8,1875,3.2
SSC50255,41,0,612,0,1375,0.6,1312,3.5
SSC50256,0,0,0,0,0,0,0,0
SSC50257,44,1700,684,200,1125,0.7,1062,2.8
SSC50258,47,1525,450,200,1187,0.8,1083,2.6
SSC50259,37,2500,730,400,2351,0.8,2363,3.3
SSC50260,39,1402,561,280,1286,0.7,986,2.2
SSC50261,42,2167,872,450,2456,0.7,2242,2.9
SSC50262,34,1987,710,360,1747,0.8,1421,2.3
SSC50263,47,1600,532,165,900,0.6,900,2.1
SSC50264,42,1975,581,250,2083,0.8,1847,3.2
SSC50265,45,737,794,100,1733,0.7,1275,2
SSC50266,45,1300,687,250,987,0.8,927,1.9
SSC50267,0,0,0,0,0,0,0,0
SSC50268,34,2167,812,440,2251,0.8,2197,3.2
SSC50269,39,100,833,0,2050,0.6,1812,1.9
SSC50270,40,0,1087,0,1687,1,1687,3.1
SSC50271,34,0,991,0,1833,0.7,1625,2.9
SSC50272,37,1885,707,290,1752,0.7,1435,2.5
SSC50273,34,2000,670,415,2120,0.8,2060,3.2
SSC50274,37,0,1333,0,2750,1,2374,3
SSC50275,50,1896,496,200,1562,0.7,1147,2.4
SSC50276,31,2230,869,390,2133,0.8,2036,2.9
SSC50277,53,1300,540,250,1316,0.7,738,1.7
SSC50278,51,1733,576,260,1187,0.7,1071,2.1
SSC50279,48,1733,680,100,1812,0.7,1541,2.4
SSC50280,37,2012,730,350,1868,0.8,1642,2.7
SSC50281,31,0,724,0,0,1,0,3
SSC50282,49,0,662,0,1291,0.6,1333,2.5
SSC50283,45,1650,661,200,1474,0.9,1406,2.6
SSC50284,44,925,700,300,1224,0.8,1125,3.2
SSC50285,49,0,762,150,2250,0.6,2125,2.5
SSC50286,38,0,828,0,1875,0.5,1875,2
SSC50287,51,0,512,0,1375,0,1375,2
SSC50288,52,0,774,0,0,0,0,0
SSC50289,42,1907,694,360,1870,0.8,1675,2.7
SSC50290,43,2167,711,241,1922,0.8,1668,2.7
SSC50291,39,0,1031,0,1625,0.6,1375,2.5
SSC50292,38,2800,891,380,2574,0.8,2193,2.8
SSC50293,45,3033,1023,700,3675,0.7,2925,2.9
SSC50294,51,1638,475,240,1071,0.7,1091,2.3
SSC50295,44,2500,964,430,2821,0.8,1935,2.2
SSC50296,31,1950,730,375,1762,0.8,1614,2.7
SSC50297,31,0,1083,0,0,0,0,0
SSC50298,69,0,262,0,0,1.5,425,1.5
SSC50299,0,0,0,0,0,0,0,0
SSC50300,34,1933,653,360,1489,0.8,1332,2.5
SSC50301,44,0,662,0,1375,0.8,1624,3.5
SSC50302,0,0,0,0,0,0,0,0
SSC50303,30,1855,835,370,1625,0.9,1381,2
SSC50304,50,0,774,0,0,0,0,0
SSC50305,50,0,700,0,1166,0.6,1187,2.1
SSC50306,55,1300,604,0,1312,0.8,1281,2.4
SSC50307,36,0,866,0,1625,0.6,1625,2.5
SSC50308,37,1755,663,365,1773,0.7,1608,2.7
SSC50309,41,1465,503,225,1424,0.7,1111,2.4
SSC50310,43,1500,700,0,1875,0.9,1687,2.9
SSC50311,39,1350,603,300,1411,0.7,1171,2.4
SSC50312,44,1628,634,300,1375,0.7,1278,2.5
SSC50313,56,0,700,0,1166,0.8,1041,1.5
SSC50314,35,0,833,0,1374,0.4,2062,2.3
SSC50315,36,2167,871,365,2225,0.8,1598,2.1
SSC50316,38,0,635,0,1402,1,1228,2.6
SSC50317,44,2100,781,430,2457,0.7,2198,2.8
SSC50318,28,0,833,0,2125,1,2125,2
SSC50319,47,1500,460,250,1027,0.7,830,2.3
SSC50320,45,2383,700,450,2209,0.8,1894,2.7
SSC50321,45,1733,477,215,1625,0.8,1312,2.5
SSC50322,47,0,724,0,0,0,0,0
SSC50323,37,1798,622,319,1503,0.8,1187,2.2
SSC50324,39,2557,1045,350,3587,0.8,2978,2.9
SSC50325,46,0,450,0,0,0,0,0
SSC50326,42,916,568,190,1480,0.8,1116,2.2
SSC50327,0,0,0,0,0,0,0,0
SSC50328,40,1517,506,308,1289,0.7,1137,2.5
SSC50329,40,1950,644,240,1687,0.7,1485,2.7
SSC50330,34,0,1125,0,2071,0.7,1875,2.4
SSC50331,44,0,942,0,2083,0.7,1312,2.6
SSC50332,49,1517,492,0,1375,0.7,1062,2.5
SSC50333,52,1517,531,330,1403,0.7,1213,2.3
SSC50334,51,661,675,120,1468,0.6,1053,1.7
SSC50335,31,0,0,0,0,0,0,0
SSC50336,46,325,662,50,1624,1.2,1208,2.8
SSC50337,31,0,766,150,1625,1,1187,1.2
SSC50338,56,0,0,0,0,0,0,0
SSC50339,45,1000,688,150,1490,0.7,1169,2.2
SSC50340,29,0,350,40,849,0.6,824,2
SSC50341,0,0,0,0,0,0,0,0
SSC50342,42,3250,1231,550,3662,0.8,2680,2.5
SSC50343,39,1600,680,185,1437,0.9,1312,2.5
SSC50344,46,0,769,0,1666,0.6,1583,1.7
SSC50345,47,2036,725,0,2250,1.1,1958,2.4
SSC50346,37,2000,747,323,1793,0.8,1559,2.8
SSC50347,39,0,900,0,1749,0.5,1374,2
SSC50348,37,0,924,0,2124,0.7,1625,2.5
SSC50349,34,1800,753,380,1824,0.7,1539,2.4
SSC50350,42,0,833,0,1937,0.6,1437,1.9
SSC50351,46,737,559,137,1149,0.8,949,2.5
SSC50352,24,2300,279,360,1649,1.1,1145,2.1
SSC50353,48,2600,691,253,1974,0.8,1937,2.9
SSC50354,46,1650,588,310,1768,0.8,1562,2.6
SSC50355,54,1300,512,0,1874,0.8,1187,2
SSC50356,46,1300,617,240,1468,0.7,1116,2.3
SSC50357,47,0,2214,0,4333,0.6,3750,2.5
SSC50358,53,775,533,100,949,0.6,850,1.9
SSC50359,34,1759,474,0,2250,1.2,2250,2.8
SSC50360,28,0,417,0,0,0,0,0
SSC50361,59,0,487,0,774,0.8,725,1.8
SSC50362,40,0,2250,0,0,0,1874,1
SSC50363,41,1000,792,200,1710,0.8,1258,2.5
SSC50364,45,2410,593,0,1625,0.5,1541,2.3
SSC50365,31,250,1042,0,2749,0.6,2749,2
SSC50366,36,2000,753,410,2238,0.8,2016,2.9
SSC50367,45,1286,568,293,1468,0.9,1399,2.5
SSC50368,48,1000,383,0,1374,0.6,1562,2.5
SSC50369,0,0,0,0,0,0,0,0
SSC50370,39,2500,876,320,2444,0.9,1710,2.3
SSC50371,50,1950,821,125,1875,0.8,1781,2.6
SSC50372,57,0,624,0,1562,0.6,1333,1.7
SSC50373,43,4333,1201,800,4163,0.8,3817,3.1
SSC50374,35,1000,833,200,1949,0.7,1560,2.4
SSC50375,31,1950,764,370,2032,0.8,1859,3
SSC50376,32,1098,850,0,1474,1.1,1399,2.8
SSC50377,35,3200,1525,420,3507,0.9,3284,3
SSC50378,0,0,0,0,0,0,0,0
SSC50379,25,0,346,90,783,1.2,821,3.1
SSC50380,28,0,850,0,2124,1,1499,0
SSC50381,49,1300,747,148,1765,0.7,1490,2.3
SSC50382,46,0,675,0,1149,0.8,1624,2.7
SSC50383,33,2116,738,470,2178,0.8,2124,3.4
SSC50384,51,0,537,0,1874,0.9,1625,3
SSC50385,42,1993,625,300,1721,0.7,1447,2.5
SSC50386,45,1993,669,200,2029,0.7,1853,2.8
SSC50387,45,893,711,140,1365,0.7,1179,2.2
SSC50388,41,2153,674,288,2102,0.8,2094,3.1
SSC50389,44,2167,765,435,2244,0.8,1988,2.8
SSC50390,62,1517,725,0,1312,0.8,1062,1.6
SSC50391,34,0,774,0,0,1.6,0,3
SSC50392,42,0,900,0,2124,0.5,1875,2
SSC50393,52,0,774,0,1437,0.6,1437,2
SSC50394,57,0,1125,0,2374,1,2625,2
SSC50395,42,2000,580,350,1602,0.7,1376,2.6
SSC50396,29,2200,937,375,1969,0.8,1903,2.8
SSC50397,31,0,900,0,1649,1.5,725,2.6
SSC50398,41,1625,591,160,1512,0.7,1132,2.5
SSC50399,34,2167,748,300,2229,0.9,2062,3
SSC50400,54,2799,558,235,1312,0.8,1062,2.5
SSC50401,40,1672,612,135,1458,0.7,1208,2.6
SSC50402,45,1440,597,193,1266,0.8,917,2.1
SSC50403,46,1517,493,270,1182,0.7,847,2.2
SSC50404,34,1733,722,150,1829,0.9,1586,2.6
SSC50405,32,0,1093,160,2749,0,2124,1.5
SSC50406,60,0,430,0,1292,0.7,1312,2.4
SSC50407,54,0,833,0,1749,0.7,1812,2.5
SSC50408,41,2000,681,350,1878,0.7,1477,2.5
SSC50409,46,0,274,0,749,0,749,0
SSC50410,47,1667,714,250,2250,0.8,1981,2.8
SSC50411,43,1630,575,113,1375,0.9,1292,2.3
SSC50412,0,0,0,0,0,0,0,0
SSC50413,43,1269,833,0,1937,0.9,1812,2.8
SSC50414,33,2800,1161,306,2515,0.8,2335,2.8
SSC50415,48,1800,515,230,1297,0.7,1019,2.3
SSC50416,44,0,617,0,1375,0.5,1208,2
SSC50417,52,0,724,0,0,0,0,0
SSC50418,43,1517,550,250,1365,0.7,1089,2.4
SSC50419,56,842,474,0,1124,0.6,900,1.7
SSC50420,52,1096,766,0,1999,0.7,1437,2
SSC50421,0,0,0,0,0,0,0,0
SSC50422,35,2326,955,390,2526,0.8,2014,2.5
SSC50423,44,867,617,140,1426,0.7,1093,2.3
SSC50424,49,0,575,0,1333,0.9,1292,3
SSC50425,34,2059,849,330,2092,0.7,1880,2.7
SSC50426,11,0,0,0,0,0,0,0
SSC50427,43,0,1187,0,0,0.7,1375,1
SSC50428,20,0,1437,0,2750,1,2625,4.5
SSC50429,43,758,712,0,1312,0.6,1093,2.7
SSC50430,52,1723,547,320,1368,0.6,1099,2.2
SSC50431,40,0,833,0,1375,0.7,1125,1.7
SSC50432,47,1603,749,0,1625,0.8,1562,2.5
SSC50433,55,0,933,0,3249,0.6,3249,1.7
SSC50434,53,1200,679,283,1825,0.8,1624,2.6
SSC50435,44,1384,554,250,1625,0.7,1812,2.5
SSC50436,49,500,565,110,1137,0.6,931,2
SSC50437,41,2167,819,450,2389,0.7,2142,2.8
SSC50438,0,0,0,0,0,0,0,0
SSC50439,59,0,1166,0,0,0,2999,0
SSC50440,37,2000,790,410,1858,0.7,1649,2.7
SSC50441,29,0,676,75,1208,1.1,974,2.4
SSC50442,48,0,574,60,900,0.7,784,2
SSC50443,35,0,1625,0,0,0,0,0
SSC50444,55,0,724,0,2374,0.6,1875,2
SSC50445,46,1600,544,280,1613,0.8,1403,2.4
SSC50446,64,2400,949,253,1875,0.5,1625,2.1
SSC50447,53,769,450,0,1125,0.8,762,2
SSC50448,42,0,825,0,1583,0.8,1542,3.1
SSC50449,48,1310,860,0,2374,0.8,1375,2.3
SSC50450,51,0,537,250,1624,0.8,1375,2.7
SSC50451,46,1547,582,300,1373,0.7,1060,2.2
SSC50452,31,1900,640,380,1575,0.8,1491,2.9
SSC50453,38,1529,721,250,1820,0.8,1407,2.6
SSC50454,37,0,583,119,1416,0.8,900,2.1
SSC50455,56,0,575,0,0,0,0,0
SSC50456,43,2500,938,400,2780,0.8,2051,2.5
SSC50457,61,0,0,0,0,1,0,1
SSC50458,32,0,754,0,1666,0.2,1375,1.9
SSC50459,44,0,649,0,0,0,0,0
SSC50460,37,0,1333,0,0,0,0,0
SSC50461,60,0,687,193,1625,0.5,900,1.5
SSC50462,37,0,1875,0,2250,0,2250,0
SSC50463,33,2167,992,435,2301,1,1868,1.9
SSC50464,44,1517,857,0,1781,0.7,1562,2.5
SSC50465,46,0,599,0,1624,0.3,1374,1.7
SSC50466,64,1092,456,175,783,1.1,603,1.4
SSC50467,33,2167,836,365,2107,0.8,1759,2.4
SSC50468,51,0,662,0,1187,0.7,1187,2.1
SSC50469,39,0,524,0,1416,0,1292,2.5
SSC50470,48,1000,811,75,1791,0.6,1449,2.1
SSC50471,38,1692,627,330,1616,0.7,1384,2.5
SSC50472,39,1733,637,350,1651,0.8,1389,2.5
SSC50473,40,1981,754,400,2090,0.7,1830,2.6
SSC50474,39,2459,1016,0,2750,0.6,2333,2.2
SSC50475,27,2363,973,350,2143,0.7,1982,2.7
SSC50476,58,0,667,0,1041,1.3,900,1.6
SSC50477,37,0,1125,0,0,0.6,1125,2.1
SSC50478,40,0,575,0,1574,0,1574,0
SSC50479,46,1950,739,250,1625,0.6,1374,2.3
SSC50480,46,1310,607,250,1658,0.8,1511,2.7
SSC50481,30,2080,760,370,1825,0.8,1694,3
SSC50482,47,0,1124,0,0,0,1624,1.4
SSC50483,37,2080,660,350,1778,0.8,1542,2.5
SSC50484,51,0,1625,0,0,0,1875,1
SSC50485,68,1275,587,285,1274,0.8,1037,1.9
SSC50486,47,650,428,80,780,0.7,774,2.3
SSC50487,0,0,0,0,0,0,0,0
SSC50488,45,0,1125,0,2250,0,2250,0
SSC50489,29,0,483,0,1249,0.5,1125,3
SSC50490,59,1733,490,340,1148,0.7,888,2.1
SSC50491,50,1582,591,220,1466,0.7,929,1.9
SSC50492,0,0,0,0,0,0,0,0
SSC50493,49,0,1125,0,2666,0.6,1874,1.6
SSC50494,0,0,0,0,0,0,0,0
SSC50495,55,0,407,0,769,0.6,850,2.3
SSC50496,37,2167,833,315,2042,0.8,1740,2.5
SSC50497,43,0,774,0,1999,1,824,1.5
SSC50498,50,0,349,150,1437,0.7,900,1.7
SSC50499,46,1733,543,300,1309,0.7,1103,2.3
SSC50500,49,1679,730,115,2125,0.7,1833,2.5
SSC50501,39,1820,695,330,1712,0.7,1392,2.4
SSC50502,0,0,0,0,0,0,0,0
SSC50503,0,0,0,0,0,0,0,0
SSC50504,0,0,0,0,0,0,0,0
SSC50505,0,0,0,0,0,0,0,0
SSC50506,31,1900,387,76,846,1.1,1034,2.8
SSC50507,0,0,0,0,0,0,0,0
SSC50508,40,3000,1042,600,3585,0.8,3072,3
SSC50509,0,0,0,0,0,0,0,0
SSC50510,48,1739,667,193,1550,0.8,1239,2.3
SSC50511,40,1733,565,0,1312,0.5,1281,3.4
