SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC50131,9,19,0,0,4,16,0,0,3,21,7,34,0,3,0,0,0,4,3,13,11,50,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,19,63
SSC50132,158,315,0,3,17,60,3,18,54,197,70,282,7,17,9,35,24,65,34,120,110,403,0,0,7,16,3,6,19,52,25,78,0,3,3,13,17,32,22,48,44,120,3,4,315,844
SSC50133,8,15,0,0,0,11,0,0,5,14,3,21,0,0,0,0,4,8,4,8,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,19,48
SSC50134,5,8,0,0,0,3,0,0,5,14,8,23,0,0,0,0,0,4,0,4,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,14,33
SSC50135,5,8,0,0,0,0,0,0,0,15,0,15,0,3,0,0,0,0,0,3,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23
SSC50136,5,17,0,0,3,7,0,0,3,6,6,13,0,0,0,0,3,3,3,3,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33
SSC50137,115,217,3,11,4,32,0,3,111,418,117,465,4,12,7,20,21,65,32,94,151,561,0,0,0,7,0,0,27,75,32,81,0,3,0,3,14,28,20,31,51,116,0,5,312,897
SSC50138,3,8,0,0,0,3,0,3,0,8,3,16,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20
SSC50139,9,21,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25
SSC50140,21,36,0,9,0,3,0,0,7,23,6,39,3,4,7,13,3,18,14,35,18,74,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,3,3,11,0,3,44,125
SSC50141,0,3,0,0,0,0,0,0,12,33,12,33,0,0,0,0,0,0,0,0,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,43
SSC50142,27,54,0,0,3,18,0,0,8,27,12,48,0,8,0,0,3,14,6,24,19,71,0,0,0,5,0,0,3,14,4,17,0,0,0,0,0,0,0,0,7,19,3,4,58,148
SSC50143,15,29,3,8,0,9,0,3,14,60,20,84,0,0,0,0,4,9,4,9,24,91,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,0,0,42,126
SSC50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50145,21,36,0,0,4,15,0,0,11,38,13,45,0,8,0,0,3,6,5,13,18,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,4,5,0,0,40,105
SSC50146,0,8,0,0,0,3,0,0,3,13,4,23,0,0,0,0,0,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28
SSC50147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50148,519,1026,8,33,97,448,6,40,356,1394,471,1915,52,211,107,379,119,369,285,961,748,2876,3,15,12,38,5,13,52,125,70,186,11,28,24,65,79,165,111,259,180,440,25,53,1478,4399
SSC50149,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
SSC50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50151,27,50,0,0,0,4,0,0,6,21,4,29,0,0,0,0,3,6,3,6,7,35,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,3,6,0,0,38,85
SSC50152,5,7,0,6,0,0,0,0,3,7,0,14,0,8,0,0,0,0,0,8,3,21,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,0,14,31
SSC50153,5,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17
SSC50154,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50155,7,14,0,0,0,3,0,0,9,22,10,24,0,0,0,0,0,4,0,4,8,24,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,3,0,0,17,42
SSC50156,5,8,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,3,0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27
SSC50157,21,36,0,0,4,11,0,4,0,3,4,16,0,0,0,3,3,9,4,9,8,31,0,0,0,0,0,0,3,8,3,8,0,0,0,0,5,7,5,7,3,15,0,0,31,76
SSC50158,15,27,0,0,3,7,0,0,6,16,5,23,0,0,0,0,0,4,0,4,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,46
SSC50159,372,740,9,55,30,144,42,180,340,1302,419,1684,19,65,15,46,83,263,117,375,531,2063,0,5,14,42,10,33,106,289,124,368,5,28,9,24,71,151,86,200,213,570,18,41,1135,3409
SSC50160,6,17,0,0,0,0,0,0,7,12,7,12,0,0,0,4,0,3,0,9,5,18,0,0,0,0,0,6,0,4,4,5,0,0,0,0,0,0,0,0,4,5,0,0,19,45
SSC50161,135,277,0,6,6,23,0,7,34,130,42,165,3,25,8,23,19,53,32,105,70,264,0,4,0,0,0,5,16,43,22,49,0,5,0,0,10,16,11,18,31,72,0,6,237,614
SSC50162,53,112,0,0,10,36,0,11,37,153,48,201,3,5,7,18,13,40,18,70,68,274,0,0,0,0,0,0,3,5,3,7,0,3,3,5,3,4,4,13,11,23,0,0,132,405
SSC50163,8,16,0,0,0,0,0,3,3,23,7,21,0,0,0,0,0,4,0,4,10,27,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,7,0,0,19,47
SSC50164,7,18,0,0,0,3,0,3,9,25,10,30,0,7,0,0,0,3,3,10,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,64
SSC50165,14,29,0,0,0,0,0,5,4,31,5,34,0,3,0,4,3,5,4,16,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,3,5,0,0,25,83
SSC50166,6,11,0,5,0,0,0,0,3,18,3,20,0,0,0,0,0,4,0,4,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,35
SSC50167,6,16,0,0,0,3,0,0,13,52,14,53,0,0,0,0,0,0,0,0,14,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,68
SSC50168,87,173,0,12,15,57,0,0,43,174,58,249,3,10,5,20,20,52,26,82,86,327,0,0,0,8,3,3,0,11,7,18,0,3,3,3,10,18,9,21,16,44,0,3,193,548
SSC50169,150,296,0,0,6,39,5,13,84,325,94,378,5,31,4,22,36,108,55,161,147,544,0,0,6,22,0,4,19,55,28,80,0,0,6,10,15,24,18,39,48,121,5,9,346,961
SSC50170,0,3,0,0,0,0,0,0,3,10,3,10,0,3,0,0,0,0,0,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,9,19
SSC50171,3,7,0,0,0,0,0,0,4,19,4,19,0,0,0,5,0,0,0,5,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,6,31
SSC50172,129,251,0,0,3,22,3,17,48,192,54,229,5,19,5,12,12,30,18,62,77,289,0,0,3,4,0,9,17,56,20,64,3,7,4,3,6,12,11,19,34,84,0,0,234,634
SSC50173,373,743,9,45,30,134,11,62,367,1290,416,1522,6,18,19,56,43,127,62,205,478,1727,0,0,3,22,0,0,45,118,53,146,0,9,6,15,25,58,38,84,90,227,11,29,948,2731
SSC50174,12,25,0,0,3,4,0,0,3,25,7,27,0,0,0,0,0,3,0,3,5,31,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,3,0,0,25,57
SSC50175,7,20,0,3,0,0,0,0,4,12,5,18,0,0,0,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,32
SSC50176,4,8,0,0,0,0,3,8,0,3,5,9,0,3,0,0,0,0,0,9,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28
SSC50177,61,116,0,0,3,10,0,0,14,51,14,59,0,0,0,5,3,15,6,15,24,80,0,0,0,0,0,0,3,3,3,3,0,0,3,4,0,0,3,4,6,12,3,3,85,210
SSC50178,168,329,0,10,28,119,0,0,136,540,160,664,12,39,32,117,35,98,76,255,235,912,0,4,4,15,4,16,33,94,43,130,0,3,21,45,35,74,57,116,98,248,9,24,514,1513
SSC50179,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50180,418,812,0,11,25,106,12,55,138,536,174,707,13,63,14,51,29,96,61,201,232,914,3,11,6,25,0,4,49,139,64,174,3,3,10,17,21,33,28,56,92,230,4,8,745,1963
SSC50181,101,196,3,13,14,70,4,16,51,211,74,304,9,36,20,58,20,52,40,151,115,456,0,0,0,5,0,0,4,18,6,16,3,6,7,7,7,20,16,33,19,55,0,3,239,708
SSC50182,6,9,0,0,0,0,0,6,0,3,4,10,0,0,0,0,3,7,3,7,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25
SSC50183,532,1053,3,22,33,164,8,37,234,880,275,1096,25,83,37,109,77,226,137,420,415,1517,3,12,10,39,3,7,56,163,72,227,8,24,20,41,37,86,62,146,139,370,4,9,1090,2953
SSC50184,59,111,3,7,14,66,5,36,70,262,92,372,10,34,12,52,18,59,46,139,131,516,0,0,0,5,0,0,3,16,3,18,0,0,0,0,4,7,3,7,10,30,0,3,202,655
SSC50185,86,163,3,13,6,20,4,6,72,267,80,305,0,0,0,3,16,41,16,44,92,349,0,6,3,7,3,13,27,72,31,99,0,0,7,11,6,12,13,20,43,120,4,9,228,642
SSC50186,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
SSC50187,171,335,8,50,23,119,14,50,231,935,272,1149,8,40,13,40,48,141,68,222,342,1370,3,21,13,58,10,37,126,361,156,476,8,24,24,44,63,143,87,211,244,686,16,36,771,2420
SSC50188,33,69,0,0,10,29,0,0,9,44,22,75,0,14,0,0,3,14,9,30,28,101,0,0,0,0,0,0,3,10,3,10,0,0,0,0,3,3,3,3,5,12,3,3,65,182
SSC50189,90,174,0,4,3,11,0,7,47,170,49,193,4,8,5,13,8,32,21,57,71,250,0,0,0,0,4,16,10,36,17,44,0,0,0,3,8,26,11,25,24,76,3,5,182,503
SSC50190,289,562,3,20,21,88,11,49,186,720,217,882,4,12,19,50,44,127,62,193,277,1076,0,4,13,58,12,47,105,287,130,397,3,12,12,25,54,122,68,161,201,556,23,55,798,2247
SSC50191,15,24,0,0,3,5,0,0,9,40,16,49,0,7,0,4,0,4,4,13,19,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,34,93
SSC50192,20,42,3,10,0,0,0,0,9,41,13,52,0,9,0,0,4,17,9,25,22,80,0,0,0,7,0,0,9,23,8,27,0,0,0,0,7,8,7,8,17,38,0,0,59,160
SSC50193,22,33,0,3,0,0,0,0,16,52,16,62,0,0,0,5,3,9,4,9,21,73,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,39,109
SSC50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50195,29,50,0,0,0,3,0,0,7,26,8,30,0,0,0,0,0,4,0,4,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,9,5,13,0,0,41,95
SSC50196,98,190,0,0,3,24,4,13,43,182,55,216,0,3,3,5,9,25,15,36,66,248,0,0,0,3,0,0,10,25,14,33,0,0,0,0,7,15,7,15,21,44,0,0,182,486
SSC50197,124,252,7,21,12,72,5,17,58,226,77,336,7,30,10,32,30,78,47,142,128,482,0,7,3,20,0,0,19,58,28,85,0,6,3,8,23,42,23,55,55,134,0,3,310,873
SSC50198,3,7,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,5,0,5,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19
SSC50199,0,8,0,0,0,3,0,0,0,3,3,6,0,0,0,5,3,5,5,11,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26
SSC50200,250,494,3,20,14,70,9,37,204,782,235,912,9,29,15,50,37,120,67,205,297,1117,3,10,0,11,3,7,41,110,47,137,0,4,9,11,26,51,28,65,79,204,13,29,640,1835
SSC50201,781,1551,4,36,124,543,18,69,481,1895,626,2545,88,338,145,505,209,646,439,1485,1068,4030,0,0,17,59,7,10,83,219,103,288,17,48,25,70,90,197,131,319,243,616,36,85,2126,6277
SSC50202,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC50203,12,19,0,0,0,0,0,7,6,35,11,40,0,4,3,3,0,0,3,6,16,45,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,0,8,0,0,23,76
SSC50204,20,41,0,0,0,4,0,0,8,37,9,43,0,0,0,3,0,3,0,8,13,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,37,97
SSC50205,4,5,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,4,3,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15
SSC50206,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50207,535,1047,15,84,71,309,32,134,309,1213,427,1741,35,145,52,175,132,403,221,719,649,2460,6,21,20,70,8,21,85,224,116,326,9,32,16,26,52,112,73,175,193,500,11,21,1379,4030
SSC50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50209,10,20,0,7,0,0,0,0,0,3,3,8,0,3,0,0,0,6,0,7,3,18,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,15,41
SSC50210,513,988,4,17,34,150,3,15,161,580,200,765,12,40,25,72,53,144,82,256,283,1024,3,8,8,35,3,10,50,117,66,171,3,4,21,46,43,88,69,140,135,310,10,13,936,2339
SSC50211,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
SSC50212,3,5,0,0,0,0,0,0,3,7,3,11,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20
SSC50213,9,12,0,6,0,3,0,0,4,24,7,28,0,0,0,0,0,0,0,0,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,43
SSC50214,4,11,0,0,0,3,0,0,4,21,3,22,0,0,0,4,0,0,0,4,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41
SSC50215,5,8,0,0,0,0,0,0,3,9,3,9,0,0,0,3,0,0,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,10,26
SSC50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50217,85,160,4,30,14,65,0,5,73,294,93,386,0,3,6,21,8,33,20,55,110,443,0,7,0,0,0,4,7,30,11,37,0,0,0,0,9,19,9,19,18,54,0,0,216,661
SSC50218,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50219,4,12,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,10,27
SSC50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50221,284,561,13,65,54,234,20,96,320,1230,406,1627,50,194,73,259,106,332,231,790,639,2414,3,13,3,15,0,0,21,55,27,83,3,4,4,13,17,41,30,62,55,140,10,18,990,3136
SSC50222,30,53,0,0,4,13,0,0,31,119,33,140,0,0,4,8,5,5,7,16,40,156,0,0,0,3,0,3,0,3,3,13,0,0,0,0,0,0,0,0,3,13,0,0,73,220
SSC50223,15,28,0,0,0,0,0,0,10,31,10,31,0,0,0,0,0,5,0,5,10,30,0,0,0,0,0,0,5,12,6,14,0,0,0,0,0,3,0,3,9,13,0,0,30,77
SSC50224,0,0,0,0,0,3,0,4,0,7,4,13,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13
SSC50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50226,348,678,0,5,6,32,7,13,90,303,106,361,0,15,22,60,41,118,62,192,165,555,0,3,3,9,0,0,14,44,17,48,0,4,6,12,21,51,33,67,49,122,17,33,581,1386
SSC50227,238,469,8,26,8,27,3,19,69,269,84,336,5,20,6,28,33,88,41,134,128,472,0,0,4,17,3,9,28,67,35,96,0,4,10,13,26,63,33,78,67,174,8,17,446,1141
SSC50228,885,1725,34,198,199,925,69,304,1082,4162,1388,5581,85,339,124,411,159,505,369,1253,1757,6834,12,60,79,289,39,155,337,936,466,1438,38,120,73,161,144,299,253,578,722,2016,60,124,3426,10705
SSC50229,1344,2624,42,259,156,743,75,340,1485,5680,1757,7025,70,294,80,277,223,707,374,1280,2130,8302,13,57,38,124,30,106,299,852,374,1141,19,64,37,78,136,294,192,439,563,1576,43,88,4091,12596
SSC50230,503,961,12,55,57,267,21,82,360,1380,446,1783,14,49,29,84,60,177,96,306,543,2098,6,23,18,71,16,57,127,377,171,527,0,5,15,28,51,110,69,140,241,669,18,35,1300,3766
SSC50231,18,29,0,0,0,3,0,0,3,12,6,15,0,0,0,0,0,3,0,3,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,49
SSC50232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50233,20,42,0,3,0,3,0,0,14,54,14,62,3,7,0,3,0,4,4,14,20,74,0,0,0,0,0,0,3,9,3,9,0,0,3,6,0,0,4,3,5,14,0,0,49,132
SSC50234,187,363,0,0,18,87,8,28,96,373,121,494,3,14,10,33,32,100,43,144,165,640,0,3,3,22,3,3,36,95,45,132,3,11,9,11,38,79,47,108,92,231,16,37,460,1268
SSC50235,10,21,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,7,3,8,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,7,0,0,11,33
SSC50236,3,7,0,0,0,6,0,0,0,3,3,7,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16
SSC50237,33,78,0,0,8,30,3,18,58,241,68,291,0,6,0,3,8,28,13,32,74,325,0,8,0,8,8,32,32,92,43,140,0,0,0,0,10,23,6,31,48,167,12,51,170,620
SSC50238,0,3,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
SSC50239,352,702,20,106,39,175,25,108,257,1007,335,1396,18,78,25,85,121,375,167,536,499,1932,7,32,21,65,10,36,107,300,143,431,14,60,27,49,95,189,134,295,282,732,22,51,1160,3414
SSC50240,0,3,0,0,0,4,0,5,4,14,8,23,0,0,0,0,0,0,0,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22
SSC50241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50242,4,10,0,0,0,7,0,9,3,10,5,32,0,0,3,9,0,0,3,9,9,38,0,0,0,0,0,0,4,5,4,5,0,0,0,0,0,3,0,3,3,11,0,0,18,53
SSC50243,0,3,0,0,0,0,0,0,4,13,4,13,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18
SSC50244,2544,5076,92,512,625,2843,110,491,2613,10107,3442,13950,359,1494,554,1920,838,2676,1753,6093,5189,20047,14,51,95,342,30,98,339,915,477,1409,64,209,128,314,293,662,483,1180,958,2588,155,349,8850,28055
SSC50245,589,1195,4,21,27,148,4,28,418,1523,457,1716,14,69,31,100,68,220,114,385,569,2102,7,23,10,32,5,23,66,157,86,234,13,35,22,56,83,190,116,274,199,508,74,169,1435,3972
SSC50246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50247,81,151,0,4,3,15,0,5,25,79,30,106,0,5,3,5,13,37,13,43,48,153,0,0,0,0,0,0,10,24,10,24,0,0,0,0,4,8,4,8,15,36,0,0,139,338
SSC50248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50249,3,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC50250,307,593,5,23,26,141,7,32,164,640,209,831,8,29,17,49,33,102,56,176,261,1012,0,0,5,25,3,15,68,190,80,227,3,3,9,10,38,75,47,94,125,323,10,16,699,1943
SSC50251,26,43,0,0,3,20,0,3,7,26,12,53,0,3,0,0,3,4,3,7,18,60,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,5,10,5,10,0,0,45,110
SSC50252,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,7
SSC50253,4,10,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,11
SSC50254,43,80,0,14,5,35,3,15,18,61,26,129,7,40,11,28,12,55,31,117,59,242,0,0,0,4,0,3,0,6,5,9,3,3,0,0,3,3,4,6,7,18,0,0,105,343
SSC50255,5,7,0,0,0,0,0,0,4,10,3,18,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22
SSC50256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50257,19,35,0,0,0,4,0,0,7,21,8,30,0,0,0,0,3,13,3,13,13,44,0,3,0,0,0,0,3,5,0,10,0,0,0,0,3,7,3,7,8,17,0,0,33,95
SSC50258,14,30,0,0,0,0,0,6,7,23,5,26,0,4,0,0,3,8,7,17,15,48,0,0,0,0,0,0,3,6,3,6,3,9,0,0,0,0,3,9,3,16,0,0,31,90
SSC50259,113,230,6,45,14,78,5,31,82,338,110,497,18,63,11,40,36,120,59,219,170,710,0,0,0,4,3,3,8,18,9,25,0,0,5,6,11,19,11,29,19,54,7,9,311,1004
SSC50260,501,982,7,21,31,124,15,70,230,860,277,1073,3,13,18,70,91,291,116,375,394,1450,0,12,22,70,19,56,154,395,196,535,5,16,29,65,114,226,145,302,341,842,26,58,1268,3331
SSC50261,720,1419,3,31,85,358,12,68,549,2150,647,2601,69,280,119,408,182,563,362,1244,1012,3843,0,3,8,28,3,8,65,177,82,213,4,21,29,72,61,122,101,213,175,433,15,33,1925,5732
