SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC50059,0,0,0,8,7,18,0,0,0,0,0,0,0,0,0,4,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,9,22,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,24,0,0,0,0,0,0,15,14,24,3,3,11,38,38,77
SSC50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,8,5
SSC50061,513,611,1124,1017,1216,2225,0,0,0,162,183,338,0,3,3,2298,2533,4830,24,28,52,168,187,361,31,35,71,33,37,74,13,21,38,9,6,16,67,65,127,106,111,220,98,97,188,25,32,54,16,21,34,111,143,258,307,312,615,6,7,16,4489,5034,9521,90,85,175,671,598,1272,33,35,71,0,0,0,13,17,32,35,42,82,53,61,113,2697,2295,4985,26,23,46,10,12,24,2726,2325,5053,731,647,1378,9312,9392,18704
SSC50062,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,17,0,0,0,0,0,0,3,6,17,0,5,5,14,15,26
SSC50063,0,0,0,9,8,20,0,0,0,0,0,0,0,0,0,11,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,27,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,19,0,0,0,0,0,0,6,6,19,4,0,4,38,27,66
SSC50064,0,0,0,5,5,15,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,12,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,11,0,0,0,0,0,0,6,8,16,3,0,3,21,25,45
SSC50065,0,0,0,3,7,7,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,13,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,18,0,0,0,0,0,0,11,5,16,3,3,12,23,28,50
SSC50066,0,0,0,26,21,47,0,0,0,3,3,9,0,0,0,16,36,54,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,8,12,12,6,14,0,0,0,62,83,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,55,120,0,0,0,0,0,0,65,55,120,18,12,36,151,159,304
SSC50067,3,0,4,19,3,24,0,0,0,3,0,3,0,0,0,25,0,31,37,24,65,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,7,0,0,0,95,37,132,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,58,0,0,0,0,0,0,47,10,58,18,3,18,167,51,215
SSC50068,14,13,23,130,156,287,0,0,0,24,16,40,0,0,0,265,253,514,0,0,0,6,10,17,5,9,15,0,0,0,4,4,10,0,0,0,3,3,4,18,21,40,27,23,43,0,0,0,0,0,0,16,24,41,32,29,61,0,0,0,526,549,1077,34,27,66,13,16,28,0,3,3,0,0,0,10,7,16,8,9,18,23,10,36,344,321,666,4,0,3,3,3,3,348,325,679,103,72,175,1067,1019,2085
SSC50069,61,76,136,469,609,1078,0,0,0,121,105,232,0,0,0,912,968,1875,4,10,14,27,37,66,19,16,31,33,48,85,0,7,5,8,19,27,21,31,49,99,118,216,50,46,92,4,6,14,13,22,38,49,58,107,186,220,407,5,0,8,2022,2326,4345,151,150,301,87,115,203,4,7,10,6,9,12,69,60,125,13,18,34,84,92,174,1731,1651,3376,18,8,29,3,3,7,1750,1661,3411,427,354,779,4578,4775,9350
SSC50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50071,0,0,0,12,9,22,0,0,0,0,0,0,0,0,0,20,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,6,0,0,0,36,27,64,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,9,57,0,0,0,0,0,0,46,9,57,13,4,13,98,39,136
SSC50072,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,10,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,11,10,24
SSC50073,0,0,0,7,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,22
SSC50074,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,0,0,0,0,0,0,7,6,13,3,7,11,17,11,30
SSC50075,3,3,5,123,111,230,0,0,0,12,16,25,0,0,0,90,106,193,0,0,3,0,0,4,7,3,7,0,0,0,0,5,5,0,0,0,6,12,18,0,0,0,5,5,11,3,0,3,4,0,3,7,11,21,13,15,30,0,0,0,262,285,552,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,3,0,3,3,173,136,304,0,0,0,0,0,4,171,137,310,35,23,53,476,450,928
SSC50076,58,3,60,198,17,212,0,0,0,20,0,22,0,0,0,387,33,421,0,0,0,11,0,11,0,0,0,9,0,5,10,0,9,0,0,0,12,4,17,7,3,14,31,5,42,0,0,0,0,0,0,27,4,27,30,0,33,0,0,0,748,69,822,30,5,31,24,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,525,47,573,7,0,7,4,0,4,537,47,581,407,24,435,1811,151,1965
SSC50077,0,0,0,24,24,50,0,0,0,0,0,0,0,0,0,54,40,92,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,4,3,14,0,0,0,88,81,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50,94,0,0,0,0,0,0,48,50,94,13,4,17,151,141,288
SSC50078,86,127,215,629,729,1357,0,0,0,43,57,103,3,3,3,1143,1320,2460,13,31,37,47,49,98,28,26,52,12,10,18,11,17,30,3,3,4,30,22,46,23,29,55,70,66,140,11,33,40,4,4,12,78,109,185,148,177,324,11,18,25,2309,2699,5003,68,50,114,61,34,101,7,3,9,5,0,3,13,7,20,20,32,50,32,44,77,1996,1788,3781,30,17,49,13,16,20,2036,1822,3856,478,464,944,5070,5248,10313
SSC50079,69,97,164,175,253,434,0,0,0,38,43,86,0,0,0,539,525,1071,8,3,9,11,7,15,0,3,3,0,0,4,4,9,13,0,0,3,22,14,41,13,9,19,58,65,123,0,3,4,0,0,0,60,65,122,49,55,98,3,3,7,984,1070,2052,51,58,111,25,20,47,0,0,0,0,0,0,9,6,12,8,8,16,16,18,31,544,507,1052,10,4,13,0,0,3,559,512,1071,118,125,244,1817,1903,3717
SSC50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50081,31,30,63,276,271,549,0,0,0,27,41,68,0,0,0,430,460,892,6,0,5,11,15,30,11,13,19,5,12,20,4,6,5,0,0,0,4,18,28,12,10,19,25,30,53,0,3,4,12,4,14,40,51,90,36,40,74,3,4,6,912,964,1881,19,17,40,15,19,34,0,0,0,0,0,0,0,0,0,4,9,13,4,9,13,820,696,1514,3,0,5,3,3,7,827,698,1529,398,356,748,2209,2100,4306
SSC50082,8,9,16,248,263,513,0,0,0,40,45,84,3,0,0,154,188,342,8,11,19,3,5,4,5,10,19,3,3,7,5,4,9,0,0,3,11,7,19,31,33,70,24,28,60,4,7,10,0,0,0,64,88,155,55,62,117,0,0,0,665,765,1424,0,0,3,3,0,3,0,0,0,0,0,0,5,0,3,3,3,10,4,7,15,615,599,1212,3,3,7,3,3,7,615,602,1221,156,126,281,1449,1505,2960
SSC50083,145,235,380,695,885,1575,0,0,0,54,85,145,0,0,0,1747,2013,3759,10,31,39,78,74,143,18,12,25,10,10,20,19,27,44,5,6,14,33,34,68,44,54,101,94,88,185,7,11,22,5,7,7,101,130,229,184,210,396,9,17,24,3122,3689,6808,126,116,245,144,107,253,20,19,42,0,0,0,44,26,76,32,23,55,76,54,126,2800,2513,5316,29,26,56,16,12,29,2847,2553,5401,602,579,1182,7080,7352,14432
SSC50084,12,15,20,82,107,189,0,0,0,3,6,14,0,0,0,142,156,302,0,3,4,0,0,0,8,4,13,0,0,0,3,0,3,0,0,0,0,3,7,4,4,10,10,12,16,0,3,8,3,3,3,14,22,32,38,37,70,0,0,0,316,366,678,4,3,5,9,11,22,0,0,0,0,0,0,0,0,0,3,4,6,3,4,6,290,240,527,3,0,4,0,0,0,289,241,535,90,62,153,726,702,1424
SSC50085,0,0,0,28,18,50,0,0,0,3,4,8,0,0,0,22,21,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,7,4,3,3,5,3,4,3,64,53,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,32,0,0,0,0,0,0,17,14,32,6,6,12,89,76,160
SSC50086,41,30,75,205,239,444,0,0,0,19,25,37,0,0,0,725,819,1541,4,6,7,25,32,58,6,4,12,0,0,0,9,7,13,0,0,0,15,7,20,11,7,14,27,34,66,3,3,7,0,0,3,27,24,47,31,43,80,0,0,3,1104,1250,2356,3,6,7,21,11,33,9,5,14,0,0,0,0,4,3,10,14,23,10,18,32,970,973,1945,13,13,22,3,9,18,990,989,1984,250,237,485,2428,2555,4985
SSC50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50088,0,0,0,5,6,10,0,0,0,7,9,11,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,21,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,14,0,0,0,0,0,0,7,12,14,0,4,4,28,34,65
SSC50089,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,8,0,0,0,11,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,6,4,7,8,4,15,30,22,52
SSC50090,146,200,348,297,308,608,0,0,0,107,91,201,0,0,0,829,805,1627,15,11,24,30,22,52,16,22,36,20,15,30,9,12,18,16,17,33,23,40,62,57,45,93,61,76,141,4,4,9,14,22,33,58,52,108,149,143,293,8,7,14,1700,1685,3387,152,120,278,319,263,587,0,0,0,0,0,0,103,71,177,16,13,23,117,81,199,1088,945,2033,15,4,21,3,6,13,1102,959,2063,359,302,667,3899,3616,7518
SSC50091,68,93,160,214,297,509,0,0,0,13,25,32,0,0,0,794,891,1684,0,3,3,60,63,127,23,21,46,3,3,6,5,9,16,3,11,16,6,14,19,14,17,28,25,22,55,0,0,0,0,3,3,43,54,93,43,70,119,3,5,10,1258,1505,2761,32,28,57,60,62,127,11,16,24,0,0,0,6,5,10,13,7,26,24,17,38,910,792,1702,14,23,38,7,4,10,936,818,1755,264,248,511,2652,2787,5438
SSC50092,14,17,26,314,330,641,0,0,0,50,37,89,20,14,39,228,235,463,0,4,3,3,6,4,4,3,6,12,9,17,0,4,9,0,0,0,5,6,13,14,15,26,80,98,179,0,0,0,0,5,6,11,13,28,79,64,145,0,0,0,821,844,1662,4,0,3,0,3,3,0,0,0,0,0,0,0,0,0,3,6,8,3,6,8,465,379,847,9,14,26,0,5,5,471,401,874,135,133,270,1452,1400,2852
SSC50093,238,278,514,468,594,1059,0,0,0,88,87,178,0,0,0,996,1068,2068,0,8,10,44,45,93,23,25,50,9,15,25,5,11,13,3,3,8,57,55,111,48,56,107,51,50,103,20,30,42,13,18,30,54,64,118,188,199,384,0,3,4,2062,2332,4397,94,76,167,284,204,488,7,11,16,4,0,4,36,30,61,35,34,68,71,62,130,1379,1165,2545,12,7,24,9,15,17,1402,1186,2585,402,355,761,4560,4505,9061
SSC50094,0,0,0,14,20,34,0,0,0,0,0,0,0,0,0,13,13,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,30,37,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,23,75,0,0,0,0,0,0,49,23,75,6,7,8,83,72,151
SSC50095,0,0,3,3,5,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,0,0,0,0,0,0,8,8,9,4,3,12,26,18,47
SSC50096,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,6,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,0,0,0,0,0,0,9,4,14,0,0,4,13,19,31
SSC50097,0,0,0,10,21,32,0,0,0,0,0,0,0,0,0,20,14,33,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,0,0,40,38,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,33,0,0,0,0,0,0,16,16,33,3,8,11,62,63,123
SSC50098,33,52,82,344,446,791,0,0,0,45,53,97,0,0,0,1267,1331,2597,4,3,7,48,46,94,7,13,17,0,0,0,5,3,8,3,0,3,18,20,34,72,61,130,40,38,85,0,3,6,4,8,17,52,74,127,139,170,311,7,13,24,2063,2296,4359,35,35,74,28,33,62,3,0,3,0,0,0,15,14,29,10,10,22,24,23,52,1160,1049,2204,9,10,19,8,4,10,1174,1062,2235,315,278,595,3673,3782,7454
SSC50099,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,3,0,4,17,10,27
SSC50100,9,0,11,17,24,38,0,0,0,0,3,3,0,0,0,15,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,0,7,7,0,0,0,34,39,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,0,0,0,0,0,0,10,11,18,3,0,8,57,52,106
SSC50101,0,3,3,14,15,28,0,0,0,10,7,14,0,0,0,20,16,39,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,4,0,6,0,0,0,54,47,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,51,0,0,0,0,0,0,30,26,51,7,9,14,88,81,169
SSC50102,21,35,61,275,332,606,0,0,0,23,28,49,0,0,0,462,509,969,0,0,8,8,11,20,8,12,18,3,3,9,8,14,17,10,3,8,3,4,9,6,11,21,24,28,57,0,3,4,4,3,9,41,56,100,48,60,103,0,0,7,929,1079,2003,7,4,7,20,11,31,0,4,4,0,0,0,0,0,0,11,14,23,11,14,23,779,677,1453,8,8,21,6,7,14,791,695,1490,168,160,328,1943,2006,3943
SSC50103,0,3,3,27,35,61,0,0,0,0,0,0,0,0,0,33,41,74,0,0,0,4,0,4,0,0,0,0,3,3,3,3,6,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,74,92,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,28,78,0,0,0,0,0,0,44,28,78,18,13,29,134,140,278
SSC50104,4,13,11,102,104,206,0,0,0,16,17,31,0,0,0,153,158,317,0,0,0,7,3,10,4,9,9,7,6,15,3,0,3,0,0,0,0,0,5,12,6,20,6,13,20,5,8,10,0,3,3,16,18,34,24,28,55,0,0,4,357,383,735,8,0,16,7,3,6,0,0,0,0,0,0,0,0,0,0,4,10,0,6,8,310,264,571,8,5,13,0,5,8,320,274,592,75,71,148,771,756,1521
SSC50105,103,131,236,304,388,696,0,0,0,34,44,81,0,0,0,791,800,1591,4,10,11,23,19,43,16,12,28,11,5,21,10,9,18,7,4,4,16,16,36,22,26,41,40,56,98,8,20,32,12,18,28,52,73,124,99,116,213,3,5,12,1457,1629,3078,103,66,173,205,158,366,0,0,4,0,0,0,54,33,82,9,12,27,59,45,109,1078,878,1955,11,8,13,5,0,6,1089,889,1974,489,353,845,3510,3269,6785
SSC50106,0,0,0,26,25,53,0,0,0,0,0,0,0,0,0,18,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,6,5,14,9,3,6,0,0,0,64,54,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,86,0,0,0,0,0,0,43,41,85,19,17,33,128,112,242
SSC50107,0,0,0,20,12,33,0,0,0,3,3,4,0,0,0,28,38,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,8,11,0,0,0,62,66,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,22,58,0,0,0,0,0,0,34,22,58,15,18,32,112,103,217
SSC50108,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,8,6,20
SSC50109,0,0,0,12,18,28,0,0,0,0,0,0,0,0,0,18,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,4,10,8,0,7,0,0,0,41,43,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,33,3,0,3,0,0,0,18,11,34,9,13,20,78,63,144
SSC50110,177,198,371,200,190,395,0,0,0,62,66,130,0,0,0,613,625,1237,11,10,21,50,47,90,4,3,8,0,5,4,3,5,8,11,17,32,17,23,37,31,41,71,19,18,38,0,3,8,3,5,6,19,26,40,109,113,220,0,4,5,1157,1196,2351,149,148,298,370,343,712,6,0,4,0,0,0,30,31,59,17,13,33,49,40,90,559,472,1032,4,3,12,3,4,6,566,481,1048,223,194,421,2703,2600,5298
SSC50111,371,355,727,266,474,748,0,0,0,64,86,152,3,8,15,649,725,1367,0,7,6,12,16,26,19,16,28,8,4,13,5,8,12,14,17,27,42,65,109,35,36,70,96,90,187,8,15,19,17,19,31,73,162,240,144,181,331,3,0,7,1454,1932,3386,198,120,320,486,307,791,3,4,7,0,0,0,94,51,139,22,22,44,114,74,186,1239,972,2213,16,11,26,6,0,8,1262,984,2252,496,608,1110,4389,4386,8782
SSC50112,3,6,9,118,128,246,0,0,0,3,8,9,0,0,0,188,219,411,3,3,4,3,4,9,0,0,3,0,0,0,4,3,9,0,0,0,5,3,5,17,14,31,7,15,19,3,3,7,0,0,3,21,30,53,25,23,46,0,0,0,404,450,854,7,10,12,17,16,33,0,0,0,0,0,0,0,0,0,4,5,4,4,5,4,206,177,388,0,0,0,0,0,0,211,177,387,89,80,176,734,743,1482
SSC50113,0,0,0,12,3,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,3,3,4,13,8,26
SSC50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50115,34,49,79,308,363,672,0,0,0,40,56,100,0,0,0,698,678,1380,8,8,10,29,19,51,10,16,25,11,10,24,5,8,11,9,7,10,40,24,66,60,75,136,31,42,74,8,5,16,23,22,40,34,44,77,143,135,277,3,5,8,1448,1529,2982,110,95,205,60,55,108,0,0,0,0,0,0,101,75,175,9,9,21,113,79,189,1103,1025,2124,18,16,35,0,10,10,1122,1046,2173,233,234,473,3117,3093,6214
SSC50116,6,9,12,149,164,313,0,0,0,7,9,14,0,0,0,88,85,171,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,14,4,23,3,5,10,4,5,7,11,22,38,13,20,32,0,4,3,297,337,633,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,6,4,5,6,180,158,339,0,0,0,0,0,0,185,153,342,94,79,167,581,580,1163
