SSC_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SSC51202,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,7,3,16
SSC51203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,22
SSC51204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11
SSC51206,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,41,0,61
SSC51207,19,77,26,23,0,154,3,3,78,38,52,4,182,0,0,4,0,5,0,16,3,0,3,17,50,4,70,3,0,4,10,33,3,60,53,46,402,263,600,39,1402
SSC51208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC51210,10,43,12,10,0,85,8,0,20,8,18,3,51,0,0,0,0,3,0,0,0,0,4,9,18,0,31,3,0,4,11,23,3,39,34,18,156,101,341,39,693
SSC51211,3,11,7,4,0,34,7,0,18,8,4,0,32,0,0,0,0,0,0,3,0,0,3,3,11,0,12,0,0,0,0,3,3,9,15,12,68,48,112,20,272
SSC51212,3,9,3,3,0,27,3,0,8,5,9,0,29,0,0,0,0,3,0,8,0,0,0,4,3,0,3,0,0,3,3,4,6,12,4,4,46,39,95,23,215
SSC51213,3,21,3,3,0,46,24,4,61,7,7,3,96,0,0,4,3,0,0,12,0,0,3,0,0,0,8,3,0,15,0,0,0,16,91,23,305,67,42,13,541
SSC51214,3,10,3,6,0,30,3,0,15,3,13,3,36,0,0,4,0,0,0,3,0,0,4,0,3,0,8,0,0,0,5,8,0,9,12,3,51,25,75,11,172
SSC51215,0,0,0,3,0,9,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,41,0,57
SSC51216,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,13
SSC51217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SSC51218,48,140,27,16,7,365,99,27,303,52,51,20,549,12,5,37,14,18,4,85,11,5,53,25,60,6,159,32,7,83,30,39,20,208,850,222,2273,646,845,181,5018
SSC51219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51220,0,3,0,0,0,4,0,0,0,0,0,0,6,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,4,23,3,40
SSC51221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51222,30,154,33,44,7,327,67,34,274,105,90,16,591,3,0,10,4,14,3,33,3,3,24,19,74,3,134,8,0,44,19,41,11,127,404,136,1264,612,1104,104,3628
SSC51223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,14
SSC51224,8,41,11,9,6,84,16,3,43,16,23,3,101,0,0,0,3,4,0,7,7,0,0,0,38,0,38,0,0,4,0,12,0,14,55,21,182,110,398,39,799
SSC51225,0,7,3,3,0,20,0,0,3,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,3,0,5,0,7,4,7,41,27,65,4,149
SSC51226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,12,4,15
SSC51227,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,16
SSC51228,0,10,0,0,0,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,5,4,22,7,19,0,57
SSC51229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,17
SSC51230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6
SSC51231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,17
SSC51232,0,8,3,6,0,12,0,0,0,7,10,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,3,6,0,0,15,22,63,11,112
SSC51233,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,5,28,10,71
SSC51234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,18,0,20
SSC51235,12,34,8,34,4,97,6,3,27,32,60,6,131,0,0,0,0,3,4,10,0,0,3,6,40,3,51,0,0,0,7,31,9,51,17,28,126,129,577,50,924
SSC51236,3,12,3,3,3,31,3,3,5,14,14,0,40,0,0,0,0,0,0,0,0,0,0,3,15,0,19,0,0,0,0,11,5,13,7,4,41,38,170,27,287
SSC51237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5
SSC51238,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,24,0,35
SSC51239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,23,3,42
SSC51240,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15,7,24
SSC51241,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,5,3,19,9,76,6,117
SSC51242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51243,0,3,0,0,0,3,0,0,8,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,48,11,89
SSC51244,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,6,9,12,4,33
SSC51245,0,3,3,3,0,11,0,0,3,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,8,27,21,36,9,98
SSC51246,0,3,0,0,0,8,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,4,7,13,20,0,43
SSC51247,3,11,0,5,0,23,0,3,5,7,10,0,24,0,0,0,0,0,0,0,0,0,0,4,10,0,14,0,0,0,0,13,3,16,3,12,43,52,170,21,300
SSC51248,8,39,12,21,3,92,19,18,75,40,22,10,179,0,0,5,3,11,0,18,0,4,10,5,41,7,63,0,0,13,4,35,9,66,87,65,373,280,804,73,1688
SSC51249,37,143,42,106,7,360,14,20,122,144,186,13,496,0,0,7,12,26,6,48,3,0,3,25,114,7,155,0,0,11,30,95,17,154,92,78,531,712,2057,164,3638
SSC51250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51251,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20,4,42
SSC51252,0,0,0,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,5,3,24,7,37
SSC51253,6,5,0,0,0,12,3,0,7,0,0,0,10,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,37,16,12,4,77
SSC51254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC51256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC51257,0,8,3,3,3,15,3,0,3,0,7,3,19,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,3,3,4,5,15,15,43,19,105
SSC51258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,3,18
SSC51259,6,8,3,0,0,19,3,0,4,0,4,0,14,0,0,0,0,0,0,3,0,0,0,0,4,0,7,0,0,0,0,0,0,3,13,11,44,24,46,0,133
SSC51260,15,53,9,19,0,127,31,16,188,75,62,12,380,4,0,21,8,9,0,43,8,0,25,13,33,4,82,13,3,30,13,36,17,103,264,73,884,374,535,73,2208
SSC51261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,21
SSC51262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC51263,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,0,10
SSC51264,4,19,4,4,0,36,3,0,21,6,12,0,45,0,0,3,3,0,0,7,0,0,0,0,10,0,10,0,0,8,4,11,3,23,14,16,142,73,172,17,441
SSC51265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8
SSC51266,0,4,0,0,0,5,0,0,0,3,3,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,10,3,18,3,41
SSC51267,43,119,53,70,10,328,32,18,122,104,111,29,418,0,0,3,14,25,0,44,4,0,6,14,75,7,106,5,3,16,16,45,17,96,116,93,549,505,1326,138,2721
SSC51268,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,3,20,4,35
SSC51269,0,0,3,10,0,17,0,0,8,12,27,3,51,0,0,0,0,3,0,9,0,0,0,0,17,0,15,0,0,0,0,9,4,15,0,3,14,35,196,18,267
SSC51270,3,7,3,3,0,19,0,0,9,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,26,27,60,12,133
SSC51271,0,13,3,8,3,32,0,0,13,16,25,3,58,0,0,0,0,3,0,3,0,0,0,3,18,3,20,0,0,0,0,12,3,16,8,9,48,69,266,26,423
SSC51272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,8
SSC51273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51274,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,16
SSC51275,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,11
SSC51276,5,48,11,18,0,98,17,9,73,35,55,5,182,0,0,7,4,29,3,46,0,0,13,9,29,3,60,4,0,11,10,18,10,57,105,42,379,247,571,65,1407
SSC51277,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,8,3,28
SSC51278,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,3,7,17,30,6,58
SSC51279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,5,5,0,13
SSC51280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
SSC51282,0,3,0,0,0,4,0,0,3,3,7,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,3,0,5,14,12,34,0,72
SSC51283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51285,14,39,26,29,7,121,3,8,42,45,60,7,168,0,0,3,3,12,0,20,0,0,4,12,48,0,69,0,0,3,0,23,11,40,27,36,216,231,583,58,1155
SSC51286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,8,6,21
SSC51287,19,95,21,19,3,218,47,20,148,46,47,7,312,3,0,3,6,8,3,21,8,3,17,12,30,3,70,7,0,24,12,23,0,73,279,78,715,271,407,54,1797
SSC51288,22,106,33,25,8,277,42,32,229,77,89,16,471,7,3,39,18,31,0,91,6,3,27,36,75,7,153,12,3,38,29,28,17,130,406,154,1356,636,988,114,3652
SSC51289,0,11,5,3,0,26,3,0,6,3,13,0,26,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,3,7,3,3,40,50,99,19,212
SSC51290,34,122,46,79,9,316,11,20,133,86,196,22,470,0,0,6,7,22,0,41,4,0,11,20,91,10,139,3,0,14,25,85,29,152,117,80,588,609,1858,182,3439
SSC51291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,10,6,35,9,68
SSC51292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51293,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,18
SSC51294,0,3,3,4,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,13,4,0,14,13,35,15,81
SSC51295,0,8,4,0,0,16,0,3,7,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,3,0,3,3,9,7,27,22,66,11,128
SSC51296,4,10,10,3,0,36,3,0,11,8,14,0,36,0,0,0,0,0,0,3,0,0,5,3,10,0,12,0,0,3,3,11,0,10,8,7,53,42,162,3,278
SSC51297,43,135,40,56,7,298,22,15,88,65,64,9,270,3,0,4,7,15,0,35,3,0,11,14,73,0,107,3,0,12,21,56,14,98,107,95,548,448,941,97,2238
SSC51298,0,3,0,3,0,7,0,0,3,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,3,0,16,15,32,0,71
SSC51299,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,5,22,3,57
SSC51300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51301,18,51,18,18,4,136,28,16,82,34,15,4,178,0,0,5,3,0,0,11,0,0,9,3,3,0,21,0,0,16,9,8,4,40,156,59,460,152,175,29,1035
SSC51302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,4,0,8,8,72,3,101
SSC51303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,24,4,50
SSC51304,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,0,26
SSC51305,0,3,0,3,0,5,0,3,9,0,3,0,15,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,0,3,0,4,0,0,18,8,37,4,74
SSC51306,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,12
SSC51307,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,0,15,3,23
SSC51308,22,107,40,52,4,241,17,21,60,69,85,9,263,0,0,0,0,3,0,8,0,0,6,14,47,0,72,3,0,5,17,47,8,80,89,59,379,350,989,77,1949
SSC51309,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,8,28,3,40
SSC51310,13,49,13,11,3,117,13,7,63,12,11,7,107,0,0,0,3,3,0,9,3,0,4,0,4,0,21,4,0,19,7,10,10,49,133,43,368,129,131,24,828
SSC51311,18,45,9,7,0,91,14,4,28,15,20,4,85,0,0,3,0,3,0,4,0,0,0,0,8,0,12,3,0,6,0,15,9,34,46,27,186,99,208,38,600
SSC51312,8,16,4,8,0,39,0,0,15,12,11,0,31,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,4,3,0,6,12,15,66,48,121,11,273
SSC51313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51314,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,0,20
SSC51316,0,0,0,0,0,8,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,3,25
SSC51317,8,29,11,7,0,50,0,0,15,11,10,0,33,0,0,0,3,3,0,8,0,0,0,4,10,0,18,0,0,3,3,16,4,24,8,18,74,65,144,9,320
SSC51318,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,21,0,39
SSC51319,143,340,87,55,23,777,126,68,492,139,105,21,946,7,6,54,23,32,7,128,12,14,74,44,132,11,278,14,13,91,31,83,19,249,677,382,2680,1093,1818,224,6878
SSC51320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51321,3,7,0,3,0,17,8,3,4,3,4,0,22,0,0,0,0,0,0,3,3,0,0,0,3,0,7,0,0,3,0,9,0,8,18,10,42,27,54,9,153
SSC51322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,11
SSC51323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SSC51324,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,24
SSC51325,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,18
SSC51326,31,179,60,135,10,440,22,24,195,116,143,23,516,0,0,15,6,39,3,60,4,0,10,24,94,4,143,4,0,19,31,91,23,157,139,106,781,709,1963,152,3838
SSC51327,0,3,0,3,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,34,4,57
SSC51328,4,25,14,15,4,53,0,4,17,11,19,3,61,0,0,3,3,11,0,12,0,0,0,3,25,3,29,0,0,0,3,10,3,24,11,15,100,108,364,45,641
SSC51329,12,80,41,70,13,227,18,9,101,126,178,13,448,3,0,6,8,21,0,34,8,0,12,24,123,8,175,3,0,14,10,74,19,126,82,32,447,517,1502,129,2715
SSC51330,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,24
SSC51331,3,17,7,5,5,33,0,3,8,5,4,0,22,0,0,0,0,0,0,3,0,0,0,0,4,0,8,5,0,3,3,3,0,11,17,11,60,33,71,14,199
SSC51332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51334,27,114,25,21,0,280,31,12,109,25,29,11,215,3,0,10,3,12,0,25,3,0,11,5,23,0,50,3,0,22,8,9,4,47,262,81,639,218,318,42,1560
SSC51335,40,86,20,11,0,269,82,36,198,40,17,10,378,8,0,32,0,4,0,43,0,0,16,3,7,0,28,15,3,29,9,4,0,65,408,145,860,153,154,41,1768
SSC51336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51337,10,50,15,18,6,115,12,12,54,27,50,6,153,0,0,0,5,0,0,7,0,0,9,7,28,4,46,0,0,4,13,12,7,47,50,32,229,203,479,58,1040
SSC51338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51339,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,24
SSC51340,7,23,9,10,0,49,0,3,19,9,12,0,45,0,0,0,0,3,0,3,0,0,0,3,14,0,16,0,0,0,0,9,0,16,7,12,80,58,162,14,337
SSC51341,15,45,9,13,3,94,10,9,51,30,42,9,152,0,0,0,3,4,0,11,0,0,8,7,40,4,53,4,0,3,6,20,3,36,49,31,226,147,427,35,912
SSC51342,0,9,3,11,0,30,0,0,6,7,9,3,29,0,0,0,0,0,0,0,0,0,0,4,14,0,18,0,0,0,3,4,0,12,4,3,25,29,127,13,205
SSC51343,26,71,22,45,3,177,3,6,42,45,38,4,135,0,0,3,3,9,0,15,3,0,3,5,39,4,50,0,0,3,6,13,3,32,28,46,213,211,566,35,1107
SSC51344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51346,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,16
SSC51347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51348,12,71,15,38,3,154,15,13,54,25,24,11,140,0,0,0,3,3,0,8,0,0,10,12,73,4,93,7,0,0,0,22,11,35,70,29,295,192,708,49,1340
SSC51349,55,182,51,38,9,406,32,19,163,63,39,7,333,0,0,12,9,15,0,38,5,0,9,13,44,0,74,8,3,24,18,35,6,100,258,166,995,438,677,94,2620
SSC51350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51351,4,6,0,3,0,18,0,0,5,7,6,3,26,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,3,6,0,8,7,6,17,29,185,21,260
SSC51352,45,164,34,62,4,332,35,28,160,91,121,18,456,0,0,10,3,12,0,25,6,4,18,24,81,8,134,4,0,16,23,36,18,94,119,120,665,432,1186,99,2624
SSC51353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7
