SSC_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SSC51050,14,62,22,33,12,152,10,9,83,46,44,4,188,0,0,4,3,4,0,12,0,0,7,8,65,5,87,4,0,9,11,55,3,90,48,39,332,253,699,67,1435
SSC51051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,7
SSC51052,0,3,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,4,28
SSC51053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,12
SSC51054,13,64,10,8,0,113,17,7,77,28,17,6,153,0,0,0,0,3,0,6,3,0,4,4,10,0,29,3,0,3,3,3,3,20,110,43,395,120,162,37,872
SSC51055,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10
SSC51056,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,8
SSC51057,0,0,0,3,0,8,0,0,3,0,3,0,12,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,8,0,10,3,3,11,10,47,4,88
SSC51058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51059,11,43,13,15,0,94,8,11,44,7,16,0,89,0,0,9,0,9,0,14,0,0,11,4,7,0,23,0,0,9,0,13,7,29,40,34,247,95,172,29,613
SSC51060,4,3,0,0,0,11,0,3,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3,0,0,0,0,0,7,5,9,18,24,66,7,128
SSC51061,0,4,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,27,0,30
SSC51062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5
SSC51065,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,7
SSC51066,0,0,0,3,0,4,0,0,0,4,0,0,4,0,0,0,0,4,0,3,0,0,0,0,9,0,16,0,0,0,0,3,0,5,4,0,7,18,54,5,87
SSC51067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
SSC51068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC51069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC51070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51071,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,0,18
SSC51072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC51073,6,11,5,10,0,27,0,0,4,9,5,0,28,0,0,0,0,0,0,3,0,0,0,0,3,0,8,0,0,0,0,3,0,3,5,12,45,41,97,8,210
SSC51074,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,3,18
SSC51075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,8,16,0,32
SSC51076,0,0,3,4,0,12,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,6,0,19,17,39,8,83
SSC51077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC51078,0,7,0,0,3,15,0,0,0,3,6,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,3,0,3,21,4,45,7,88
SSC51079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,15
SSC51080,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,7,3,9,0,21
SSC51081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5
SSC51082,0,4,3,0,0,13,0,0,5,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,3,34,18,60,9,125
SSC51083,26,58,27,39,11,164,14,3,81,45,60,9,214,0,0,5,4,7,0,19,0,0,4,8,49,3,65,0,0,3,3,19,11,34,26,39,232,169,521,76,1060
SSC51084,0,0,0,0,0,7,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,6,23,0,47
SSC51085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,4,12,0,29
SSC51086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SSC51087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51088,52,230,34,26,7,597,257,63,490,74,30,21,927,17,3,27,10,3,0,63,15,0,21,8,22,0,63,29,4,76,9,11,11,148,997,255,1995,324,262,85,3917
SSC51089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,0,24
SSC51090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6
SSC51091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,14,4,27
SSC51092,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,10,0,12,12,27,7,66
SSC51093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC51094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,16,3,33
SSC51095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,3,0,7,3,21
SSC51098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
SSC51099,0,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,6,13,0,35
SSC51100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,7,20,3,36
SSC51101,16,58,14,29,7,132,3,5,38,17,18,3,85,0,0,3,0,3,0,5,0,0,5,19,79,3,105,0,0,4,5,17,10,39,67,49,432,295,1500,114,2460
SSC51102,6,14,0,3,0,18,0,0,5,3,7,3,25,0,0,0,0,0,0,3,0,0,0,0,4,3,4,0,0,0,0,0,0,3,0,9,19,7,27,14,76
SSC51103,19,59,14,29,3,138,11,8,47,26,36,3,128,0,0,0,4,3,0,10,0,0,0,3,45,0,52,3,0,13,5,53,4,91,71,49,361,249,808,72,1609
SSC51104,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,28,0,48
SSC51105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8
SSC51106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
SSC51108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,3,16
SSC51109,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,3,5,4,20
SSC51110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,18
SSC51111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SSC51112,40,126,33,41,11,309,59,34,300,157,125,25,698,13,0,19,14,16,0,63,14,7,43,45,94,11,203,14,3,39,39,55,21,165,403,149,1424,822,1134,169,4105
SSC51113,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,12
SSC51114,44,123,38,48,12,290,28,16,150,70,64,9,341,3,0,12,6,16,6,38,6,0,12,9,86,3,123,3,0,37,20,43,9,114,138,103,782,442,820,110,2400
SSC51115,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,12
SSC51116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SSC51117,0,6,0,0,0,17,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,6,7,3,3,23,12,46,16,107
SSC51118,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,12
SSC51119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51120,20,89,20,26,3,185,25,8,91,32,26,3,174,0,0,12,0,0,0,16,0,0,10,5,23,0,42,7,0,15,9,9,7,49,120,54,487,196,320,38,1208
SSC51121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC51122,0,3,0,5,0,15,0,0,3,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,3,3,0,17,19,65,12,119
SSC51123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51125,14,40,11,6,7,99,22,14,72,14,16,3,134,3,0,12,3,6,3,26,0,0,3,3,26,0,32,3,0,17,13,22,4,57,106,42,340,179,281,40,987
SSC51126,3,13,9,5,0,25,0,0,10,6,3,0,18,0,0,0,0,5,0,4,0,0,0,0,0,0,3,0,0,0,0,8,3,16,4,5,30,30,119,8,197
SSC51127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51128,12,68,6,10,3,152,54,20,112,23,11,5,230,3,3,11,6,0,0,32,5,0,13,6,13,0,36,15,0,31,10,12,3,72,241,78,612,191,185,40,1333
SSC51129,0,0,0,0,0,4,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,3,26
SSC51130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,4,20
SSC51131,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,14
SSC51132,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,3,6,0,19
SSC51133,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,11
SSC51134,4,26,6,12,0,67,11,4,45,14,13,4,95,0,0,3,3,3,0,11,0,0,0,3,16,0,24,0,0,4,3,6,3,21,57,20,188,77,161,16,512
SSC51135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SSC51136,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,14
SSC51137,73,198,45,27,7,437,85,38,266,60,52,10,512,10,3,50,13,14,3,97,12,0,34,20,57,0,129,14,4,57,14,20,11,123,474,253,1725,482,635,90,3652
SSC51138,0,8,0,0,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,3,18,6,34,5,62
SSC51139,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,8
SSC51140,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,8,3,33
SSC51141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SSC51142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,16
SSC51143,0,4,0,0,0,4,0,0,3,0,0,0,4,0,0,3,0,3,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,3,13,3,35
SSC51144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SSC51146,7,7,3,6,0,21,0,0,4,5,3,0,15,0,0,0,0,3,0,3,0,0,0,0,7,0,7,0,0,0,0,7,0,8,4,4,21,29,109,10,175
SSC51147,13,74,24,41,9,174,15,8,65,41,83,15,218,0,0,0,0,8,3,15,0,0,9,8,57,3,76,3,0,3,7,31,10,50,56,41,268,210,772,91,1430
SSC51148,4,4,0,9,0,18,0,0,4,8,13,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,4,0,4,23,18,77,16,137
SSC51149,5,12,0,4,3,35,6,6,15,5,10,0,43,5,0,3,0,3,0,11,0,0,8,0,4,0,10,4,0,14,7,4,3,31,78,28,209,78,94,30,509
SSC51150,3,3,0,4,0,11,0,0,3,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,3,14,10,39,10,71
SSC51151,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC51152,0,4,0,0,0,8,3,0,6,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,6,3,3,19,11,33,3,65
SSC51153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6
SSC51154,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,13
SSC51155,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,24,0,0,0,3,9,0,9,16,11,82,88,584,26,813
SSC51156,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,10
SSC51157,0,5,5,12,0,18,0,0,4,4,11,9,35,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,6,4,8,0,0,10,28,105,28,178
SSC51158,0,3,3,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,23
SSC51159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,3,23
SSC51161,0,4,3,7,0,11,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,15,34,3,69
SSC51162,3,15,5,0,0,25,3,3,20,9,6,0,39,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,8,71,27,58,7,185
SSC51163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51164,10,31,12,25,5,87,6,4,25,14,22,6,72,0,0,3,0,11,0,12,0,0,3,5,37,0,50,0,0,5,3,30,3,42,25,21,156,133,439,37,810
SSC51165,13,21,3,9,0,49,3,4,17,7,6,3,39,0,0,0,0,0,0,0,0,0,0,3,9,0,11,0,0,0,0,0,0,3,19,21,67,47,114,20,287
SSC51166,44,166,49,54,10,375,26,24,160,80,74,17,377,0,0,19,3,10,3,37,3,0,12,16,61,4,99,3,9,26,23,39,13,111,192,115,869,518,998,125,2819
SSC51167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,9
SSC51168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,14
SSC51169,0,0,0,0,0,3,0,0,3,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,4,0,4,18,12,40,3,79
SSC51170,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,15
SSC51171,3,11,3,0,0,17,3,0,4,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,3,0,10,0,13,8,11,49,27,170,18,281
SSC51172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,9
SSC51173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51174,4,12,4,18,0,39,0,0,15,14,35,3,77,0,0,0,0,0,0,3,0,0,0,3,27,5,38,0,0,0,3,10,9,26,6,4,48,62,302,28,459
SSC51175,3,3,3,3,0,15,0,0,4,3,11,0,19,0,0,0,0,0,0,0,0,0,3,0,11,0,14,0,0,4,0,15,4,18,7,5,34,25,118,13,205
SSC51176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5
SSC51177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7
SSC51178,0,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,23,3,31
SSC51179,8,25,12,31,3,93,4,3,37,36,55,0,141,0,0,0,0,3,0,3,0,0,7,8,33,0,52,0,0,4,7,35,8,53,28,30,147,168,542,56,986
SSC51180,23,57,14,10,7,129,11,5,116,51,46,10,251,3,0,6,3,4,0,21,0,0,7,19,49,0,70,5,3,21,9,19,9,63,167,55,627,295,419,77,1644
SSC51181,0,3,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,11,7,16,4,43
SSC51182,48,165,48,80,10,387,35,21,175,71,97,13,416,3,6,9,8,12,0,37,9,0,17,24,92,5,141,6,3,15,28,61,12,122,156,132,870,462,1185,112,2918
SSC51183,0,0,0,4,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,6,16,3,35
SSC51184,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,24,0,32
SSC51185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC51186,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,17
SSC51187,64,216,39,36,3,423,52,30,223,57,55,7,425,5,0,27,11,15,0,57,3,3,25,17,41,3,92,6,3,27,19,30,5,84,234,178,1034,415,704,79,2635
SSC51188,3,3,4,9,0,27,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,24,27,166,5,248
SSC51189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,16
SSC51190,6,18,5,3,0,28,0,3,12,0,5,5,20,0,0,0,0,0,0,0,0,0,3,0,9,0,13,0,0,0,0,0,4,6,7,10,79,65,247,21,431
SSC51191,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,21,3,42
SSC51192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,7
SSC51193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51194,11,54,12,20,3,116,10,4,35,25,18,4,92,0,0,3,0,3,0,8,0,0,0,6,27,0,41,0,3,5,5,16,0,31,48,36,206,126,351,29,800
SSC51195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8
SSC51196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,11
SSC51197,5,3,3,10,0,26,0,3,3,5,11,0,24,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,4,0,5,3,11,21,33,89,10,171
SSC51198,18,106,20,52,5,262,26,16,111,65,60,7,291,0,0,13,3,12,3,27,6,0,23,12,36,0,78,8,3,18,10,39,15,97,196,83,674,320,676,70,2018
SSC51199,12,25,17,27,0,100,0,5,59,42,76,14,199,0,0,4,0,14,0,26,0,0,4,6,40,0,55,0,0,3,9,49,21,80,33,28,217,202,698,91,1273
SSC51200,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,0,23
SSC51201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,5,0,6,8,13,0,34
