SSC_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SSC50451,8,15,12,7,14,0,3,3,3,66,6,16,15,20,11,7,0,11,3,82,32,27,228,61,52,28,37,43,5,525,0,0,0,7,5,7,0,10,0,33,0,0,0,10,10,3,4,5,0,40,0,3,3,0,5,0,3,0,0,16,0,0,9,4,10,3,3,11,4,42,74,216,279,126,131,66,56,94,13,1061
SSC50452,5,26,28,15,14,3,8,7,0,95,23,17,41,46,14,19,9,20,0,188,29,15,184,50,38,19,46,36,11,428,0,0,0,7,3,9,0,4,0,22,7,4,9,8,11,3,6,5,3,56,7,3,4,4,0,0,0,4,0,25,0,3,7,8,10,3,9,9,6,51,131,376,342,213,212,121,113,144,28,1683
SSC50453,0,3,0,5,3,0,0,0,0,11,3,0,3,4,8,0,0,3,0,20,8,3,49,10,17,5,10,13,3,121,0,0,0,0,3,0,0,0,0,10,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,0,3,12,22,32,59,21,37,11,12,21,11,220
SSC50454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,4,0,0,0,0,0,0,15
SSC50455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50456,50,85,13,23,34,20,3,4,3,234,44,50,27,29,26,16,0,6,0,194,59,23,178,45,43,26,23,30,3,432,3,3,5,4,7,3,0,6,0,24,9,5,7,12,9,14,0,3,0,68,7,7,4,4,10,3,0,0,0,39,7,13,7,7,4,7,0,9,4,53,559,1294,289,216,274,138,42,60,37,2909
SSC50457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,17
SSC50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50461,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC50462,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
SSC50463,67,65,32,32,37,14,10,18,0,275,65,50,81,93,49,22,8,25,5,411,66,46,223,46,50,33,23,49,8,546,7,0,0,8,11,3,3,8,0,32,16,8,16,16,10,8,3,6,3,89,10,19,5,13,5,6,0,8,0,64,10,16,6,13,11,6,5,14,13,103,786,1874,534,427,473,223,73,261,85,4732
SSC50464,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,3,3,0,24,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,8,28,7,3,5,4,3,3,6,0,65
SSC50465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5
SSC50466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11,0,0,0,9,0,24
SSC50467,34,61,42,27,34,15,7,15,0,231,44,66,55,55,70,25,12,24,0,340,74,43,326,74,76,51,44,58,8,752,10,0,4,10,13,9,0,7,0,58,15,9,7,17,23,4,5,13,0,88,6,17,13,7,5,3,3,3,4,60,9,19,16,4,3,4,3,7,13,76,540,1522,579,362,432,190,105,219,44,3985
SSC50468,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,8
SSC50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,10
SSC50470,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,14,7,3,0,0,0,0,0,0,29
SSC50471,16,32,18,19,11,6,3,10,0,105,23,25,24,59,25,16,15,4,3,187,55,43,507,140,110,82,135,91,22,1188,0,3,7,11,10,18,4,15,0,75,9,7,9,21,27,12,7,14,0,99,0,3,3,3,0,3,4,6,0,21,0,3,14,6,12,8,11,17,3,71,152,351,599,293,224,149,178,170,37,2140
SSC50472,8,10,11,13,15,4,3,6,0,69,18,16,15,31,13,8,3,0,0,100,36,16,151,49,40,15,22,32,16,370,0,0,0,10,7,4,3,3,0,24,0,3,3,7,11,3,0,3,0,32,0,0,3,0,0,0,0,0,0,8,3,3,5,6,4,3,11,3,3,34,115,233,201,149,141,55,50,63,23,1020
SSC50473,23,45,15,17,20,6,0,3,0,123,22,29,19,35,36,23,3,6,4,164,47,30,223,64,51,26,34,38,9,514,0,3,6,5,9,4,0,4,0,31,6,3,7,13,15,0,0,4,0,52,3,3,3,3,3,0,0,0,0,15,3,11,5,5,10,6,3,0,3,48,200,529,309,184,198,93,42,75,20,1665
SSC50474,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,3,0,21
SSC50475,12,8,10,3,6,8,0,0,0,37,9,7,3,22,18,9,3,9,0,70,17,11,134,38,39,20,18,14,4,289,0,0,0,3,3,3,0,0,0,12,0,3,3,8,5,3,3,0,0,25,0,0,3,0,3,0,0,0,0,7,0,0,3,7,3,3,0,0,0,11,52,111,161,105,86,43,27,32,6,626
SSC50476,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,7,0,26
SSC50477,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5
SSC50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50479,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,3,4,3,3,3,0,37
SSC50480,0,4,0,0,0,0,0,0,0,9,0,3,3,4,4,0,0,0,0,14,6,3,16,10,8,3,8,3,0,57,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,18,34,23,22,12,11,8,6,3,136
SSC50481,54,85,49,68,61,19,34,9,5,389,121,111,105,215,128,62,32,51,7,845,197,134,1105,381,309,189,276,189,40,2825,16,11,10,20,37,32,16,30,0,172,15,14,28,40,55,32,27,15,0,233,4,11,11,13,17,8,4,6,3,79,14,22,32,35,23,19,29,19,13,202,600,1176,1441,934,836,448,494,399,99,6442
SSC50482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8
SSC50483,4,16,11,7,8,5,3,8,0,64,12,11,26,23,13,8,0,8,0,99,14,20,129,36,31,13,20,24,8,294,0,0,0,0,3,3,5,3,0,16,3,0,10,7,13,3,0,3,0,43,0,0,6,3,0,0,0,3,0,20,3,6,3,0,3,0,5,4,0,27,107,271,197,110,117,66,39,69,14,998
SSC50484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5
SSC50485,4,0,0,3,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10,12,5,7,4,3,3,7,0,55
SSC50486,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,12,6,3,0,0,0,0,8,0,30
SSC50487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SSC50490,8,18,7,4,10,0,3,0,0,55,15,8,7,24,7,7,3,0,3,82,28,11,175,53,34,17,36,33,4,393,0,0,0,3,3,3,0,3,0,18,3,3,0,13,0,4,3,7,0,35,3,5,0,4,0,0,0,3,0,15,0,4,7,5,5,5,5,4,0,30,69,172,212,120,74,46,54,50,14,813
SSC50491,7,13,5,4,7,3,0,0,0,34,10,10,5,6,10,9,0,9,0,53,18,21,70,25,20,6,22,26,0,216,0,0,0,4,3,6,3,6,0,23,3,0,5,5,6,0,3,5,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,11,68,119,88,61,52,28,35,50,4,508
SSC50492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50493,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,16
SSC50494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SSC50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,9
SSC50496,13,9,9,7,5,3,0,11,6,63,15,12,16,11,14,10,0,6,0,77,44,25,159,38,34,12,25,38,3,381,3,3,3,10,8,3,0,7,0,42,3,7,3,3,12,3,0,6,0,37,0,0,0,4,0,0,3,3,0,8,0,3,6,5,3,3,0,7,4,38,124,175,215,105,99,42,31,84,22,902
SSC50497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,12
SSC50498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6
SSC50499,22,37,5,8,12,4,3,3,0,91,16,19,17,29,15,13,5,7,0,122,35,17,243,73,49,27,67,49,10,568,0,0,6,5,3,3,0,4,3,30,3,5,4,16,11,4,5,7,0,51,3,4,3,0,6,0,3,0,0,18,7,3,7,7,6,4,7,9,4,55,124,292,299,164,127,63,98,91,16,1274
SSC50500,5,4,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,3,0,6,3,0,0,3,7,0,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,16,8,4,12,3,3,7,0,70
SSC50501,14,25,5,12,8,7,0,3,3,86,16,19,21,35,20,16,5,0,0,119,25,14,178,72,35,26,26,46,9,428,0,3,0,3,9,7,0,3,0,22,0,5,7,3,9,0,4,0,0,36,0,7,6,6,3,0,0,3,0,22,0,3,7,11,3,3,3,4,0,30,113,406,261,174,152,72,52,77,21,1333
SSC50502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50506,0,0,0,3,0,0,0,0,0,8,4,6,0,11,0,3,0,0,0,25,6,11,25,12,10,4,0,0,0,62,0,0,3,3,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,15,31,88,26,46,21,8,0,7,4,240
SSC50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50508,38,75,14,22,29,14,0,3,3,197,43,31,8,18,30,15,3,4,3,149,50,19,87,26,20,8,10,6,8,234,0,4,3,5,9,4,0,3,0,27,5,3,3,6,9,3,0,4,0,29,6,23,0,3,3,0,0,0,0,41,3,17,0,0,13,0,0,0,0,39,635,1603,160,156,312,103,22,41,36,3071
SSC50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50510,3,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,11,3,5,14,0,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,23,25,14,5,8,3,0,10,0,88
SSC50511,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,5,0,15
SSC50512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,10
SSC50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,9,0,0,21
SSC50515,3,7,0,3,4,0,0,0,0,16,3,0,8,4,5,6,0,0,0,28,11,4,56,7,14,3,14,12,0,122,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,3,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,47,64,21,35,19,20,22,0,272
SSC50516,23,48,27,34,47,6,11,10,3,209,44,43,52,74,70,26,21,23,11,368,116,55,712,207,174,68,175,117,38,1661,10,8,8,10,26,14,12,16,0,97,14,6,23,28,34,12,22,14,4,156,7,4,10,4,6,0,3,6,0,42,3,5,11,19,27,18,14,16,11,125,310,570,922,450,476,190,282,237,74,3509
SSC50517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,12
SSC50518,6,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,5,7,0,7,0,3,0,3,13,0,37,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,9,37,9,11,7,7,4,3,26,0,99
SSC50519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,13
SSC50520,32,59,30,37,19,13,8,8,3,201,30,51,31,38,30,14,7,13,0,219,61,41,187,58,43,29,33,46,9,510,0,0,0,3,3,0,0,4,0,15,7,8,3,13,4,3,0,0,0,49,3,15,3,3,3,8,0,3,0,35,5,9,13,10,6,0,4,0,11,56,451,1474,321,280,260,136,79,113,35,3160
SSC50521,0,0,0,0,0,0,3,0,0,12,3,0,0,0,0,0,0,3,0,9,11,4,41,8,3,4,14,13,0,89,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,22,29,47,15,9,11,18,15,0,163
SSC50522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3
SSC50523,0,3,0,0,3,0,0,0,0,9,0,0,3,0,4,0,0,0,0,6,3,4,29,3,0,0,14,6,5,71,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,9,12,20,29,15,18,6,14,12,5,125
SSC50524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,3,0,0,11
SSC50525,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,3,0,0,0,0,3,29
SSC50526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,5,3,0,13
