SSC_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SSC51158,9,10,4,0,5,3,7,7,0,50
SSC51159,0,0,0,0,0,0,0,3,0,6
SSC51160,18,4,3,5,5,3,3,3,4,50
SSC51161,78,9,11,3,15,4,19,19,0,167
SSC51162,23,74,36,32,28,22,13,18,0,246
SSC51163,0,0,0,0,0,0,0,0,0,0
SSC51164,166,186,289,124,235,115,122,140,22,1398
SSC51165,52,93,80,42,41,29,15,45,0,400
SSC51166,576,958,621,417,609,437,153,271,66,4104
SSC51167,16,3,0,0,0,3,0,5,0,31
SSC51168,16,0,0,0,0,0,3,11,0,30
SSC51169,40,17,24,21,23,6,24,17,0,160
SSC51170,4,3,3,0,4,3,5,11,0,37
SSC51171,55,36,114,35,40,6,79,55,9,442
SSC51172,3,0,4,6,0,0,0,3,0,13
SSC51173,0,0,0,0,0,0,0,0,0,0
SSC51174,35,63,142,130,71,118,87,158,12,811
SSC51175,50,40,76,27,59,17,42,36,10,351
SSC51176,9,0,0,0,0,0,0,3,0,15
SSC51177,17,0,0,3,0,0,0,3,0,25
SSC51178,8,7,3,9,4,0,3,23,4,69
SSC51179,115,154,338,232,200,191,261,279,28,1797
SSC51180,214,502,300,281,328,188,138,292,30,2284
SSC51181,16,14,3,11,7,9,4,5,4,65
SSC51182,424,948,848,442,594,347,202,335,63,4199
SSC51183,17,4,3,9,6,4,15,10,0,74
SSC51184,27,0,8,4,6,0,0,16,0,56
SSC51185,5,0,0,0,0,0,0,0,0,12
SSC51186,3,0,3,0,3,3,9,3,0,28
SSC51187,434,1113,453,374,445,297,151,188,53,3501
SSC51188,36,25,98,22,29,11,140,21,9,384
SSC51189,13,0,3,0,3,0,0,3,0,18
SSC51190,48,61,173,45,52,25,220,52,14,698
SSC51191,26,4,20,3,8,3,7,15,0,86
SSC51192,9,0,0,0,0,0,0,5,0,15
SSC51193,0,0,0,0,0,0,0,0,0,0
SSC51194,146,244,211,122,166,92,78,91,7,1158
SSC51195,3,0,0,0,0,0,0,0,0,7
SSC51196,0,0,6,0,3,4,0,8,0,25
SSC51197,27,39,54,35,40,26,35,22,0,289
SSC51198,281,611,484,332,482,269,207,329,51,3058
SSC51199,148,214,445,284,261,254,311,377,66,2361
SSC51200,9,3,7,0,4,3,3,8,0,40
SSC51201,7,8,7,8,8,3,4,4,0,47
SSC51202,14,0,3,0,0,0,6,0,0,25
SSC51203,5,4,4,0,0,0,9,6,0,29
SSC51204,0,0,0,0,0,0,0,0,0,3
SSC51205,3,4,3,3,0,3,0,3,0,20
SSC51206,5,15,23,0,0,0,29,10,0,82
SSC51207,205,411,398,221,369,216,122,192,28,2159
SSC51208,0,0,0,0,0,0,0,0,0,0
SSC51209,0,0,0,0,0,0,0,3,0,4
SSC51210,89,170,223,97,114,96,124,131,21,1063
SSC51211,69,80,54,32,80,50,21,30,13,426
SSC51212,67,50,40,34,39,45,37,95,10,424
SSC51213,157,290,34,62,69,47,4,22,17,697
SSC51214,29,61,35,26,31,18,8,21,6,230
SSC51215,56,4,13,10,11,0,36,21,0,152
SSC51216,17,4,0,0,3,0,0,3,0,28
SSC51217,0,4,0,7,0,0,0,6,0,17
SSC51218,930,2217,683,650,752,349,153,457,100,6291
SSC51219,0,0,0,0,0,0,0,0,0,0
SSC51220,35,11,5,5,8,10,11,10,0,89
SSC51221,4,0,0,0,0,0,0,0,0,6
SSC51222,486,1232,761,496,764,418,346,310,54,4881
SSC51223,18,0,0,0,4,0,3,0,0,31
SSC51224,100,232,250,125,121,81,199,116,13,1256
SSC51225,75,32,37,22,40,12,20,29,4,278
SSC51226,0,0,9,3,4,5,0,8,0,28
SSC51227,4,4,3,0,0,8,17,5,0,46
SSC51228,13,19,7,5,14,4,4,8,0,75
SSC51229,17,0,0,4,4,0,0,3,0,31
SSC51230,13,0,0,0,0,0,0,0,0,16
SSC51231,36,4,0,0,3,0,3,6,4,53
SSC51232,25,16,37,24,32,10,30,38,7,225
SSC51233,81,9,7,6,6,0,6,14,0,131
SSC51234,3,0,8,0,6,3,8,5,4,42
SSC51235,100,156,335,217,151,165,264,240,35,1668
SSC51236,39,63,83,30,57,51,60,55,4,449
SSC51237,13,0,0,3,0,0,4,0,0,19
SSC51238,7,8,12,3,3,9,8,0,0,48
SSC51239,11,9,16,5,6,0,15,10,4,74
SSC51240,25,5,5,0,0,0,3,9,0,54
SSC51241,10,27,52,6,15,0,37,20,7,168
SSC51242,0,0,0,0,0,0,0,0,0,0
SSC51243,26,16,26,8,19,5,14,19,3,136
SSC51244,19,8,5,3,5,3,6,11,0,60
SSC51245,49,22,16,14,11,10,4,20,3,144
SSC51246,3,13,9,6,7,3,4,6,0,48
SSC51247,75,52,90,38,78,31,38,83,13,494
SSC51248,316,378,564,153,286,118,273,194,56,2336
SSC51249,554,708,1142,793,736,656,556,771,116,6026
SSC51250,0,0,0,0,0,0,0,0,0,0
SSC51251,4,6,7,14,0,4,10,5,4,56
SSC51252,0,6,17,4,7,7,8,10,0,53
SSC51253,20,29,10,13,5,10,0,9,3,106
SSC51254,0,0,0,0,0,0,0,0,0,3
SSC51255,4,0,0,0,0,0,0,0,0,5
SSC51256,0,0,0,0,0,0,0,0,0,4
SSC51257,34,22,24,27,19,17,25,37,0,198
SSC51258,11,0,0,0,3,0,3,8,0,30
SSC51259,24,48,29,14,13,13,7,23,0,177
SSC51260,240,591,469,411,372,265,303,435,55,3145
SSC51261,12,0,3,3,3,5,0,3,0,41
SSC51262,5,3,0,0,0,0,0,0,0,11
SSC51263,6,4,5,4,0,0,0,0,0,20
SSC51264,104,99,125,62,73,63,39,69,14,651
SSC51265,12,0,0,0,0,0,8,0,0,26
SSC51266,9,10,6,7,10,3,4,7,0,58
SSC51267,413,665,866,552,548,427,235,463,78,4250
SSC51268,3,4,18,4,10,3,29,10,0,78
SSC51269,34,38,82,75,44,61,70,127,13,531
SSC51270,85,14,22,15,30,11,42,30,0,257
SSC51271,71,75,165,73,88,66,121,101,7,766
SSC51272,8,0,0,0,0,0,0,13,0,26
SSC51273,8,0,0,0,3,0,0,7,0,17
SSC51274,3,7,5,3,3,3,0,3,3,30
SSC51275,3,0,9,0,3,0,0,3,0,16
SSC51276,204,361,373,284,331,183,205,223,47,2205
SSC51277,10,9,6,7,3,0,3,8,3,43
SSC51278,30,9,14,6,13,6,5,20,0,106
SSC51279,10,3,5,0,3,0,0,4,0,24
SSC51280,0,0,0,0,0,0,0,0,0,3
SSC51281,10,0,0,0,3,0,0,5,0,15
SSC51282,14,19,21,11,18,7,3,13,3,112
SSC51283,0,0,0,0,0,0,0,0,0,0
SSC51284,0,0,0,0,0,0,0,0,0,0
SSC51285,158,226,405,247,272,185,153,242,45,1933
SSC51286,14,7,7,0,6,7,6,8,0,51
SSC51287,268,731,346,239,342,200,139,209,39,2501
SSC51288,547,1210,783,574,687,407,343,500,92,5146
SSC51289,55,42,49,35,40,33,31,32,7,323
SSC51290,535,652,1124,795,731,533,512,713,113,5707
SSC51291,4,14,27,3,4,0,45,7,0,111
SSC51292,0,0,0,0,0,0,0,0,0,0
SSC51293,21,0,0,3,0,3,0,10,0,34
SSC51294,18,23,27,40,15,0,18,26,9,174
SSC51295,47,23,40,27,30,10,9,25,9,220
SSC51296,68,62,99,37,51,34,32,42,4,428
SSC51297,433,673,602,329,508,276,222,244,53,3339
SSC51298,20,17,9,11,13,12,8,12,3,113
SSC51299,29,14,13,5,7,7,3,8,0,90
SSC51300,0,3,0,0,0,0,0,0,0,7
SSC51301,225,477,110,129,163,137,42,64,13,1355
SSC51302,14,6,50,4,4,0,34,12,3,131
SSC51303,19,6,20,18,3,5,3,6,0,85
SSC51304,4,3,12,3,3,4,4,7,0,46
SSC51305,7,25,19,11,16,9,7,8,4,102
SSC51306,19,3,0,0,0,0,0,0,0,22
SSC51307,11,5,3,0,0,3,0,4,0,33
SSC51308,307,484,602,363,363,320,249,310,46,3041
SSC51309,58,3,4,0,4,4,6,13,0,91
SSC51310,214,375,83,100,172,93,25,55,23,1141
SSC51311,98,211,124,107,131,96,64,89,17,936
SSC51312,55,78,62,36,64,42,33,39,6,425
SSC51313,0,0,0,0,0,0,0,0,0,0
SSC51314,5,0,0,0,0,0,0,0,0,3
SSC51315,13,0,6,0,3,0,4,7,0,40
SSC51316,20,10,4,4,0,0,0,0,0,39
SSC51317,58,90,97,44,61,34,33,41,6,473
SSC51318,47,8,0,0,0,0,3,14,0,70
SSC51319,1274,2652,1352,971,1105,709,291,539,108,8991
SSC51320,0,0,0,0,0,0,0,0,0,0
SSC51321,60,40,23,22,24,9,6,21,0,207
SSC51322,20,0,0,0,0,0,0,10,0,29
SSC51323,5,0,0,0,0,0,0,11,0,11
