SSC_CODE_2016,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
SSC50028,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50029,20,0,0,0,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50030,20,0,0,0,0,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3
SSC50031,5,0,3,0,0,0,0,0,0,12,16,20,16,0,9,0,17,0,3,79,15,8,16,0,5,3,5,0,0,61,5,8,3,0,3,0,3,0,0,18,32,9,50,0,11,0,4,13,0,120,17,3,9,0,9,4,5,0,0,42,29,14,5,0,13,56,4,6,0,119,18,0,8,25,3,13,3,9,0,75,6,3,10,6,17,3,23,8,0,83,3,4,3,0,3,0,0,0,4,23,9,14,4,0,19,3,0,0,0,50,3,0,3,0,11,16,0,0,0,35,11,44,12,0,20,0,0,3,3,95,12,0,4,0,4,0,4,12,0,38,16,23,0,17,23,0,0,0,3,83,12,58,10,6,13,0,0,0,0,108,9,54,4,31,32,0,0,3,0,136,4,6,27,15,8,0,0,14,4,68,5,9,18,7,8,0,0,7,0,59,16,12,11,7,7,6,9,8,5,75
SSC50032,3,0,0,0,0,0,0,0,0,9,5,8,19,0,7,0,20,0,0,63,12,3,18,0,14,3,6,4,0,67,0,3,3,0,3,0,3,0,0,17,4,4,84,0,21,3,17,21,3,152,6,3,3,0,3,5,6,4,0,32,17,3,8,3,11,67,3,8,0,120,10,0,5,16,4,4,4,18,0,55,3,0,0,0,11,3,22,0,0,46,0,6,3,0,6,0,0,0,0,19,0,14,4,0,12,0,0,0,0,31,4,0,4,0,4,7,0,0,0,20,6,41,6,0,14,0,0,0,0,70,0,3,4,3,5,0,0,16,0,37,3,15,3,29,21,0,0,3,0,76,10,57,6,18,12,0,0,0,0,95,5,50,5,52,27,0,3,10,0,153,3,0,0,5,3,3,0,3,0,19,5,4,17,3,5,0,4,4,3,53,8,6,13,0,8,0,9,8,5,59
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50034,0,0,0,0,0,0,0,0,0,0,4,8,4,0,0,0,3,0,0,30,7,0,20,0,7,0,4,7,0,44,0,5,0,0,0,0,0,0,0,7,3,3,23,0,4,0,3,14,0,49,4,0,4,0,6,4,4,0,0,16,6,6,6,0,4,17,3,11,0,52,7,0,8,10,0,10,0,11,0,44,0,3,3,0,10,0,13,3,0,33,0,6,0,0,3,0,0,0,0,8,0,3,0,0,10,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,7,25,9,0,8,0,0,0,0,42,3,0,3,0,0,0,0,5,0,17,5,15,0,7,15,0,0,5,4,51,0,30,0,3,5,0,0,0,0,36,5,27,4,16,10,0,0,3,0,65,3,8,0,6,0,0,0,0,0,18,0,0,8,3,0,0,0,0,0,10,4,0,6,6,3,0,5,3,3,34
SSC50035,3,0,3,0,0,0,0,0,0,7,60,53,22,3,18,0,4,3,8,165,65,27,31,0,22,16,7,5,3,163,10,10,3,0,4,0,0,0,0,26,76,23,80,0,35,11,4,18,3,250,28,15,3,0,16,13,6,0,0,88,54,20,15,5,22,126,6,15,0,261,27,0,13,62,6,28,3,30,0,169,36,11,3,4,20,6,19,13,3,115,6,13,3,0,3,4,0,0,0,26,23,38,0,0,30,3,0,0,4,93,16,16,3,0,27,59,3,0,3,124,46,174,20,4,59,0,3,3,4,310,10,10,4,11,16,3,0,29,0,74,22,47,7,31,33,0,0,3,3,148,33,199,15,43,33,3,0,4,3,325,27,212,8,58,55,0,0,14,0,371,10,11,0,26,3,4,0,0,0,51,9,4,27,28,17,0,0,0,0,84,30,29,11,3,28,11,4,13,22,155
SSC50036,3,5,3,0,3,3,0,17,0,35,28,53,49,0,41,0,36,3,3,217,49,41,92,0,49,8,34,41,12,320,15,17,7,0,15,0,9,3,0,62,66,27,232,0,54,8,31,49,3,473,22,25,17,0,25,28,27,11,0,149,68,24,19,5,30,278,25,30,3,491,45,5,35,73,10,60,6,61,0,300,25,15,7,4,58,10,74,9,0,207,4,16,5,0,4,3,0,4,0,45,21,39,0,0,52,7,0,0,0,119,13,4,6,0,28,26,0,3,0,74,45,132,36,0,46,3,0,3,0,267,10,19,15,4,19,3,4,44,0,125,36,71,22,67,93,0,4,13,11,319,28,230,13,102,52,0,0,9,3,445,32,242,26,167,119,3,4,19,4,619,20,3,8,21,5,3,0,8,0,68,5,17,79,21,20,3,0,9,3,165,26,32,49,7,37,9,22,27,34,228
SSC50037,3,0,3,0,3,0,0,9,0,23,22,53,43,0,14,0,29,5,5,178,31,28,61,3,36,8,25,16,0,203,3,13,16,0,8,0,3,0,0,43,34,20,161,0,45,7,13,40,0,328,22,15,8,0,23,7,10,5,0,90,48,17,15,3,14,143,3,23,0,284,27,4,26,45,3,29,3,30,0,164,17,6,4,3,32,5,45,5,0,134,5,12,3,0,6,0,0,0,0,31,22,35,3,0,50,3,3,0,0,118,8,9,5,0,16,16,0,3,0,48,28,120,26,0,44,0,0,8,0,229,11,15,3,18,14,0,0,37,0,95,18,67,21,46,43,0,0,3,6,201,20,160,15,39,32,0,0,0,3,274,25,176,21,107,63,0,4,7,0,409,5,3,3,11,7,0,0,3,0,35,7,15,51,22,16,3,3,11,0,122,19,11,19,4,19,0,8,20,15,119
SSC50038,8,0,9,0,0,0,0,12,0,32,0,0,0,0,0,0,7,0,0,17,0,0,4,4,4,0,0,9,0,27,0,0,0,0,0,0,0,0,0,0,3,0,33,0,7,0,6,6,0,57,0,0,0,0,0,4,0,0,0,5,15,0,4,4,3,34,0,12,0,74,20,0,9,21,8,5,0,12,0,79,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,6,0,0,0,0,3,10,0,0,0,20,0,7,3,0,3,0,0,0,0,9,0,3,4,0,0,0,0,14,0,22,7,0,3,3,3,0,4,0,0,24,3,12,0,5,0,0,0,3,0,26,0,14,0,21,6,0,0,7,0,47,0,3,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,4,0,15,3,7,3,0,3,0,0,0,4,20
SSC50039,31,6,4,0,6,0,22,26,4,99,18,43,204,4,24,3,188,47,23,554,69,68,251,6,52,24,149,106,7,731,10,7,61,0,17,0,20,13,3,141,37,18,330,0,70,17,77,109,9,673,9,6,9,0,23,26,25,14,0,110,102,15,54,11,39,471,30,89,6,810,35,3,35,104,8,73,3,101,0,363,23,9,15,3,53,4,128,18,0,254,6,11,3,0,6,8,0,6,0,34,21,22,0,0,48,11,0,0,0,101,10,3,3,0,21,41,4,0,0,85,15,86,33,0,46,3,0,6,3,200,3,8,18,16,20,0,3,81,0,151,29,50,24,87,96,0,0,21,3,311,41,276,16,130,46,4,0,25,0,545,25,192,31,252,107,6,8,31,4,656,15,9,4,17,13,3,0,8,0,77,13,10,103,51,31,5,6,17,0,250,17,23,58,5,20,28,15,41,38,242
SSC50040,4,0,4,0,3,0,0,18,0,30,24,41,119,3,31,0,120,19,5,357,55,31,108,8,41,21,38,19,4,331,9,11,13,0,22,0,13,4,0,62,47,21,222,4,67,16,47,73,4,504,28,18,21,0,34,34,30,9,3,179,101,12,34,4,53,308,27,53,3,596,71,3,40,80,15,43,11,64,3,317,35,17,35,16,76,13,142,16,5,356,8,6,12,0,16,7,0,0,0,45,14,27,0,0,71,13,0,0,0,127,21,7,4,0,28,35,0,3,0,94,23,81,38,3,63,7,3,4,0,227,17,10,21,13,31,3,9,58,0,164,27,58,31,148,99,3,5,10,7,386,27,186,14,112,40,0,0,20,0,401,25,151,16,224,101,8,8,20,8,560,3,7,5,23,10,0,0,4,0,60,16,17,101,35,29,3,7,18,6,230,23,22,41,18,38,10,23,16,28,200
SSC50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50042,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50043,14,0,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50044,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50045,14,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50046,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50047,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50048,54,0,12,0,0,0,0,14,0,89,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSC50049,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50050,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SSC50051,6,0,0,0,0,0,0,3,0,12,0,0,13,0,0,0,20,3,0,39,3,0,7,0,4,3,6,3,0,28,3,0,0,0,3,0,0,0,0,10,7,0,23,0,6,0,14,13,0,55,0,3,3,0,8,3,0,0,0,17,5,0,5,0,4,19,0,9,0,41,3,0,0,4,0,3,0,3,0,22,7,3,5,0,3,0,20,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,0,12,3,0,8,0,0,0,0,21,0,0,0,0,5,0,0,9,0,14,3,13,3,21,13,0,8,3,0,63,3,15,3,12,0,0,0,0,0,32,0,6,3,25,11,0,0,3,0,51,0,0,3,0,4,0,0,0,0,6,0,0,15,0,3,0,0,3,0,22,7,4,7,0,3,3,0,5,8,31
SSC50052,12,0,0,0,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,14,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,4
SSC50053,3,0,0,0,0,0,4,7,0,22,13,42,35,0,13,0,29,11,6,146,35,18,71,4,23,8,26,45,0,233,4,11,7,0,14,0,7,3,3,51,56,23,302,0,70,4,47,81,8,584,18,6,11,0,24,29,13,3,0,103,69,19,33,6,35,315,27,36,4,543,66,0,66,76,7,38,3,76,0,339,14,7,7,6,39,12,112,7,3,210,5,14,14,3,13,7,3,3,4,61,16,55,0,0,62,11,0,0,0,139,6,9,3,0,19,26,0,7,0,77,26,211,52,3,76,4,0,6,3,381,10,12,12,9,26,3,0,87,0,163,22,73,15,51,93,0,6,18,3,278,30,215,14,63,37,3,3,22,7,386,22,200,19,162,84,0,0,43,6,537,8,17,7,30,9,7,0,7,3,89,20,9,86,45,21,3,4,16,0,210,26,16,49,8,35,16,17,26,38,240
SSC50054,35,0,17,0,14,0,7,29,3,109,69,110,376,13,87,0,319,71,17,1067,125,97,396,3,124,37,166,78,13,1041,30,15,70,0,45,3,22,22,5,221,118,63,841,7,182,22,181,288,24,1731,65,32,63,0,62,67,85,27,4,402,200,30,88,13,89,863,61,155,11,1503,111,6,89,170,18,150,21,202,5,780,71,23,38,23,131,17,330,31,3,669,17,17,26,0,11,17,0,14,3,112,39,61,12,4,171,9,0,4,3,311,38,13,22,8,52,77,6,10,3,237,67,236,145,4,173,13,17,23,10,684,25,44,48,59,62,10,28,145,3,426,138,171,212,450,249,6,13,46,20,1303,58,532,37,291,107,0,0,26,4,1053,59,564,65,643,274,11,18,44,6,1676,23,20,21,45,13,4,3,19,3,155,31,37,310,92,50,7,12,32,4,584,54,60,111,23,84,42,71,88,88,620
