SSC_CODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SSC51239,4,0,0,0,0,0,0,4
SSC51240,11,0,0,0,0,0,0,15
SSC51241,14,0,0,0,3,0,0,21
SSC51242,0,0,0,0,0,0,0,0
SSC51243,21,5,0,0,0,0,0,24
SSC51244,8,0,0,0,0,0,0,10
SSC51245,17,0,0,0,0,0,0,17
SSC51246,8,0,0,0,0,0,0,11
SSC51247,86,10,5,0,0,0,0,104
SSC51248,379,29,24,9,0,0,4,441
SSC51249,1551,169,121,34,3,0,18,1886
SSC51250,0,0,0,0,0,0,0,0
SSC51251,10,0,0,0,0,0,0,12
SSC51252,12,0,0,0,0,0,0,18
SSC51253,16,0,3,0,0,0,0,19
SSC51254,0,0,0,0,0,0,0,0
SSC51255,3,0,0,0,0,0,0,3
SSC51256,0,0,0,0,0,0,0,0
SSC51257,30,3,3,0,0,0,3,32
SSC51258,14,0,0,0,0,0,0,14
SSC51259,40,3,4,0,0,0,0,45
SSC51260,745,36,22,14,4,0,3,818
SSC51261,11,0,0,0,0,0,0,11
SSC51262,3,0,0,0,0,0,0,5
SSC51263,3,0,0,0,0,0,0,3
SSC51264,149,11,0,0,0,0,0,160
SSC51265,0,0,0,0,0,0,0,3
SSC51266,9,0,0,0,0,0,0,8
SSC51267,1113,112,69,4,0,0,3,1301
SSC51268,17,0,0,0,0,0,0,16
SSC51269,104,16,12,6,4,0,0,144
SSC51270,44,4,0,0,0,0,0,50
SSC51271,171,18,8,3,4,0,0,208
SSC51272,0,0,0,0,0,0,0,0
SSC51273,0,0,0,0,0,0,0,3
SSC51274,7,0,0,0,0,0,0,7
SSC51275,4,0,0,0,0,0,0,4
SSC51276,425,33,24,13,0,0,0,491
SSC51277,9,0,0,0,0,0,0,9
SSC51278,20,0,3,0,0,0,0,27
SSC51279,6,0,0,0,0,0,0,5
SSC51280,0,0,0,0,0,0,0,0
SSC51281,0,0,0,0,0,0,0,0
SSC51282,32,0,0,0,0,0,0,35
SSC51283,0,0,0,0,0,0,0,0
SSC51284,0,0,0,0,0,0,0,0
SSC51285,479,36,42,12,0,4,3,567
SSC51286,13,0,0,0,0,0,0,18
SSC51287,756,35,7,10,0,0,4,810
SSC51288,706,52,27,9,0,0,7,795
SSC51289,60,6,8,0,0,0,0,68
SSC51290,1001,131,67,18,3,0,11,1234
SSC51291,10,0,0,0,0,0,0,13
SSC51292,0,0,0,0,0,0,0,0
SSC51293,4,0,3,0,0,0,0,3
SSC51294,39,12,3,7,0,0,6,75
SSC51295,37,3,0,0,0,0,0,41
SSC51296,112,5,0,0,0,0,0,128
SSC51297,816,55,34,7,0,0,4,922
SSC51298,20,0,0,0,0,0,0,28
SSC51299,17,0,0,0,0,0,0,18
SSC51300,0,0,0,0,0,0,0,0
SSC51301,448,8,14,6,0,0,3,475
SSC51302,0,0,0,0,0,0,0,0
SSC51303,3,0,0,0,0,0,0,6
SSC51304,6,0,0,0,0,0,0,10
SSC51305,27,0,0,0,0,0,0,28
SSC51306,10,0,0,0,0,0,0,10
SSC51307,7,0,0,0,0,0,0,7
SSC51308,668,80,48,8,0,0,5,816
SSC51309,21,0,0,0,0,0,0,20
SSC51310,301,23,3,0,0,0,0,327
SSC51311,212,14,11,4,0,0,0,240
SSC51312,90,11,4,0,0,0,0,108
SSC51313,0,0,0,0,0,0,0,0
SSC51314,3,0,0,0,0,0,0,3
SSC51315,0,0,0,0,0,0,0,0
SSC51316,12,0,0,0,0,0,0,14
SSC51317,113,8,3,0,0,0,0,130
SSC51318,13,0,0,0,0,0,0,14
SSC51319,1184,105,26,4,0,0,0,1325
SSC51320,0,0,0,0,0,0,0,0
SSC51321,36,4,0,0,0,0,0,39
SSC51322,11,0,0,0,0,0,0,11
SSC51323,3,0,0,0,0,0,0,3
SSC51324,8,0,0,0,0,0,0,8
SSC51325,0,0,0,0,0,0,0,0
SSC51326,1781,150,97,8,4,0,7,2047
SSC51327,20,0,0,0,0,0,0,26
SSC51328,242,22,13,3,0,0,5,286
SSC51329,1240,108,72,16,3,0,6,1453
SSC51330,6,0,0,0,0,0,0,11
SSC51331,70,3,0,0,0,0,0,72
SSC51332,0,0,0,0,0,0,0,0
SSC51333,0,0,0,0,0,0,0,0
SSC51334,601,28,10,3,0,0,0,648
SSC51335,527,24,13,0,0,0,0,563
SSC51336,0,0,0,0,0,0,0,0
SSC51337,316,35,13,6,0,0,5,370
SSC51338,0,0,0,0,0,0,0,0
SSC51339,10,0,0,0,0,0,0,9
SSC51340,103,9,9,0,0,0,0,122
SSC51341,348,20,14,5,0,0,4,393
SSC51342,70,8,12,3,0,0,5,97
SSC51343,494,34,29,3,0,0,6,565
SSC51344,0,0,0,0,0,0,0,0
SSC51345,0,0,0,0,0,0,0,0
SSC51346,3,0,0,0,0,0,0,3
SSC51347,0,0,0,0,0,0,0,0
SSC51348,503,29,28,5,0,0,4,577
SSC51349,1001,63,25,3,0,0,0,1097
SSC51350,0,0,0,0,0,0,0,0
SSC51351,83,4,12,0,0,0,0,96
SSC51352,699,70,33,9,0,0,0,818
SSC51353,3,0,0,0,0,0,0,3
SSC51354,66,8,3,3,0,0,5,87
SSC51355,3,0,0,0,0,0,0,3
SSC51356,3,0,0,0,0,0,0,3
SSC51357,256,26,8,3,0,0,0,288
SSC51358,0,0,0,0,0,0,0,4
SSC51359,5,0,0,0,0,0,0,5
SSC51360,372,36,17,5,0,0,0,426
SSC51361,893,76,69,12,3,0,13,1071
SSC51362,446,36,43,16,5,0,3,546
SSC51363,0,0,0,0,0,0,0,3
SSC51364,8,3,0,0,0,0,0,12
SSC51365,0,0,0,0,0,0,0,0
SSC51366,602,56,18,13,0,0,4,688
SSC51367,3,0,0,0,0,0,0,3
SSC51368,0,0,0,0,0,0,0,3
SSC51369,6,0,0,0,0,0,0,6
SSC51370,1054,49,13,4,0,0,0,1126
SSC51371,30,0,0,0,0,0,0,31
SSC51372,8,0,0,0,0,0,0,8
SSC51373,0,0,0,0,0,0,0,0
SSC51374,15,0,0,0,0,0,0,15
SSC51375,3,0,0,0,0,0,0,3
SSC51376,0,0,0,0,0,0,0,3
SSC51377,0,0,0,0,0,0,0,0
SSC51378,3,0,0,0,0,0,0,5
SSC51379,255,24,9,3,0,0,5,298
SSC51380,8,0,0,0,0,0,0,7
SSC51381,9,0,0,0,0,0,0,9
SSC51382,48,3,3,0,0,0,0,61
SSC51383,1579,96,47,24,3,0,5,1752
SSC51384,128,7,10,9,0,0,6,164
SSC51385,984,73,35,10,0,0,7,1109
SSC51386,229,20,13,3,0,0,3,273
SSC51387,4,0,0,0,0,0,0,4
SSC51388,31,0,0,0,0,0,0,36
SSC51389,0,0,0,0,0,0,0,0
SSC51390,79,11,10,11,0,3,9,126
SSC51391,376,36,16,4,0,0,0,426
SSC51392,7,0,0,0,0,0,0,7
SSC51393,75,3,0,0,0,0,0,79
SSC51394,1304,55,32,6,0,0,3,1400
SSC51395,19,0,0,0,0,0,0,25
SSC51396,0,0,0,0,0,0,0,0
SSC51397,286,30,9,0,0,0,4,335
SSC51398,0,0,0,0,0,0,0,0
SSC51399,183,4,6,0,0,0,0,205
SSC51400,86,4,3,3,0,0,0,99
SSC51401,0,0,0,0,0,0,0,0
SSC51402,300,33,34,7,0,4,0,375
SSC51403,0,0,0,0,0,0,0,0
SSC51404,13,0,0,5,0,0,3,26
SSC51405,793,31,9,3,0,0,3,835
SSC51406,1294,81,55,15,3,0,8,1458
SSC51407,12,0,0,0,0,0,0,10
SSC51408,132,5,13,0,0,0,0,153
SSC51409,692,82,44,22,3,0,13,850
SSC51410,515,31,9,0,0,0,0,548
SSC51411,15,0,0,0,0,0,0,15
SSC51412,0,0,0,0,0,0,0,0
SSC51413,5,0,0,0,0,0,0,9
SSC51414,3,0,0,0,0,0,0,3
SSC51415,4,0,0,0,0,0,0,4
SSC51416,0,0,0,0,0,0,0,0
SSC51417,0,0,0,0,0,0,0,0
SSC51418,0,0,0,0,0,0,0,0
SSC51419,25,3,0,0,0,0,0,27
SSC51420,10,3,0,0,0,0,0,10
SSC51421,0,0,0,0,0,0,0,0
SSC51422,14,0,0,0,0,0,3,19
SSC51423,0,0,0,0,0,0,0,0
SSC51424,1427,86,80,15,0,0,4,1610
SSC51425,130,9,10,0,0,0,0,146
SSC51426,0,0,0,0,0,0,0,0
SSC51427,6,0,0,0,0,0,0,6
SSC51428,6,0,0,0,0,0,0,6
SSC51429,16,3,0,3,0,0,3,28
SSC51430,10,0,0,0,0,0,0,10
SSC51431,16,0,0,0,0,0,0,21
SSC51432,11,0,0,0,0,0,0,7
SSC51433,4,0,0,0,0,0,0,4
SSC51434,0,0,0,0,0,0,0,0
SSC51435,666,47,25,9,3,0,3,756
SSC51436,8,0,0,0,0,0,0,11
SSC51437,2651,215,116,48,4,4,24,3058
SSC51438,16,3,3,0,0,0,0,24
SSC51439,9,0,0,0,0,0,0,8
SSC51440,0,0,0,0,0,0,0,0
SSC51441,4,0,0,0,0,0,0,4
SSC51442,3,0,0,0,0,0,0,3
SSC51443,367,26,25,0,3,0,0,419
SSC51444,3,0,0,0,0,0,0,3
SSC51445,77,13,11,0,0,0,3,104
SSC51446,3,0,0,0,0,0,0,3
SSC51447,0,0,0,0,0,0,0,0
SSC51448,3,0,0,0,0,0,0,3
SSC51449,26,0,0,3,0,0,0,30
SSC51450,3,0,0,0,0,0,0,6
SSC51451,0,0,0,0,0,0,0,0
SSC51452,0,0,0,0,0,0,0,0
SSC51453,6,0,0,0,0,0,0,6
SSC51454,9,0,0,0,0,0,0,9
SSC51455,0,0,0,0,0,0,0,0
SSC51456,374,19,9,0,0,0,0,396
SSC51457,0,0,0,0,0,0,0,0
SSC51458,537,32,13,3,0,0,6,589
SSC51459,0,0,0,0,0,0,0,0
SSC51460,4,0,0,0,0,0,0,7
SSC51461,303,28,25,0,0,0,3,356
SSC51462,11,0,0,0,0,0,0,9
SSC51463,5,0,0,0,0,0,0,5
SSC51464,33,0,0,0,0,0,0,41
SSC51465,0,0,0,0,0,0,0,0
SSC51466,24,3,0,0,0,0,0,23
SSC51467,0,0,0,0,0,0,0,0
SSC51468,46,8,3,3,0,0,3,59
SSC51469,5,0,0,0,0,0,0,5
SSC51470,16,0,0,0,0,0,0,16
SSC51471,191,20,17,3,0,0,3,235
SSC51472,102,14,12,5,0,0,4,130
SSC51473,0,0,0,0,0,0,0,0
SSC51474,6,0,0,0,0,0,0,6
SSC51475,295,27,19,3,0,0,0,347
SSC51476,686,48,12,5,0,0,3,748
SSC51477,0,0,0,0,0,0,0,0
SSC51478,82,13,11,0,3,0,0,104
SSC51479,0,0,0,0,0,0,0,0
SSC51480,96,6,3,0,0,0,0,110
SSC51481,11,0,0,0,0,0,0,11
SSC51482,3,0,0,0,0,0,0,4
SSC51483,4,0,0,0,0,0,0,4
SSC51484,4,0,0,0,0,0,0,4
SSC51485,3,0,0,0,0,0,0,3
SSC51486,245,21,20,11,0,0,3,299
SSC51487,95,0,8,3,0,0,0,110
SSC51488,1280,149,101,22,4,0,13,1564
SSC51489,6,0,0,0,0,0,0,6
SSC51490,7,0,0,0,0,0,0,7
SSC51491,29,3,0,0,0,0,0,28
SSC51492,0,0,0,0,0,0,0,0
SSC51493,0,0,0,0,0,0,0,0
SSC51494,105,8,3,0,0,0,0,118
SSC51495,4,0,0,0,0,0,0,4
SSC51496,23,0,0,0,0,0,0,27
SSC51497,10,0,0,0,0,0,0,10
SSC51498,11,0,0,0,0,0,0,11
SSC51499,0,0,0,0,0,0,0,0
SSC51500,7,0,0,0,0,0,0,7
SSC51501,4,0,0,0,0,0,0,3
SSC51502,0,0,0,0,0,0,0,0
SSC51503,31,0,0,0,0,0,0,31
SSC51504,341,22,8,3,0,0,0,381
SSC51505,4,0,0,0,0,0,0,4
SSC51506,518,35,27,0,0,0,5,588
SSC51507,6,3,0,0,0,0,0,11
SSC51508,0,0,0,0,0,0,0,0
SSC51509,10,0,0,0,0,0,0,14
SSC51510,336,28,15,3,0,0,0,387
SSC51511,1212,126,74,25,3,0,6,1443
SSC51512,4,0,0,0,0,0,0,4
SSC51513,15,3,0,0,0,0,0,18
SSC51514,38,9,3,8,0,0,7,67
SSC51515,0,0,0,0,0,0,0,0
SSC51516,4,0,0,0,0,0,0,8
SSC51517,27,0,3,8,0,0,0,31
SSC51518,993,125,92,16,0,0,14,1251
SSC51519,4,0,0,0,0,0,0,4
SSC51520,251,26,14,3,0,0,0,306
SSC51521,0,0,0,0,0,0,0,0
SSC51522,5,0,0,0,0,0,0,4
SSC51523,0,0,0,0,0,0,0,0
SSC51524,85,3,9,0,0,0,0,96
SSC51525,403,29,12,8,3,0,0,453
SSC51526,10,0,0,0,0,0,0,10
SSC51527,5,0,0,0,0,0,0,5
SSC51528,250,14,0,3,0,0,0,279
SSC51529,15,0,5,0,0,0,0,19
SSC51530,134,11,5,0,0,0,0,157
SSC51531,20,0,0,0,0,0,0,25
SSC51532,6,0,0,0,0,0,0,9
SSC51533,884,38,38,13,7,0,3,981
SSC51534,42,6,0,0,0,0,0,48
SSC51535,0,0,0,0,0,0,0,0
SSC51536,20,0,0,0,0,0,0,18
SSC51537,6,0,0,0,0,0,0,6
SSC51538,8,0,0,0,0,0,0,8
SSC51539,12,0,0,0,0,0,0,12
SSC51540,3,0,0,0,0,0,0,3
SSC51541,0,0,0,0,0,0,0,0
SSC51542,1129,78,43,19,0,0,9,1280
SSC51543,3,0,0,0,0,0,0,4
SSC51544,0,0,0,0,0,0,0,0
SSC51545,12,0,0,0,0,0,0,9
SSC51546,6,0,0,0,0,0,0,6
SSC51547,0,0,0,0,0,0,0,0
SSC51548,1327,46,19,10,0,0,0,1405
SSC51549,840,38,21,7,0,0,3,908
SSC51550,7,0,0,0,0,0,0,11
SSC51551,162,13,10,0,0,0,0,191
SSC51552,0,0,0,0,0,0,0,0
SSC51553,698,81,45,8,3,0,5,844
SSC51554,0,0,0,0,0,0,0,0
SSC51555,3,0,0,0,0,0,0,4
SSC51556,19,0,0,0,0,0,0,22
SSC51557,18,0,0,0,0,0,0,18
SSC51558,3,0,0,0,0,0,0,3
SSC51559,3,0,0,0,0,0,0,3
SSC51560,0,0,0,0,0,0,0,0
SSC51561,175,20,9,3,0,0,0,205
SSC51562,380,26,4,0,0,0,0,410
SSC51563,0,0,0,0,0,0,0,0
SSC51564,205,12,3,0,0,0,0,214
SSC51565,9,0,0,0,0,0,0,9
SSC51566,50,7,3,0,0,0,3,60
SSC51567,3,0,0,0,0,0,0,6
SSC51568,11,0,0,0,0,0,0,11
SSC51569,48,3,0,3,0,0,0,58
SSC51570,28,3,3,0,0,0,3,40
SSC51571,12,0,0,0,0,0,0,12
SSC51572,553,35,17,6,0,0,4,618
SSC51573,11,0,0,0,0,0,0,7
SSC51574,7,0,0,0,0,0,0,7
SSC51575,0,0,0,0,0,0,0,0
SSC51576,37,5,8,0,0,0,0,46
SSC51577,300,17,10,0,0,0,0,330
SSC51578,60,4,3,0,0,0,0,63
SSC51579,0,0,0,0,0,0,0,0
SSC51580,0,0,0,0,0,0,0,0
SSC51581,7,0,0,0,0,0,0,7
SSC51582,0,0,0,0,0,0,0,0
SSC51583,0,0,0,0,0,0,0,0
SSC51584,30,0,4,3,0,0,0,35
SSC51585,264,26,28,6,0,0,0,327
SSC51586,0,0,0,0,0,0,0,0
SSC51587,7,0,0,0,0,0,0,7
SSC51588,0,0,0,0,0,0,0,0
SSC51589,4,0,0,0,0,0,0,5
SSC51590,0,0,0,0,0,0,0,0
SSC51591,3,0,0,0,0,0,0,3
SSC51592,3,0,0,0,0,0,0,3
SSC51593,417,46,19,3,0,0,3,492
SSC51594,11,0,0,3,0,0,0,20
SSC51595,2708,112,62,44,0,0,8,2931
SSC51596,12,0,0,0,0,0,0,12
SSC51597,89,3,8,0,0,0,0,104
SSC51598,3,0,0,0,0,0,0,3
SSC51599,65,3,6,0,0,0,0,74
SSC51600,549,31,17,0,0,0,5,604
SSC51601,12,6,0,0,0,0,0,17
SSC51602,19,0,3,0,0,0,0,26
SSC51603,15,3,0,0,0,0,0,20
SSC51604,0,0,0,0,0,0,0,0
SSC51605,20,0,0,0,0,0,0,19
SSC51606,864,35,17,8,0,0,0,924
SSC51607,27,3,0,0,0,0,0,28
SSC51608,178,24,8,3,0,0,0,215
SSC51609,0,0,0,0,0,0,0,0
SSC51610,4,0,0,0,0,0,0,4
SSC51611,0,0,0,0,0,0,0,0
SSC51612,25,3,3,0,0,0,0,33
SSC51613,9,0,0,0,0,0,0,11
SSC51614,4,0,0,0,0,0,0,6
SSC51615,80,4,9,0,0,0,0,90
SSC51616,4,0,0,0,0,0,0,4
SSC51617,6,3,0,0,0,0,0,12
SSC51618,97,10,11,0,0,0,0,114
SSC51619,8,3,0,0,0,0,0,17
SSC51620,101,12,3,3,0,0,0,121
SSC51621,505,28,7,5,0,0,0,544
SSC51622,0,0,0,0,0,0,0,0
SSC51623,61,8,3,3,0,0,0,70
SSC51624,1397,85,27,5,0,0,6,1523
SSC51625,13,0,0,0,0,0,0,13
SSC51626,0,0,0,0,0,0,0,0
SSC51627,7,0,0,0,0,0,0,7
SSC51628,0,0,0,0,0,0,0,0
SSC51629,90,15,3,0,0,0,0,106
SSC51630,148,12,6,0,0,0,0,164
SSC51631,7,0,0,0,0,0,0,7
SSC51632,0,0,0,0,0,0,0,0
SSC51633,13,0,0,0,0,0,0,13
SSC51634,104,9,15,3,0,0,3,135
SSC51635,38,3,0,0,0,0,0,42
SSC51636,0,0,0,0,0,0,0,0
SSC51637,22,5,3,0,0,0,0,28
SSC51638,3,0,0,0,0,0,0,3
SSC51639,39,4,3,3,0,0,3,55
SSC51640,3,0,0,0,0,0,0,3
SSC51641,0,0,0,0,0,0,0,0
SSC51642,14,4,0,0,0,0,0,19
SSC51643,234,16,10,3,0,0,0,269
SSC51644,0,0,0,0,0,0,0,0
SSC51645,3,3,0,0,0,0,0,11
SSC51646,9,0,0,0,0,0,0,5
SSC51647,105,3,3,4,0,0,0,112
SSC51648,38,0,0,0,0,0,0,46
SSC51649,305,25,18,0,0,0,0,354
SSC51650,960,86,59,11,3,0,4,1125
SSC51651,4,0,0,0,0,0,0,4
SSC51652,0,0,0,0,0,0,0,0
SSC51653,882,73,50,6,0,0,0,1019
SSC51654,12,0,0,0,0,0,0,16
SSC51655,0,0,0,0,0,0,0,0
SSC51656,4,0,0,0,0,0,0,4
SSC51657,3,3,0,0,0,0,0,6
SSC51658,37,0,7,0,0,0,3,45
SSC51659,6,0,0,0,0,0,0,6
SSC51660,9,0,0,0,0,0,0,10
SSC51661,4,0,0,0,0,0,0,4
SSC51662,0,0,0,0,0,0,0,0
SSC51663,3,0,0,0,0,0,0,3
SSC51664,0,0,0,0,0,0,0,0
SSC51665,0,0,0,0,0,0,0,0
SSC51666,7,0,3,0,0,0,0,11
SSC51667,10,0,0,0,0,0,0,12
SSC51668,3,0,0,0,0,0,0,3
SSC51669,0,0,0,0,0,0,0,0
SSC51670,8,0,0,0,0,0,0,8
SSC51671,0,0,0,0,0,0,0,0
SSC51672,998,49,26,7,0,3,4,1086
SSC51673,5,0,0,0,0,0,0,5
SSC51674,165,18,12,3,0,0,4,199
SSC51675,4,0,0,0,0,0,0,4
SSC51676,3,0,0,0,0,0,0,5
SSC51677,3,0,0,0,0,0,0,3
SSC51678,4,0,0,0,0,0,0,3
SSC51679,29,3,0,0,0,0,0,35
SSC51680,0,0,0,0,0,0,0,0
SSC51681,0,0,0,0,0,0,0,0
SSC51682,0,0,0,0,0,0,0,0
SSC51683,0,0,0,0,0,0,0,0
SSC59494,0,0,0,0,0,0,0,0
SSC59797,0,0,0,0,0,0,0,0
